Id;fecha_version;POS;designation;engine;model_type;type;pn;nsn;GESA_NORM;GESA_NORMALIZADO;fg_code;fg_description;fg_code_description;weight;weight_txt;measurement;TIPOARTICULO;PAG;BOM_no;esquema_general;exp_motor;exp_categorias;atributo;SUST_TIPO;new_pn_relacionado;old_pn_relacionados;old_number_01;old_ruta_01;old_number_02;old_ruta_02;old_number_03;old_ruta_03;old_number_04;old_ruta_04;old_number_05;old_ruta_05;old_number_06;old_ruta_06;old_number_07;old_ruta_07;old_number_08;old_ruta_08;old_number_09;old_ruta_09;old_number_10;old_ruta_10;old_number_11;old_ruta_11;old_number_12;old_ruta_12;old_number_13;old_ruta_13;old_number_14;old_ruta_14;old_number_15;old_ruta_15;old_number_16;old_ruta_16;old_number_17;old_ruta_17;old_number_18;old_ruta_18;EN_EXCEL_SUSTITUCION;ruta_foto;exp_imagenes
RB-12V4000M40A-000009;20260702.1345;600;VALVE DRAIN;4000;12VM40A, 12VM53, 12VM70, 16VM61, 16VM73, 16VM73L, 16VM90, 20VM93, 20VM93L;;0049976736;4820123372715;;NO;011-05;CRANKCASE;11 CRANKCASE;0.125 KGM;0.125 KGM;;piezas;12V4000M40A-0013, 12V4000M40A-0157, 12V4000M40A-0246, 12V4000M53-0022, 12V4000M53-0247, 12V4000M53-0377, 12V4000M53-0602, 12V4000M70-0024, 12V4000M70-0183, 12V4000M70-0259, 12V4000M70-0363, 12V4000M70-0522, 12V4000M70-0596, 16V4000M61-0012, 16V4000M61-0159, 16V4000M61-0238, 16V4000M61-0519, 16V4000M61-0663, 16V4000M61-0739, 16V4000M73-0026, 16V4000M73-0248, 16V4000M73-0380, 16V4000M73-0602, 16V4000M73-0734, 16V4000M73-0957, 16V4000M73-1089, 16V4000M73-1311, 16V4000M73L-0015, 16V4000M73L-0260, 16V4000M73L-0500, 16V4000M73L-0746, 16V4000M73L-0845, 16V4000M73L-1091, 16V4000M73L-1188, 16V4000M73L-1427, 16V4000M90-0017, 16V4000M90-0168, 16V4000M90-0211, 20V4000M93-0023, 20V4000M93-0268, 20V4000M93-0419, 20V4000M93-0664, 20V4000M93-0815, 20V4000M93-1060, 20V4000M93-1211, 20V4000M93-1456, 20V4000M93L-1125, 20V4000M93L-1371, 20V4000M93L-1498, 20V4000M93L-1751;XS595200.00014;12V4000M40A-0012-01.webp, 12V4000M40A-0012-02.webp, 12V4000M40A-0157-01.webp, 12V4000M40A-0245-01.webp, 12V4000M40A-0245-02.webp, 12V4000M53-0246-01.webp, 12V4000M53-0246-02.webp, 12V4000M53-0601-01.webp, 12V4000M53-0601-02.webp, 12V4000M70-0023-01.webp, 12V4000M70-0023-02.webp, 12V4000M70-0183-01.webp, 12V4000M70-0258-01.webp, 12V4000M70-0258-02.webp, 12V4000M70-0362-01.webp, 12V4000M70-0362-02.webp, 12V4000M70-0522-01.webp, 12V4000M70-0595-01.webp, 12V4000M70-0595-02.webp, 16V4000M61-0011-01.webp, 16V4000M61-0011-02.webp, 16V4000M61-0159-01.webp, 16V4000M61-0237-01.webp, 16V4000M61-0237-02.webp, 16V4000M61-0518-01.webp, 16V4000M61-0518-02.webp, 16V4000M61-0663-01.webp, 16V4000M61-0738-01.webp, 16V4000M61-0738-02.webp, 16V4000M73-0026-01.webp, 16V4000M73-0247-01.webp, 16V4000M73-0247-02.webp, 16V4000M73-0380-01.webp, 16V4000M73-0601-01.webp, 16V4000M73-0601-02.webp, 16V4000M73-0734-01.webp, 16V4000M73-0956-01.webp, 16V4000M73-0956-02.webp, 16V4000M73-1089-01.webp, 16V4000M73-1310-01.webp, 16V4000M73-1310-02.webp, 16V4000M73L-0015-01.webp, 16V4000M73L-0259-01.webp, 16V4000M73L-0259-02.webp, 16V4000M73L-0500-01.webp, 16V4000M73L-0745-01.webp, 16V4000M73L-0745-02.webp, 16V4000M73L-0845-01.webp, 16V4000M73L-1090-01.webp, 16V4000M73L-1090-02.webp, 16V4000M73L-1188-01.webp, 16V4000M73L-1426-01.webp, 16V4000M73L-1426-02.webp, 16V4000M90-0016-01.webp, 16V4000M90-0016-02.webp, 16V4000M90-0167-01.webp, 16V4000M90-0167-02.webp, 16V4000M90-0210-01.webp, 16V4000M90-0210-02.webp, 20V4000M93-0023-01.webp, 20V4000M93-0267-01.webp, 20V4000M93-0267-02.webp, 20V4000M93-0419-01.webp, 20V4000M93-0663-01.webp, 20V4000M93-0663-02.webp, 20V4000M93-0815-01.webp, 20V4000M93-1059-01.webp, 20V4000M93-1059-02.webp, 20V4000M93-1211-01.webp, 20V4000M93-1455-01.webp, 20V4000M93-1455-02.webp, 20V4000M93L-1125-01.webp, 20V4000M93L-1370-01.webp, 20V4000M93L-1370-02.webp, 20V4000M93L-1498-01.webp, 20V4000M93L-1750-01.webp, 20V4000M93L-1750-02.webp;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;12VM40A-11, 12VM40A-143, 12VM40A-202, 12VM53-11, 12VM53-202, 12VM70-11, 12VM70-143, 12VM70-202, 16VM61-11, 16VM61-143, 16VM61-202, 16VM73-11, 16VM73-202, 16VM73L-11, 16VM73L-202, 16VM90-11, 16VM90-143, 16VM90-202, 20VM93-11, 20VM93-202, 20VM93L-11, 20VM93L-202;;New;0049976736;06.93160-0120, 071401018200, 111L37701/1, 5509970036, 0009970436;06.93160-0120;https://milu-naval.com/producto/06.93160-0120;071401018200;https://milu-naval.com/producto/071401018200;111L37701/1;https://milu-naval.com/producto/111L37701-1;5509970036;https://milu-naval.com/producto/5509970036;0009970436;https://milu-naval.com/producto/0009970436;;;;;;;;;;;;;;;;;;;;;;;;;;;;/srv/htdocs/wp-content/uploads/fotos/0049976736.jpeg;/srv/htdocs/wp-content/uploads/fotos/0049976736.jpeg, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0012-01-80.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M40A-POS/12V4000M40A-0157-01-105.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0246-02-600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0601-02-600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0023-01-80.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0183-01-1200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0258-02-1150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0362-01-80.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M70-POS/12V4000M70-0522-01-1200.webp
