sku;import_decision;import_reason;designation_final;measure_final;weight_final;source_engine_file;source_id;total_occurrences_global;engine_models_all;source_pages_all;source_ids_all;compacted_type
X59599100054;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;PIPE;;0,181 KG;engine_16V4000M73L.json;1507749;2;16V4000M73L;1121, 1456;1507749, 1510238;new
X59534200174;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;MARINE GEARBOX;;WEIßALUMINIUM;engine_16V4000M73L.json;1507787;2;16V4000M73L;1133, 1536;1507787, 1510695;new
X59534200178;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;MARINE GEARBOX;3106 004 002;;engine_16V4000M73L.json;1510696;2;16V4000M73L;1134, 1537;1507788, 1510696;new
X59534200175;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;MARINE GEARBOX;;WEIßALUMINIUM;engine_16V4000M73L.json;1510276;2;16V4000M73L;1468, 1544;1510276, 1510706;new
X59534200179;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;MARINE GEARBOX;3106 003 002;;engine_16V4000M73L.json;1510707;2;16V4000M73L;1469, 1545;1510277, 1510707;new
XP52699100130;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;TEE;;90.000 g;engine_16V4000M90.json;1600166;1;16V4000M90;35;1600166;new
5270310801;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;CRANKSHAFT;;472.000 kg EM;engine_16V4000M90.json;1600240;1;16V4000M90;49;1600240;new
Z=FVS-28;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;PLUG;;;engine_16V4000M90.json;1600483;1;16V4000M90;94;1600483;new
X00041897;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COVER;;AC;engine_16V4000M90.json;1600725;1;16V4000M90;122;1600725;new
X00041924;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;PRESSURE SPRING;;;engine_16V4000M90.json;1600726;1;16V4000M90;122;1600726;new
X00041913;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;PLUG;;;engine_16V4000M90.json;1600729;1;16V4000M90;122;1600729;new
X00041914;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;SNAP RING;;1.000 g;engine_16V4000M90.json;1600733;1;16V4000M90;122;1600733;new
X00041918;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;GEARCASE;;AC;engine_16V4000M90.json;1600736;1;16V4000M90;122;1600736;new
X00041920;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COVER;;AC;engine_16V4000M90.json;1600742;1;16V4000M90;122;1600742;new
X00040561;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;SEAL RETAINER;;AC;engine_16V4000M90.json;1600743;1;16V4000M90;122;1600743;new
X00041903;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;DRIVE SHAFT;;AC;engine_16V4000M90.json;1600744;1;16V4000M90;122;1600744;new
X00041906;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COUPLING ELEMENT;;;engine_16V4000M90.json;1600746;1;16V4000M90;122;1600746;new
X00041908;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;PISTON GUIDE;;AC;engine_16V4000M90.json;1600747;1;16V4000M90;122;1600747;new
X00041909;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;VALVE CONE;;AC;engine_16V4000M90.json;1600748;1;16V4000M90;122;1600748;new
8691540079;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COVER;;902.000 g;engine_16V4000M90.json;1601964;1;16V4000M90;267;1601964;new
8691540081;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;HOUSING;;4.900 kg;engine_16V4000M90.json;1601966;1;16V4000M90;267;1601966;new
8691540083;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;CONNECTING PART;;1.800 kg;engine_16V4000M90.json;1601968;1;16V4000M90;267;1601968;new
8691540084;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;RESISTOR;;39.600 g;engine_16V4000M90.json;1601970;1;16V4000M90;267;1601970;new
8691540058;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;FAN WHEEL;;765.000 g;engine_16V4000M90.json;1601973;1;16V4000M90;267;1601973;new
8691540077;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;BELT PULLEY;;;engine_16V4000M90.json;1601974;1;16V4000M90;267;1601974;new
25001237731;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;2 15.538 kg;;;engine_16V4000M90.json;1602005;1;16V4000M90;274;1602005;new
Z=G3 05638A;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;SHIM;;;engine_16V4000M90.json;1602026;1;16V4000M90;280;1602026;new
Z=G1 04311B;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;INTERMEDIATE MEMBER;;;engine_16V4000M90.json;1602036;1;16V4000M90;280;1602036;new
Z=G1 04312C;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;SIDE PLATE;;;engine_16V4000M90.json;1602038;1;16V4000M90;280;1602038;new
Z=G2 06129B;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;RETAINER;;13.07 KGM;engine_16V4000M90.json;1602039;1;16V4000M90;280;1602039;new
Z=G1 04313C;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;INNER STAR;;;engine_16V4000M90.json;1602040;1;16V4000M90;280;1602040;new
Z=G3 05640A;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;BEARING BUSHING;;17.400 kg;engine_16V4000M90.json;1602041;1;16V4000M90;280;1602041;new
Z=G1 04314E;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;SHAFT;;;engine_16V4000M90.json;1602042;1;16V4000M90;280;1602042;new
Z=G3 05638;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;SHIM;;;engine_16V4000M90.json;1602043;1;16V4000M90;280;1602043;new
Z=G 9080 M10X1;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;NOZZLE;M 10 X 1;0.004 KGM;engine_16V4000M90.json;1602045;1;16V4000M90;280;1602045;new
X52725200064;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;TORS. RESILIENT CPL.;;231.000 kg;engine_16V4000M90.json;1602053;1;16V4000M90;282;1602053;new
XP53208800065;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;WELDING-NECK FLANGE;;;engine_16V4000M90.json;1602085;1;16V4000M90;289;1602085;new
11011517518;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;0;;;engine_16V4000M90.json;1602109;1;16V4000M90;299;1602109;new
X00E50700033;import_new;cumple condiciones para articulo nuevo;WIRING HARNESS FOR ON-ENGINE SENSO;GRUNDUMFANG;2.68 KGM;engine_16V4000M90.json;1602137;2;16V4000M90;302;1602137, 1602155;new
000533564;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;CORRUG;;;engine_16V4000M90.json;1602213;1;16V4000M90;307;1602213;new
5275335589 X00036282;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;ELECTRONICS PROGRAMMING MONITOR SYSTE;16X37 (HXB);;engine_16V4000M90.json;1602596;1;16V4000M90;358;1602596;new
X00036282;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;PROGRAMMING CONNECTR FOR MONITOR SYSTEM;;0.008 KGM;engine_16V4000M90.json;1602597;2;16V4000M90;358, 421;1602597, 1602909;new
50003536751;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;0 D=85MM,PWM, MIT EBZ, 3000RPM;;;engine_16V4000M90.json;1602625;1;16V4000M90;370;1602625;new
009531508;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;0 LIHCH(TP)6X2X0,5 1,500;6X2X0.5QMM D;;engine_16V4000M90.json;1602683;1;16V4000M90;387;1602683;new
001531708;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;2 SSCHL. 18/6-0 SW 0,060;18/6MM, SCHWA;;engine_16V4000M90.json;1602686;1;16V4000M90;387;1602686;new
009531538;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;0 LIYY 4X0,50 1,350;4X0.50QMM D;;engine_16V4000M90.json;1602690;1;16V4000M90;388;1602690;new
000531077;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;5 SE SSCHL. 12/4-0 SW 0,060;12/4MM, SCHWA;;engine_16V4000M90.json;1602693;1;16V4000M90;388;1602693;new
20527530803;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;7 NTROL PANEL LOP /;;;engine_16V4000M90.json;1602728;1;16V4000M90;397;1602728;new
X00E50203604;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;DISPLAY;"360X270X65; DIS";1.920 kg;engine_16V4000M90.json;1602813;1;16V4000M90;404;1602813;new
0005318741;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;ADAPTER, ELECTRIC 9X2POL.;;;engine_16V4000M90.json;1602856;1;16V4000M90;409;1602856;new
20527530793;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;7 C 528. 000 g;;;engine_16V4000M90.json;1602874;1;16V4000M90;414;1602874;new
X59601100003;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;CRANKCASE;;2015.000 k EM;engine_20V4000M93.json;1700059;6;20V4000M93, 20V4000M93L;25, 421, 817, 1127, 1213, 1500;1700059, 1703804, 1707544, 1711284, 1800061, 1803633;new
000912010020;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;SCREW;M 10 X 60;0.044 KGM;engine_20V4000M93.json;1700092;4;20V4000M93;29, 425, 821, 1217;1700092, 1703838, 1707578, 1711318;new
X00029040;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;CRANKSHAFT 20V4000-03 NH;;;engine_20V4000M93.json;1700344;6;20V4000M93, 20V4000M93L;58, 454, 850, 1159, 1246, 1532;1700344, 1704088, 1707828, 1711568, 1800338, 1803912;new
XP52825100024;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;O-RING;;25.000 g;engine_20V4000M93.json;1700403;6;20V4000M93, 20V4000M93L;67, 463, 859, 1167, 1255, 1540;1700403, 1704149, 1707889, 1711629, 1800392, 1803965;new
R5280500101;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;CAMSHAFT;;1.000 g;engine_20V4000M93.json;1700487;6;20V4000M93, 20V4000M93L;84, 480, 876, 1184, 1272, 1557;1700487, 1704237, 1707977, 1711717, 1800461, 1804034;new
EX59407500022;import_new;cumple condiciones para articulo nuevo;INJECTOR;;3.500 kg;engine_20V4000M93.json;1700562;4;20V4000M93;102, 498, 894, 1290;1700562, 1704310, 1708050, 1711790;new
RX59610100194;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;EXHAUST TURBOCHARGER;;90.000 kg;engine_20V4000M93.json;1700849;4;20V4000M93;137, 533, 929, 1325;1700849, 1704595, 1708335, 1712078;new
RX59610100195;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;EXHAUST TURBOCHARGER;;96.000 kg;engine_20V4000M93.json;1700850;4;20V4000M93;137, 533, 929, 1325;1700850, 1704596, 1708336, 1712079;new
RX59610100196;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;EXHAUST TURBOCHARGER;;97.000 kg;engine_20V4000M93.json;1700851;4;20V4000M93;137, 533, 929, 1325;1700851, 1704597, 1708337, 1712080;new
RX59610100197;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;EXHAUST TURBOCHARGER;;81.000 kg;engine_20V4000M93.json;1700852;4;20V4000M93;137, 533, 929, 1325;1700852, 1704598, 1708338, 1712081;new
X52810100135;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;BEARING HOUSING ZR175;;;engine_20V4000M93.json;1700923;6;20V4000M93, 20V4000M93L;142, 538, 934, 1240, 1330, 1617;1700923, 1704669, 1708409, 1712154, 1800879, 1804485;new
X59610100057;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COMPRESSOR HOUSING A/R=1.91CM;;;engine_20V4000M93.json;1700927;4;20V4000M93;144, 540, 936, 1332;1700927, 1704673, 1708413, 1712158;new
XP59611;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COOLER CORE;;;engine_20V4000M93.json;1701141;3;20V4000M93;158, 554, 950;1701141, 1704881, 1708621;new
XP52611;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;SCREW Business Po;M 10 X 35;0.040 kg;engine_20V4000M93.json;1701147;3;20V4000M93;158, 554, 950;1701147, 1704887, 1708626;new
X59612300024;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;RETAINER F/INTAKE AIR SYSTEM;;1.510 kg;engine_20V4000M93.json;1701169;6;20V4000M93, 20V4000M93L;167, 563, 959, 1265, 1355, 1642;1701169, 1704909, 1708649, 1712398, 1801135, 1804741;new
X59612300006;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;AIR PIPING F/AIR TRANSFER VALV;;7.000 kg EM;engine_20V4000M93.json;1701265;6;20V4000M93, 20V4000M93L;175, 571, 967, 1273, 1363, 1650;1701265, 1705005, 1708745, 1712493, 1801229, 1804835;new
X52805600001;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;VALVE BLOCK;;8.800 kg;engine_20V4000M93.json;1701355;6;20V4000M93, 20V4000M93L;189, 585, 981, 1286, 1377, 1663;1701355, 1705095, 1708835, 1712582, 1801321, 1804927;new
X52814500020;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;EXHAUST ELBOW;;22.000 kg EM;engine_20V4000M93.json;1701538;6;20V4000M93, 20V4000M93L;201, 597, 993, 1301, 1389, 1678;1701538, 1705278, 1709018, 1712763, 1801562, 1805168;new
Z=2784402 VANE;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;VANE;;;engine_20V4000M93.json;1701807;6;20V4000M93, 20V4000M93L;237, 633, 1029, 1348, 1425, 1728;1701807, 1705546, 1709286, 1713032, 1801960, 1805619;new
Z=2705519 GEAR;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;GEAR;;496.000 g;engine_20V4000M93.json;1701808;6;20V4000M93, 20V4000M93L;237, 633, 1029, 1348, 1425, 1728;1701808, 1705547, 1709287, 1713033, 1801961, 1805620;new
Z=5300723 BUSHING;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;BUSHING;;274.000 g;engine_20V4000M93.json;1701809;6;20V4000M93, 20V4000M93L;237, 633, 1029, 1348, 1425, 1728;1701809, 1705548, 1709288, 1713034, 1801962, 1805621;new
Z=5060722 BUSHING;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;BUSHING;;93.200 g;engine_20V4000M93.json;1701810;6;20V4000M93, 20V4000M93L;237, 633, 1029, 1348, 1425, 1728;1701810, 1705549, 1709289, 1713035, 1801963, 1805622;new
Z=2310058 PRESSURE SPR;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;PRESSURE SPRING;;;engine_20V4000M93.json;1701812;6;20V4000M93, 20V4000M93L;237, 633, 1029, 1348, 1425, 1728;1701812, 1705551, 1709291, 1713037, 1801965, 1805624;new
Z=2301130 GROOVED PIN;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;GROOVED PIN;;8 X 20 DIN1474;engine_20V4000M93.json;1701815;6;20V4000M93, 20V4000M93L;237, 633, 1029, 1348, 1425, 1728;1701815, 1705554, 1709294, 1713040, 1801968, 1805627;new
Z=6402865 COVER;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COVER;;;engine_20V4000M93.json;1701819;6;20V4000M93, 20V4000M93L;237, 633, 1029, 1348, 1425, 1728;1701819, 1705558, 1709298, 1713044, 1801972, 1805631;new
Z=2300010 SPRING PIN;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;SPRING PIN;;4,0 X 20;engine_20V4000M93.json;1701842;6;20V4000M93, 20V4000M93L;237, 633, 1029, 1348, 1425, 1728;1701842, 1705582, 1709321, 1713067, 1801998, 1805657;new
18502050225;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;0;;;engine_20V4000M93.json;1701969;4;20V4000M93;250, 646, 1042, 1438;1701969, 1705709, 1709449, 1713194;new
55501800210;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;0;;;engine_20V4000M93.json;1701971;4;20V4000M93;250, 646, 1042, 1438;1701971, 1705711, 1709451, 1713196;new
76002950270;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;0;;;engine_20V4000M93.json;1701974;4;20V4000M93;250, 646, 1042, 1438;1701974, 1705714, 1709454, 1713199;new
X59699100012;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;RETAINER;;199.000 g;engine_20V4000M93.json;1702121;6;20V4000M93, 20V4000M93L;253, 649, 1045, 1333, 1441, 1713;1702121, 1705861, 1709601, 1713344, 1801825, 1805484;new
5802000074;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;EXPANSION TANK;;12.400 kg SB;engine_20V4000M93.json;1702916;6;20V4000M93, 20V4000M93L;318, 714, 1110, 1427, 1506, 1807;1702916, 1706656, 1710396, 1714139, 1802981, 1806639;new
700425000057;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;PLATE;;5.300 g 42 MMN425;engine_20V4000M93.json;1702927;6;20V4000M93, 20V4000M93L;318, 714, 1110, 1427, 1506, 1807;1702927, 1706667, 1710407, 1714150, 1802992, 1806650;new
X00023675;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;BUSH HOUSING FOR CRIMP CONTACT;7P/DIN 72585 BU/ CODE 1;0.012 KGM;engine_20V4000M93.json;1703138;4;20V4000M93;346, 742, 1138, 1534;1703138, 1706878, 1710618, 1714360;new
016531468;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;3 CORRUGATED;;;engine_20V4000M93.json;1703218;4;20V4000M93;353, 749, 1145, 1541;1703218, 1706958, 1710698, 1714440;new
016531388;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;3 CT ACT FOR BUSH;;;engine_20V4000M93.json;1703231;4;20V4000M93;353, 749, 1145, 1541;1703231, 1706971, 1710711, 1714453;new
30033039040;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;0;;;engine_20V4000M93.json;1703238;4;20V4000M93;355, 751, 1147, 1543;1703238, 1706978, 1710718, 1714460;new
X00E50200311;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;CONNECTOR HOUSING FOR CRIMP CONTACT;7POL/PIN 1.5MM/CODE 1/ DIN72585;0.014 KGM;engine_20V4000M93.json;1703260;4;20V4000M93;356, 752, 1148, 1544;1703260, 1707000, 1710740, 1714481;new
22502300235;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;0;;;engine_20V4000M93.json;1703610;4;20V4000M93;390, 786, 1182, 1578;1703610, 1707350, 1711090, 1714830;new
000533504;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;PIPE RETAINING BRACKET;;1.800 g PIPE STAPELBAR NW10-HALTER;engine_20V4000M93.json;1714894;4;20V4000M93;394, 790, 1186, 1582;1703673, 1707413, 1711153, 1714894;new
000533494;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;PIPE;;2.900 g PIPE STAPELBAR NW17-HALTER;engine_20V4000M93.json;1714895;4;20V4000M93;394, 790, 1186, 1582;1703674, 1707414, 1711154, 1714895;new
X00034723/S0009;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;SOFTWARE FOR GOVERNOR;ADEC SPS-MOTOR AB ED;;engine_20V4000M93.json;1703718;4;20V4000M93;400, 796, 1192, 1588;1703718, 1707458, 1711198, 1714937;new
X00E50200926/S0007;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;SOFTWARE FOR GOVERNOR;SW_SPS_ADEC_ALLAPPS;;engine_20V4000M93.json;1703719;4;20V4000M93;400, 796, 1192, 1588;1703719, 1707459, 1711199, 1714938;new
X59601800044;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;OIL LINE;;140.000 g;engine_20V4000M93L.json;1800262;2;20V4000M93L;1143, 1516;1800262, 1803835;new
X52803500003;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;IDLER GEAR F.SEC.PTO, FREE END;;;engine_20V4000M93L.json;1800332;2;20V4000M93L;1154, 1527;1800332, 1803906;new
X52404100032;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;CYLINDER HEAD W/VALVE GUIDES;;50.223 kg EM;engine_20V4000M93L.json;1800445;2;20V4000M93L;1179, 1552;1800445, 1804018;new
70401606013;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;FLANGE;;;engine_20V4000M93L.json;1800567;2;20V4000M93L;1206, 1579;1800567, 1804138;new
1101508014;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;PLUG;;;engine_20V4000M93L.json;1800572;2;20V4000M93L;1206, 1579;1800572, 1804143;new
X59308300015;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;CONTROL DISC;;;engine_20V4000M93L.json;1800710;2;20V4000M93L;1224, 1601;1800710, 1804316;new
X59608700005;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;LEAK-OFF FUEL TANK;;;engine_20V4000M93L.json;1800794;2;20V4000M93L;1233, 1610;1800794, 1804400;new
X52810100006;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;SHAFT;;;engine_20V4000M93L.json;1800819;2;20V4000M93L;1236, 1613;1800819, 1804425;new
X59610100118;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COMPRESSOR HOUSING A/R=1.91CM;;;engine_20V4000M93L.json;1800845;8;20V4000M93L;1238, 1245, 1248, 1251, 1615, 1622, 1625, 1628;1800845, 1800915, 1800976, 1801038, 1804451, 1804521, 1804582, 1804644;new
X59610100008;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COOLANT LINE LEFT ZR175;;;engine_20V4000M93L.json;1800868;2;20V4000M93L;1238, 1615;1800868, 1804474;new
X59610100046;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;THRUST BEARING;;;engine_20V4000M93L.json;1800882;2;20V4000M93L;1241, 1618;1800882, 1804488;new
X59610100117;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COMPRESSOR HOUSING A/R=1.91CM;;;engine_20V4000M93L.json;1800883;2;20V4000M93L;1242, 1619;1800883, 1804489;new
X59610100007;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COOLANT LINE RIGHT ZR175;;;engine_20V4000M93L.json;1800945;2;20V4000M93L;1246, 1623;1800945, 1804551;new
X59610100006;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COOLANT LINE LEFT ZR175;;;engine_20V4000M93L.json;1801006;2;20V4000M93L;1249, 1626;1801006, 1804612;new
XP52811400009;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COOLER CORE;;;engine_20V4000M93L.json;1801102;2;20V4000M93L;1257, 1634;1801102, 1804708;new
XP52811400010;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;COOLER HOUSING;;;engine_20V4000M93L.json;1801104;2;20V4000M93L;1257, 1634;1801104, 1804710;new
XP52811400013;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;INTERCOOLER;;EM;engine_20V4000M93L.json;1801110;2;20V4000M93L;1258, 1635;1801110, 1804716;new
XP52811400014;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;UNION;;;engine_20V4000M93L.json;1801111;2;20V4000M93L;1258, 1635;1801111, 1804717;new
X59612300021;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;INTAKE HOUSING VERTIKAL;;6.200 kg EM;engine_20V4000M93L.json;1801208;2;20V4000M93L;1272, 1649;1801208, 1804814;new
X52820300013;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;FLANGE;;293.000 g;engine_20V4000M93L.json;1801273;2;20V4000M93L;1282, 1659;1801273, 1804879;new
X52620300002;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;THREADED SLEEVE;;322.000 g;engine_20V4000M93L.json;1801276;2;20V4000M93L;1282, 1659;1801276, 1804882;new
X52820300014;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;PLUG-IN PIPE;;1.040 kg;engine_20V4000M93L.json;1801280;2;20V4000M93L;1282, 1659;1801280, 1804886;new
X52812500011;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;DUAL-PURPOSE PLATE;;6.180 kg;engine_20V4000M93L.json;1801290;2;20V4000M93L;1282, 1659;1801290, 1804896;new
X52812500012;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;GUIDE TUBE;;5.260 kg;engine_20V4000M93L.json;1801297;2;20V4000M93L;1282, 1659;1801297, 1804903;new
X00043362;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;TWIN ELBOW RIGHT SIDE;;;engine_20V4000M93L.json;1801309;2;20V4000M93L;1282, 1659;1801309, 1804915;new
X59614300004;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;CARRIER HOUSING;;;engine_20V4000M93L.json;1801559;2;20V4000M93L;1299, 1676;1801559, 1805165;new
XP52814500028;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;CLOSURE;;;engine_20V4000M93L.json;1801573;2;20V4000M93L;1304, 1681;1801573, 1805179;new
XP52814500029;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;HOOK;;;engine_20V4000M93L.json;1801581;2;20V4000M93L;1304, 1681;1801581, 1805187;new
