sku;import_decision;import_reason;designation_final;measure_final;weight_final;source_engine_file;source_id;total_occurrences_global;engine_models_all;source_pages_all;source_ids_all;compacted_type
000912008115;import_new;cumple condiciones para articulo nuevo;BOLT HEX SOC HD;M 8 X 16;0.011 KGM;engine_12V4000M40A.json;1100646;22;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;12, 13, 15, 17, 22, 23, 24, 26, 363, 377, 380, 419, 500, 519, 734, 815, 845, 1089, 1125, 1188, 1211, 1498;1100646, 1200006, 1203157, 1300019, 1302941, 1400030, 1403202, 1406371, 1409549, 1500023, 1503223, 1505686, 1508179, 1600019, 1700023, 1703768, 1707508, 1711248, 1800026, 1803598, 1900016, 1902456;new
000931010237;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 10 X 90;0.061 KGM;engine_12V4000M40A.json;1100672;6;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12, 13, 17, 24, 363, 519;1100672, 1300010, 1302932, 1600010, 1900007, 1902447;new
000933010089;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 10 X 20;0.021 KGM;engine_12V4000M40A.json;1100725;9;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12, 13, 17, 24, 228, 247, 363, 519, 748;1100725, 1300005, 1301599, 1302927, 1304511, 1600005, 1601709, 1900002, 1902442;new
000933010093;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 10 X 35;0.027 KGM;engine_12V4000M40A.json;1100728;58;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;13, 24, 28, 29, 34, 36, 37, 41, 43, 49, 168, 172, 187, 192, 197, 200, 213, 214, 239, 247, 249, 250, 260, 261, 269, 279, 363, 380, 388, 531, 535, 543, 551, 597, 603, 616, 665, 671, 694, 699, 740, 747, 760, 958, 1061, 1092, 1312, 1372, 1428, 1457, 1752;1100728, 1100729, 1100730, 1100731, 1100732, 1100733, 1300132, 1300196, 1300979, 1301162, 1301205, 1301550, 1301672, 1303054, 1303118, 1303890, 1304075, 1304118, 1304463, 1304584, 1401921, 1405090, 1408268, 1411449, 1501930, 1505137, 1507600, 1510089, 1600144, 1600215, 1601182, 1601285, 1601332, 1601499, 1601838, 1601860, 1702251, 1705991, 1709731, 1713475, 1802253, 1805912, 1900006, 1900137, 1900205, 1901281, 1901453, 1901926, 1902026, 1902048, 1902446, 1902577, 1902645, 1903723, 1903840, 1904313, 1904413, 1904435;new
700429018005;import_new;cumple condiciones para articulo nuevo;O-RING;A 18 X 4;0.002 KGM;engine_12V4000M40A.json;1102046;39;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;12, 13, 17, 22, 23, 24, 26, 142, 146, 149, 151, 154, 162, 170, 363, 377, 380, 419, 493, 506, 516, 519, 566, 635, 646, 734, 815, 870, 962, 980, 1089, 1125, 1211, 1225, 1267, 1321, 1358, 1498, 1644;1102046, 1200015, 1201084, 1203166, 1204223, 1300012, 1300819, 1302934, 1303730, 1400039, 1401080, 1403211, 1404249, 1406380, 1407418, 1409558, 1410596, 1500886, 1504093, 1506556, 1509040, 1600012, 1600968, 1700033, 1701212, 1703777, 1704952, 1707517, 1708692, 1711257, 1712441, 1800035, 1801175, 1803608, 1804781, 1900009, 1900963, 1902449, 1903405;new
700429042000;import_new;cumple condiciones para articulo nuevo;O-RING;A 42 X 5;0.005 KGM;engine_12V4000M40A.json;1102073;71;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;12, 13, 17, 22, 23, 24, 26, 28, 29, 34, 41, 108, 117, 119, 190, 195, 198, 212, 242, 251, 261, 267, 269, 285, 300, 363, 377, 380, 419, 472, 473, 515, 519, 535, 549, 593, 606, 616, 639, 696, 697, 734, 752, 753, 815, 827, 911, 938, 994, 1089, 1092, 1098, 1121, 1125, 1182, 1211, 1219, 1281, 1307, 1348, 1409, 1434, 1456, 1488, 1498, 1592, 1789;1102073, 1102074, 1102075, 1102076, 1200019, 1200799, 1202170, 1203170, 1203939, 1205309, 1300006, 1300136, 1301194, 1301629, 1302928, 1303058, 1304107, 1304541, 1400043, 1400684, 1402347, 1403215, 1403853, 1405516, 1406384, 1407022, 1408694, 1409562, 1410200, 1411893, 1500540, 1501957, 1503746, 1505164, 1506209, 1507627, 1507728, 1508697, 1510116, 1510217, 1600006, 1600148, 1601320, 1601326, 1601810, 1700037, 1700682, 1702760, 1703781, 1704428, 1706500, 1707521, 1708168, 1710240, 1711261, 1711908, 1713983, 1800039, 1800657, 1802819, 1803612, 1804229, 1806478, 1900003, 1900142, 1901447, 1901986, 1902443, 1902582, 1903834, 1904373;new
700429055001;import_new;cumple condiciones para articulo nuevo;O-RING;A 55 X 5;0.008 KGM;engine_12V4000M40A.json;1102079;66;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;12, 13, 17, 22, 23, 24, 26, 190, 192, 194, 195, 197, 198, 200, 205, 210, 212, 214, 242, 245, 251, 261, 267, 269, 285, 300, 363, 377, 380, 419, 519, 549, 551, 564, 606, 616, 639, 641, 691, 696, 697, 699, 734, 752, 753, 815, 919, 994, 1036, 1037, 1089, 1092, 1098, 1125, 1211, 1274, 1348, 1374, 1409, 1433, 1434, 1488, 1498, 1789;1102079, 1102080, 1102081, 1102082, 1200024, 1201389, 1202169, 1203175, 1204528, 1205308, 1300013, 1301196, 1301203, 1301630, 1302935, 1304109, 1304116, 1304542, 1400048, 1401552, 1402346, 1403220, 1404721, 1405515, 1406389, 1407899, 1408693, 1409567, 1411077, 1411892, 1501337, 1501956, 1504544, 1505163, 1507007, 1507626, 1509493, 1510115, 1600013, 1601322, 1601330, 1601811, 1700042, 1701939, 1702759, 1703787, 1705679, 1706499, 1707526, 1709419, 1710239, 1711266, 1713164, 1713982, 1800044, 1802818, 1803617, 1806477, 1900010, 1901443, 1901451, 1901987, 1902450, 1903830, 1903838, 1904374;new
735084050000;import_new;cumple condiciones para articulo nuevo;PLUG;50;0.103 KGM;engine_12V4000M40A.json;1102224;18;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M90, 20V4000M93, 20V4000M93L;12, 13, 17, 22, 23, 24, 26, 363, 377, 380, 419, 519, 734, 815, 1089, 1125, 1211, 1498;1102224, 1200018, 1203169, 1300004, 1302926, 1400042, 1403214, 1406383, 1409561, 1600004, 1700036, 1703780, 1707520, 1711260, 1800038, 1803611, 1900001, 1902441;new
000912018008;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;BOLT HEX SOC HD;M 18 X180;0.395 KGM;engine_12V4000M40A.json;1100655;6;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;13, 14, 18, 25, 364, 520;1100655, 1300027, 1302949, 1600026, 1900024, 1902464;new
5260111501;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;CRANKCASE;;;engine_12V4000M40A.json;1101334;3;12V4000M40A, 12V4000M70;14, 25, 364;1101334, 1900027, 1902467;new
700521018201;import_new;cumple condiciones para articulo nuevo;WASHER;18,2;0.015 KGM;engine_12V4000M40A.json;1102161;6;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;13, 14, 18, 25, 364, 520;1102161, 1300028, 1302950, 1600027, 1900025, 1902465;new
000933010035;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 10 X 25;0.024 KGM;engine_12V4000M40A.json;1100714;65;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M90, 20V4000M93, 20V4000M93L;14, 15, 16, 17, 18, 19, 20, 21, 27, 28, 31, 32, 35, 36, 42, 48, 95, 104, 119, 121, 152, 154, 157, 159, 162, 168, 178, 183, 187, 192, 218, 317, 318, 331, 348, 366, 368, 386, 387, 428, 460, 517, 521, 522, 523, 524, 542, 602, 654, 658, 663, 694, 817, 824, 1133, 1150, 1220, 1506, 1523;1100714, 1100715, 1100716, 1100717, 1100718, 1100719, 1100720, 1100721, 1100722, 1100723, 1200093, 1203236, 1300037, 1300041, 1300048, 1300056, 1300178, 1300515, 1300900, 1300944, 1301168, 1302133, 1302959, 1302963, 1302970, 1302978, 1303100, 1303438, 1303811, 1303855, 1304081, 1304904, 1600036, 1600040, 1600048, 1600197, 1600605, 1601076, 1601129, 1601291, 1601302, 1602261, 1602285, 1700111, 1703857, 1707597, 1711337, 1800093, 1800285, 1803665, 1803859, 1900037, 1900044, 1900187, 1900694, 1901165, 1901223, 1902227, 1902477, 1902485, 1902627, 1903136, 1903607, 1903665, 1904614;new
000125008427;import_new;cumple condiciones para articulo nuevo;WASHER;8;0.001 KGM;engine_12V4000M40A.json;1100488;576;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;16, 19, 20, 22, 23, 25, 26, 30, 31, 32, 33, 37, 40, 41, 42, 43, 44, 48, 50, 53, 60, 61, 63, 66, 108, 118, 121, 122, 131, 132, 135, 138, 139, 141, 142, 143, 145, 146, 149, 151, 152, 153, 154, 161, 162, 164, 169, 170, 181, 189, 190, 207, 213, 214, 219, 223, 224, 227, 229, 230, 233, 235, 236, 239, 241, 247, 249, 252, 256, 258, 260, 261, 266, 269, 280, 283, 285, 286, 287, 288, 294, 304, 305, 306, 310, 318, 319, 320, 330, 331, 332, 337, 338, 339, 342, 343, 349, 355, 363, 367, 368, 369, 370, 376, 386, 387, 391, 392, 395, 396, 397, 398, 399, 416, 420, 428, 436, 437, 459, 460, 463, 477, 478, 486, 490, 492, 493, 500, 506, 507, 516, 517, 519, 526, 527, 532, 535, 538, 551, 566, 573, 576, 578, 581, 585, 586, 590, 595, 597, 603, 604, 635, 637, 640, 643, 645, 646, 648, 653, 654, 655, 665, 667, 668, 669, 673, 674, 676, 681, 682, 683, 684, 685, 686, 701, 702, 706, 709, 710, 712, 714, 715, 716, 721, 738, 739, 741, 742, 751, 752, 761, 763, 764, 765, 774, 787, 788, 799, 805, 818, 824, 825, 832, 833, 840, 852, 855, 862, 870, 883, 889, 923, 936, 948, 950, 958, 962, 980, 981, 982, 999, 1000, 1003, 1028, 1029, 1033, 1039, 1040, 1041, 1050, 1055, 1060, 1061, 1064, 1072, 1077, 1078, 1079, 1080, 1087, 1096, 1102, 1106, 1107, 1110, 1123, 1129, 1133, 1134, 1135, 1142, 1143, 1148, 1159, 1160, 1161, 1163, 1168, 1183, 1184, 1195, 1205, 1220, 1225, 1226, 1228, 1229, 1231, 1244, 1251, 1267, 1286, 1287, 1290, 1291, 1295, 1304, 1312, 1319, 1321, 1340, 1352, 1357, 1358, 1363, 1372, 1377, 1378, 1382, 1383, 1388, 1392, 1393, 1394, 1395, 1396, 1397, 1418, 1419, 1423, 1427, 1429, 1446, 1457, 1458, 1459, 1460, 1468, 1473, 1474, 1475, 1476, 1477, 1483, 1496, 1498, 1503, 1506, 1515, 1516, 1530, 1531, 1536, 1555, 1556, 1557, 1579, 1580, 1608, 1644, 1663, 1664, 1672, 1732, 1743, 1752, 1768, 1774, 1775, 1776, 1777, 1799, 1807, 1842, 1843, 1844;1100488, 1100489, 1100490, 1100491, 1100492, 1100493, 1100494, 1100495, 1100496, 1100497, 1100498, 1100499, 1100500, 1200101, 1200184, 1200194, 1200198, 1200200, 1200240, 1200251, 1200273, 1200373, 1200658, 1200814, 1200826, 1200829, 1201077, 1201111, 1201114, 1201217, 1201220, 1201725, 1201729, 1201825, 1202093, 1202340, 1202443, 1202455, 1202462, 1202490, 1202494, 1202526, 1202537, 1202548, 1202554, 1202558, 1202865, 1202868, 1202903, 1203064, 1203244, 1203326, 1203336, 1203340, 1203342, 1203383, 1203394, 1203417, 1203514, 1203798, 1203953, 1203965, 1203968, 1204216, 1204250, 1204253, 1204356, 1204359, 1204864, 1204868, 1204964, 1205232, 1205481, 1205603, 1205615, 1205622, 1205650, 1205654, 1205686, 1205697, 1205708, 1205714, 1205718, 1206020, 1206028, 1206063, 1206224, 1300069, 1300111, 1300267, 1300785, 1300789, 1300808, 1300853, 1301316, 1301377, 1301684, 1302199, 1302991, 1303033, 1303189, 1303696, 1303700, 1303719, 1303764, 1304229, 1304290, 1304596, 1304970, 1400107, 1400194, 1400197, 1400229, 1400241, 1400397, 1400818, 1401063, 1401077, 1401275, 1401278, 1401716, 1401863, 1401867, 1401919, 1402476, 1402634, 1402637, 1402651, 1402836, 1402850, 1402854, 1402881, 1402902, 1402921, 1402933, 1402936, 1403109, 1403119, 1403124, 1403279, 1403364, 1403367, 1403398, 1403410, 1403563, 1403987, 1404232, 1404246, 1404444, 1404447, 1404885, 1405032, 1405036, 1405088, 1405645, 1405803, 1405806, 1405820, 1406005, 1406019, 1406023, 1406050, 1406071, 1406090, 1406102, 1406105, 1406278, 1406288, 1406293, 1406448, 1406533, 1406536, 1406567, 1406579, 1406732, 1407156, 1407401, 1407415, 1407613, 1407616, 1408063, 1408210, 1408214, 1408266, 1408823, 1408981, 1408984, 1408998, 1409183, 1409197, 1409201, 1409228, 1409249, 1409268, 1409280, 1409283, 1409456, 1409466, 1409471, 1409626, 1409711, 1409714, 1409745, 1409757, 1409910, 1410334, 1410579, 1410593, 1410791, 1410794, 1411241, 1411390, 1411394, 1411447, 1412024, 1412185, 1412188, 1412203, 1412386, 1412400, 1412404, 1412431, 1412452, 1412471, 1412483, 1412486, 1412659, 1412669, 1412674, 1500071, 1500139, 1500296, 1500638, 1500870, 1501043, 1501519, 1501568, 1501894, 1502310, 1502363, 1502576, 1503277, 1503345, 1503502, 1503844, 1504077, 1504250, 1504726, 1504775, 1505101, 1505347, 1505400, 1505613, 1505740, 1505808, 1505965, 1506307, 1506540, 1506713, 1507189, 1507238, 1507564, 1507840, 1507893, 1508106, 1508227, 1508295, 1508452, 1508795, 1509024, 1509197, 1509677, 1509726, 1510053, 1510329, 1510383, 1510595, 1600064, 1600120, 1600298, 1600878, 1600888, 1600898, 1600909, 1600913, 1600933, 1600938, 1600957, 1600965, 1601008, 1601497, 1601752, 1601876, 1601962, 1602359, 1602367, 1700115, 1700200, 1700211, 1700239, 1700383, 1700803, 1701195, 1701209, 1701356, 1701389, 1701396, 1701431, 1701611, 1701614, 1701900, 1702154, 1702171, 1702175, 1702249, 1702399, 1702470, 1702501, 1702504, 1702572, 1702592, 1702644, 1702893, 1702936, 1703048, 1703051, 1703083, 1703341, 1703355, 1703359, 1703392, 1703420, 1703423, 1703437, 1703440, 1703446, 1703612, 1703633, 1703645, 1703861, 1703944, 1703955, 1703983, 1704128, 1704549, 1704935, 1704949, 1705096, 1705129, 1705136, 1705171, 1705351, 1705354, 1705640, 1705894, 1705911, 1705915, 1705989, 1706139, 1706210, 1706241, 1706244, 1706312, 1706332, 1706384, 1706633, 1706676, 1706788, 1706791, 1706823, 1707081, 1707095, 1707099, 1707132, 1707160, 1707163, 1707177, 1707180, 1707186, 1707352, 1707373, 1707385, 1707601, 1707684, 1707695, 1707723, 1707868, 1708289, 1708675, 1708689, 1708836, 1708869, 1708876, 1708911, 1709091, 1709094, 1709380, 1709634, 1709651, 1709655, 1709729, 1709879, 1709950, 1709981, 1709984, 1710052, 1710072, 1710124, 1710373, 1710416, 1710528, 1710531, 1710563, 1710821, 1710835, 1710839, 1710872, 1710900, 1710903, 1710917, 1710920, 1710926, 1711092, 1711113, 1711125, 1711341, 1711424, 1711435, 1711463, 1711608, 1712032, 1712424, 1712438, 1712583, 1712616, 1712623, 1712658, 1712838, 1712841, 1713125, 1713376, 1713394, 1713398, 1713473, 1713623, 1713694, 1713725, 1713728, 1713796, 1713816, 1713868, 1714114, 1714159, 1714276, 1714279, 1714306, 1714561, 1714575, 1714579, 1714612, 1714640, 1714643, 1714657, 1714660, 1714666, 1714832, 1714853, 1714864, 1800006, 1800013, 1800019, 1800097, 1800197, 1800208, 1800236, 1800374, 1800777, 1801158, 1801172, 1801322, 1801355, 1801362, 1801397, 1801500, 1801503, 1802058, 1802145, 1802161, 1802165, 1802251, 1802452, 1802522, 1802553, 1802557, 1802624, 1802644, 1802696, 1802955, 1803001, 1803178, 1803220, 1803234, 1803261, 1803278, 1803578, 1803585, 1803591, 1803669, 1803768, 1803780, 1803808, 1803947, 1804383, 1804764, 1804778, 1804928, 1804961, 1804968, 1805003, 1805106, 1805109, 1805717, 1805803, 1805820, 1805824, 1805910, 1806111, 1806181, 1806212, 1806216, 1806283, 1806303, 1806355, 1806614, 1806659, 1806860, 1806902, 1806916, 1806943, 1806960, 1900062, 1900113, 1900279, 1900709, 1900872, 1900877, 1900883, 1900893, 1900897, 1900930, 1900934, 1900953, 1900961, 1901006, 1901621, 1901625, 1901646, 1901924, 1902502, 1902553, 1902719, 1903151, 1903314, 1903319, 1903325, 1903335, 1903339, 1903372, 1903376, 1903395, 1903403, 1903448, 1904008, 1904012, 1904033, 1904311;new
000931008075;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;HEX SCREW;M 8 X 45;0.021 KGM;engine_12V4000M40A.json;1100658;1;12V4000M40A;16;1100658;new
700429095004;import_new;cumple condiciones para articulo nuevo | PN y designation_final validos, sin conflictos criticos;O-RING;A 95 X 5;0.014 KGM;engine_12V4000M40A.json;1102105;45;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;12, 15, 16, 21, 23, 26, 27, 143, 149, 153, 161, 366, 377, 381, 417, 497, 500, 522, 653, 731, 813, 842, 1086, 1123, 1185, 1209, 1496;1102105, 1102106, 1200055, 1200061, 1203206, 1203212, 1300043, 1300851, 1302965, 1303762, 1400011, 1400017, 1403182, 1403188, 1406351, 1406357, 1409529, 1409535, 1500012, 1503212, 1505675, 1508168, 1601006, 1700010, 1700015, 1700021, 1703755, 1703760, 1703766, 1707495, 1707500, 1707506, 1711235, 1711240, 1711246, 1800011, 1800017, 1800024, 1803583, 1803589, 1803596, 1900039, 1901004, 1902479, 1903446;new
700429012002;import_new;cumple condiciones para articulo nuevo;O-RING;A 12 X 5;0.001 KGM;engine_12V4000M40A.json;1102041;21;12V4000M40A, 12V4000M53, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;17, 18, 21, 26, 27, 29, 290, 383, 422, 503, 524, 737, 818, 848, 1092, 1128, 1191, 1214, 1501;1102041, 1102042, 1200071, 1203217, 1300054, 1302976, 1400075, 1403247, 1406416, 1409594, 1500045, 1503244, 1505707, 1508201, 1600046, 1700070, 1703815, 1707555, 1711295, 1800070, 1803642;new
000908012003;import_new;cumple condiciones para articulo nuevo;THREAD PLUG;M 12 X 1,5;0.012 KGM;engine_12V4000M40A.json;1100600;92;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;17, 19, 20, 22, 23, 25, 28, 31, 32, 33, 96, 105, 115, 120, 121, 135, 136, 170, 172, 173, 176, 185, 187, 195, 197, 289, 370, 382, 386, 387, 421, 428, 454, 490, 502, 507, 525, 526, 527, 531, 539, 541, 591, 593, 603, 605, 659, 662, 685, 736, 741, 817, 824, 844, 847, 852, 893, 895, 927, 950, 987, 989, 1004, 1007, 1081, 1091, 1096, 1127, 1133, 1190, 1195, 1199, 1213, 1220, 1248, 1250, 1293, 1297, 1299, 1323, 1344, 1347, 1383, 1385, 1398, 1477, 1500, 1506, 1674, 1676, 1778;1100600, 1100601, 1200110, 1201245, 1201284, 1203253, 1204384, 1204423, 1300058, 1300577, 1302980, 1303500, 1400058, 1400096, 1400851, 1401298, 1401343, 1403230, 1403268, 1404020, 1404467, 1404512, 1406399, 1406437, 1407189, 1407636, 1407681, 1409577, 1409615, 1410367, 1410814, 1410859, 1500030, 1500060, 1500649, 1501067, 1501105, 1503230, 1503266, 1503855, 1504274, 1504312, 1505693, 1505729, 1506318, 1506737, 1506775, 1508186, 1508216, 1508806, 1509220, 1509261, 1600052, 1600694, 1700053, 1700107, 1700834, 1701478, 1701524, 1702706, 1703798, 1703853, 1704580, 1705218, 1705264, 1706446, 1707538, 1707593, 1708320, 1708958, 1709004, 1710186, 1711278, 1711333, 1712063, 1712704, 1712749, 1713930, 1800055, 1800108, 1801514, 1801558, 1802758, 1803627, 1803680, 1805120, 1805164, 1806417, 1900050, 1900634, 1902490, 1903076;new
000931010105;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 10 X 60;0.044 KGM;engine_12V4000M40A.json;1100666;33;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;19, 20, 22, 23, 31, 33, 36, 37, 39, 370, 387, 391, 393, 433, 507, 526, 741, 747, 829, 852, 1096, 1102, 1139, 1195, 1225, 1512;1100666, 1200150, 1203292, 1300074, 1302996, 1400112, 1400117, 1400159, 1403284, 1403289, 1403330, 1406453, 1406458, 1406499, 1409631, 1409636, 1409677, 1500076, 1503282, 1505745, 1508232, 1600069, 1600073, 1700159, 1703904, 1707644, 1711384, 1800157, 1803728, 1900068, 1900072, 1902508, 1902512;new
000931012176;import_new;cumple condiciones para articulo nuevo;HEX SCREW;M 12 X150;0.14 KGM;engine_12V4000M40A.json;1100687;28;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;19, 20, 22, 23, 31, 32, 33, 211, 238, 246, 259, 370, 386, 387, 428, 507, 526, 596, 739, 741, 824, 852, 1096, 1133, 1195, 1220, 1506;1100687, 1100688, 1200108, 1203251, 1300060, 1301530, 1302982, 1304443, 1400098, 1403270, 1406439, 1409617, 1500062, 1503268, 1505731, 1508218, 1600054, 1601462, 1700105, 1703851, 1707591, 1711331, 1800106, 1803678, 1900052, 1901893, 1902492, 1904280;new
