Id;fecha_version;POS;designation;engine;model_type;type;pn;nsn;GESA_NORM;GESA_NORMALIZADO;fg_code;fg_description;fg_code_description;weight;weight_txt;measurement;TIPOARTICULO;PAG;BOM_no;esquema_general;exp_motor;exp_categorias;atributo;SUST_TIPO;new_pn_relacionado;old_pn_relacionados;EN_EXCEL_SUSTITUCION;ruta_foto;exp_imagenes
RB-12V4000M53-001349;;30;PUMP UNIT;12V4000M53, 16V4000M73, 20V4000M93;;;X59418100009/87;4320124163302;;;181;;181;28.47 KGM;28.47 KGM;;;187, 214, 231, 542, 568, 627, 923, 1023, 1278, 1419;XS594180.00109;12V4000M53-0187-01.webp, 12V4000M53-0542-01.webp, 16V4000M73-0214-01.webp, 16V4000M73-0568-01.webp, 16V4000M73-0923-01.webp, 16V4000M73-1278-01.webp, 20V4000M93-0231-01.webp, 20V4000M93-0627-01.webp, 20V4000M93-1023-01.webp, 20V4000M93-1419-01.webp;12V4000M53, 16V4000M73, 20V4000M93;;;New;X59418100009/87;X59418100003/87;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0187-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0542-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0214-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0568-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0923-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1278-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0231-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0627-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-1023-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-1419-01-30.webp
RB-12V4000M70-001397;;30;PUMP UNIT;12V4000M70;;;X59418100011/87;4320124006995;;;181;;181;28.66 KGM;28.66 KGM;;;206, 543;XS594180.00111;12V4000M70-0206-01.webp, 12V4000M70-0543-01.webp;12V4000M70;;;New;X59418100011/87;X59418100005/87;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0206-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0543-01-30.webp
RB-16V4000M73-001529;;50;GUIDE HOUSING;16V4000M73, 16V4000M73L, 20V4000M93;16VM73, 16VM73L, 20VM93;;X59418300008;;;;;;;62.000 kg;62.000 kg;;;205, 210, 245, 564, 641, 691, 919, 1036, 1037, 1274, 1374, 1433;X59418300009;16V4000M73-0210-01.webp, 16V4000M73-0564-01.webp, 16V4000M73-0919-01.webp, 16V4000M73-1274-01.webp, 16V4000M73L-0205-01.webp, 16V4000M73L-0691-01.webp, 16V4000M73L-1036-01.webp, 16V4000M73L-1374-01.webp, 20V4000M93-0245-01.webp, 20V4000M93-0641-01.webp, 20V4000M93-1037-01.webp, 20V4000M93-1433-01.webp;16V4000M73, 16V4000M73L, 20V4000M93;;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0210-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0564-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0919-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1274-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0205-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0691-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1036-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1374-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0245-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0641-01-50.webp
RB-16V4000M73-001523;;70;GUIDE HOUSING;16V4000M73, 16V4000M73L, 20V4000M93;16VM73, 16VM73L, 20VM93;;X59418300009;2930123877299;;;180;;180;63.5 KGM;63.5 KGM;;;204, 209, 244, 563, 640, 690, 918, 1035, 1036, 1273, 1373, 1432;XS595180.00021;16V4000M73-0209-01.webp, 16V4000M73-0563-01.webp, 16V4000M73-0918-01.webp, 16V4000M73-1273-01.webp, 16V4000M73L-0204-01.webp, 16V4000M73L-0690-01.webp, 16V4000M73L-1035-01.webp, 16V4000M73L-1373-01.webp, 20V4000M93-0244-01.webp, 20V4000M93-0640-01.webp, 20V4000M93-1036-01.webp, 20V4000M93-1432-01.webp;16V4000M73, 16V4000M73L, 20V4000M93;16VM73-180, 16VM73L-180, 20VM93-183;;New;X59418300009;X52818300002, X59418300007;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0209-01-70.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0563-01-70.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0918-01-70.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1273-01-70.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0204-01-70.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0690-01-70.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1035-01-70.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1373-01-70.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0244-01-70.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0640-01-70.webp
RB-16V4000M73-001735;;90;RETAINER;16V4000M73, 16V4000M73L, 20V4000M93;16VM73, 16VM73L, 20VM93;;X59418400005;4730124003662;;;184;;184;0.165 KGM;0.165 KGM;;;203, 232, 248, 586, 644, 689, 941, 1034, 1040, 1295, 1372, 1436;XS595180.00015;16V4000M73-0232-01.webp, 16V4000M73-0586-01.webp, 16V4000M73-0941-01.webp, 16V4000M73-1295-01.webp, 16V4000M73L-0203-01.webp, 16V4000M73L-0689-01.webp, 16V4000M73L-1034-01.webp, 16V4000M73L-1372-01.webp, 20V4000M93-0248-01.webp, 20V4000M93-0644-01.webp, 20V4000M93-1040-01.webp, 20V4000M93-1436-01.webp;16V4000M73, 16V4000M73L, 20V4000M93;16VM73-184, 16VM73L-180, 20VM93-184;;New;X59418400005;X59418400002;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0232-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0232-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0586-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0586-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0941-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0941-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1295-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1295-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0203-01-90.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0689-01-90.webp
RB-16V4000M73-001734;;80;RETAINER;16V4000M73, 16V4000M73L, 20V4000M93;16VM73, 16VM73L, 20VM93;;X59418400006;4730124003661;;;184;;184;0.172 KGM;0.172 KGM;;;203, 232, 248, 586, 644, 689, 941, 1034, 1040, 1295, 1372, 1436;XS595180.00015;16V4000M73-0232-01.webp, 16V4000M73-0586-01.webp, 16V4000M73-0941-01.webp, 16V4000M73-1295-01.webp, 16V4000M73L-0203-01.webp, 16V4000M73L-0689-01.webp, 16V4000M73L-1034-01.webp, 16V4000M73L-1372-01.webp, 20V4000M93-0248-01.webp, 20V4000M93-0644-01.webp, 20V4000M93-1040-01.webp, 20V4000M93-1436-01.webp;16V4000M73, 16V4000M73L, 20V4000M93;16VM73-184, 16VM73L-180, 20VM93-184;;New;X59418400006;X59418400003;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0232-01-80.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0232-01-190.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0586-01-80.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0586-01-190.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0941-01-80.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0941-01-190.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1295-01-80.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1295-01-190.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0203-01-80.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0689-01-80.webp
RB-16V4000M73-001738;;120;OIL SPRAY NOZZLE;16V4000M73, 16V4000M73L, 20V4000M93;16VM73, 16VM73L, 20VM93;;X59418400007;2815123869657;;;184;;184;0.19 KGM;0.19 KGM;;;203, 232, 248, 586, 644, 689, 941, 1034, 1040, 1295, 1372, 1436;XS595180.00015;16V4000M73-0232-01.webp, 16V4000M73-0586-01.webp, 16V4000M73-0941-01.webp, 16V4000M73-1295-01.webp, 16V4000M73L-0203-01.webp, 16V4000M73L-0689-01.webp, 16V4000M73L-1034-01.webp, 16V4000M73L-1372-01.webp, 20V4000M93-0248-01.webp, 20V4000M93-0644-01.webp, 20V4000M93-1040-01.webp, 20V4000M93-1436-01.webp;16V4000M73, 16V4000M73L, 20V4000M93;16VM73-184, 16VM73L-180, 20VM93-184;;New;X59418400007;X59418400001;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0232-01-120.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0232-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0586-01-120.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0586-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0941-01-120.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0941-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1295-01-120.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1295-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0203-01-120.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0689-01-120.webp
RB-12V4000M53-001505;;1400;OIL SPRAY NOZZLE;12V4000M53, 12V4000M70;12VM53, 12VM70;;X59418400008;;;;184;;184;0.18 KGM;0.18 KGM;;;205, 210, 542, 565;X00026315;12V4000M53-0210-01.webp, 12V4000M53-0565-01.webp, 12V4000M70-0204-01.webp, 12V4000M70-0204-02.webp, 12V4000M70-0541-01.webp, 12V4000M70-0541-02.webp;12V4000M53, 12V4000M70;12VM53-184, 12VM70-181;;New;X59418400008;23526543, 5241801743, X00033644;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0210-01-1400.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0210-01-1950.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0565-01-1400.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0565-01-1950.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0204-02-145.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0204-02-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0541-02-145.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0541-02-200.webp
RB-16V4000M73-001434;;250;OIL SUPPLY LINE;16V4000M73, 16V4000M73L;16VM73, 16VM73L;;X59418500007;;;;180;;180;0.26 KGM;0.26 KGM;;;198, 204, 558, 684, 913, 1029, 1268, 1367;XS594180.00022;16V4000M73-0204-01.webp, 16V4000M73-0558-01.webp, 16V4000M73-0913-01.webp, 16V4000M73-1268-01.webp, 16V4000M73L-0198-01.webp, 16V4000M73L-0684-01.webp, 16V4000M73L-1029-01.webp, 16V4000M73L-1367-01.webp;16V4000M73, 16V4000M73L;16VM73-180, 16VM73L-180;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0204-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0558-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0913-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1268-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0198-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0684-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1029-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1367-01-250.webp
RB-16V4000M73-001471;;2380;OIL SUPPLY LINE;16V4000M73, 16V4000M73L;16VM73, 16VM73L;;X59418500009;;;;180;;180;0.106 KGM;0.106 KGM;;;199, 205, 559, 685, 914, 1030, 1269, 1368;XS594180.00022;16V4000M73-0204-01.webp, 16V4000M73-0558-01.webp, 16V4000M73-0913-01.webp, 16V4000M73-1268-01.webp, 16V4000M73L-0198-01.webp, 16V4000M73L-0684-01.webp, 16V4000M73L-1029-01.webp, 16V4000M73L-1367-01.webp;16V4000M73, 16V4000M73L;16VM73-180, 16VM73L-180;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0204-01-2380.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0558-01-2380.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0913-01-2380.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1268-01-2380.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0198-01-2380.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0684-01-2380.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1029-01-2380.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1367-01-2380.webp
RB-16V4000M73-001433;;200;OIL SUPPLY LINE;16V4000M73, 16V4000M73L;16VM73, 16VM73L;;X59418500010;;;;180;;180;0.27 KGM;0.27 KGM;;;198, 204, 558, 684, 913, 1029, 1268, 1367;XS594180.00022;16V4000M73-0204-01.webp, 16V4000M73-0558-01.webp, 16V4000M73-0913-01.webp, 16V4000M73-1268-01.webp, 16V4000M73L-0198-01.webp, 16V4000M73L-0684-01.webp, 16V4000M73L-1029-01.webp, 16V4000M73L-1367-01.webp;16V4000M73, 16V4000M73L;16VM73-180, 16VM73L-180;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0204-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0558-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0913-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1268-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0198-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0684-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1029-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1367-01-200.webp
RB-16V4000M73-001461;;1700;OIL SUPPLY LINE;16V4000M73, 16V4000M73L;16VM73, 16VM73L;;X59418500012;;;;180;;180;0.077 KGM;0.077 KGM;;;198, 205, 559, 684, 914, 1029, 1269, 1367;XS594180.00022;16V4000M73-0204-01.webp, 16V4000M73-0558-01.webp, 16V4000M73-0913-01.webp, 16V4000M73-1268-01.webp, 16V4000M73L-0198-01.webp, 16V4000M73L-0684-01.webp, 16V4000M73L-1029-01.webp, 16V4000M73L-1367-01.webp;16V4000M73, 16V4000M73L;16VM73-180, 16VM73L-180;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0204-01-1700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0558-01-1700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0913-01-1700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1268-01-1700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0198-01-1700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0684-01-1700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1029-01-1700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1367-01-1700.webp
RB-12V4000M53-001264;;1950;RETAINER F/TURBO OIL SUPPLY;12V4000M53, 20V4000M93, 20V4000M93L;12VM53, 20VM93, 20VM93L;;X59418500019;2540124119360;;;143;;143;0.15 KGM;0.15 KGM;;;170, 196, 525, 592, 988, 1298, 1384, 1675;XS594140.00040;12V4000M53-0170-01.webp, 12V4000M53-0525-01.webp, 20V4000M93-0195-01.webp, 20V4000M93-0591-01.webp, 20V4000M93-0987-01.webp, 20V4000M93-1383-01.webp, 20V4000M93L-1297-01.webp, 20V4000M93L-1674-01.webp;12V4000M53, 20V4000M93, 20V4000M93L;12VM53-143, 20VM93-143, 20VM93L-143;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0170-01-1950.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0525-01-1950.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0195-01-1300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0591-01-1300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0987-01-1300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-1383-01-1300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93L-1297-01-1300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93L-1674-01-1300.webp
RB-16V4000M73-001447;;1000;OIL LINE FOR FLAP CONTROL;16V4000M73, 16V4000M73L;16VM73, 16VM73L;;X59418500022;;;;180;;180;137.000 g;137.000 g;;;198, 204, 558, 684, 913, 1029, 1268, 1367;XS594180.00022;16V4000M73-0204-01.webp, 16V4000M73-0558-01.webp, 16V4000M73-0913-01.webp, 16V4000M73-1268-01.webp, 16V4000M73L-0198-01.webp, 16V4000M73L-0684-01.webp, 16V4000M73L-1029-01.webp, 16V4000M73L-1367-01.webp;16V4000M73, 16V4000M73L;16VM73-180, 16VM73L-180;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0204-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0558-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0913-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1268-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0198-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0684-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1029-01-1000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1367-01-1000.webp
RB-16V4000M73-001448;;1050;OIL LINE FOR FLAP CONTROL;16V4000M73, 16V4000M73L;16VM73, 16VM73L;;X59418500023;;;;180;;180;93.000 g;93.000 g;;;198, 204, 558, 684, 913, 1029, 1268, 1367;XS594180.00022;16V4000M73-0204-01.webp, 16V4000M73-0558-01.webp, 16V4000M73-0913-01.webp, 16V4000M73-1268-01.webp, 16V4000M73L-0198-01.webp, 16V4000M73L-0684-01.webp, 16V4000M73L-1029-01.webp, 16V4000M73L-1367-01.webp;16V4000M73, 16V4000M73L;16VM73-180, 16VM73L-180;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0204-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0558-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0913-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1268-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0198-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0684-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1029-01-1050.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1367-01-1050.webp
RB-16V4000M73-001435;;350;RETAINER;16V4000M73, 16V4000M73L;16VM73, 16VM73L;;X59418500027;;;;180;;180;0.46 KGM;0.46 KGM;;;198, 204, 558, 684, 913, 1029, 1268, 1367;XS594180.00022;16V4000M73-0204-01.webp, 16V4000M73-0558-01.webp, 16V4000M73-0913-01.webp, 16V4000M73-1268-01.webp, 16V4000M73L-0198-01.webp, 16V4000M73L-0684-01.webp, 16V4000M73L-1029-01.webp, 16V4000M73L-1367-01.webp;16V4000M73, 16V4000M73L;16VM73-180, 16VM73L-180;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0204-01-350.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0558-01-350.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0913-01-350.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1268-01-350.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0198-01-350.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0684-01-350.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1029-01-350.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1367-01-350.webp
RB-16V4000M73-001462;;1850;RETAINER;16V4000M73, 16V4000M73L;16VM73, 16VM73L;;X59418500031;;;;180;;180;1.600 kg;1.600 kg;;;198, 205, 559, 684, 914, 1029, 1269, 1367;XS594180.00022;16V4000M73-0204-01.webp, 16V4000M73-0558-01.webp, 16V4000M73-0913-01.webp, 16V4000M73-1268-01.webp, 16V4000M73L-0198-01.webp, 16V4000M73L-0684-01.webp, 16V4000M73L-1029-01.webp, 16V4000M73L-1367-01.webp;16V4000M73, 16V4000M73L;16VM73-180, 16VM73L-180;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0204-01-1850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0558-01-1850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0913-01-1850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1268-01-1850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0198-01-1850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0684-01-1850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1029-01-1850.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1367-01-1850.webp
RB-16V4000M73-001306;;1500;RETAINER;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73, 16VM73L, 20VM93, 20VM93L;;X59418500032;;;;143;;143;2.049 KGM;2.049 KGM;;;173, 186, 196, 540, 592, 659, 894, 988, 1004, 1249, 1298, 1344, 1384, 1675;XS595140.00002;16V4000M73-0185-01.webp, 16V4000M73-0539-01.webp, 16V4000M73-0893-01.webp, 16V4000M73-1248-01.webp, 16V4000M73L-0173-01.webp, 16V4000M73L-0659-01.webp, 16V4000M73L-1004-01.webp, 16V4000M73L-1344-01.webp, 20V4000M93-0195-01.webp, 20V4000M93-0591-01.webp, 20V4000M93-0987-01.webp, 20V4000M93-1383-01.webp, 20V4000M93L-1297-01.webp, 20V4000M93L-1674-01.webp;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73-143, 16VM73L-143, 20VM93-143, 20VM93L-143;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0185-01-1500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0539-01-1500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0893-01-1500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1248-01-1500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0173-01-1500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0659-01-1500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1004-01-1500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1344-01-1500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0195-01-1305.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0591-01-1305.webp
