Id;fecha_version;POS;designation;engine;model_type;type;pn;nsn;GESA_NORM;GESA_NORMALIZADO;fg_code;fg_description;fg_code_description;weight;weight_txt;measurement;TIPOARTICULO;PAG;BOM_no;esquema_general;exp_motor;exp_categorias;atributo;SUST_TIPO;new_pn_relacionado;old_pn_relacionados;EN_EXCEL_SUSTITUCION;ruta_foto;exp_imagenes
RB-12V4000M53-000983;;250;BRACKET;12V4000M53;12VM53;;5240980730;5340123860262;;;111;CHARGE AIR COOLING, GENERAL, LEFT SIDE;111 CHARGE AIR COOLING, GENERAL, LEFT SIDE;11.5 KGM;11.5 KGM;;;138, 493;XS594110.00042;12V4000M53-0138-01.webp, 12V4000M53-0493-01.webp;12V4000M53;12VM53-111;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0138-01-250.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0493-01-250.webp
RB-12V4000M53-000984;;300;BRACKET;12V4000M53;12VM53;;5240980830;2990123860685;;;111;CHARGE AIR COOLING, GENERAL, LEFT SIDE;111 CHARGE AIR COOLING, GENERAL, LEFT SIDE;11.4 KGM;11.4 KGM;;;138, 493;XS594110.00042;12V4000M53-0138-01.webp, 12V4000M53-0493-01.webp;12V4000M53;12VM53-111;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0138-01-300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0493-01-300.webp
RB-12V4000M40A-000801;;250;RETAINER RIGHT;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5240980839;5340123857760;;;120;;120;1.04 KGM;1.04 KGM;;;135, 141, 145, 153, 492, 645;XS526120.00007;12V4000M40A-0134-01.webp, 12V4000M40A-0134-02.webp, 12V4000M70-0152-01.webp, 12V4000M70-0152-02.webp, 12V4000M70-0491-01.webp, 12V4000M70-0491-02.webp, 16V4000M61-0140-01.webp, 16V4000M61-0140-02.webp, 16V4000M61-0644-01.webp, 16V4000M61-0644-02.webp, 16V4000M90-0144-01.webp, 16V4000M90-0144-02.webp, 16V4000M90-0145-01.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-120, 12VM70-123, 16VM61-123, 16VM90-123;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0152-02-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0491-02-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0140-02-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0644-02-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0145-01-30.webp
RB-12V4000M40A-000866;;25;BRACKET CYL EXH FLAP HYD CONT VLV;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5240980939;5340123857927;;;128;;128;1.04 KGM;1.04 KGM;;;152, 154, 162, 178, 517, 658;120.00230;12V4000M40A-0151-01.webp, 12V4000M40A-0151-02.webp, 12V4000M70-0177-01.webp, 12V4000M70-0177-02.webp, 12V4000M70-0516-01.webp, 12V4000M70-0516-02.webp, 16V4000M61-0153-01.webp, 16V4000M61-0153-02.webp, 16V4000M61-0657-01.webp, 16V4000M61-0657-02.webp, 16V4000M90-0161-01.webp, 16V4000M90-0161-02.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-128, 12VM70-128, 16VM61-128, 16VM90-128;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0177-01-25.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0516-01-25.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0153-01-25.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0657-01-25.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0161-01-25.webp
RB-12V4000M40A-000802;;300;RETAINER LEFT;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5240981039;5340123857924;;;120;;120;0.945 KGM;0.945 KGM;;;135, 139, 143, 151, 490, 643;XS526120.00007;12V4000M40A-0134-01.webp, 12V4000M40A-0134-02.webp, 12V4000M70-0151-01.webp, 12V4000M70-0490-01.webp, 16V4000M61-0139-01.webp, 16V4000M61-0643-01.webp, 16V4000M90-0143-01.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-120, 12VM70-123, 16VM61-123, 16VM90-123;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0151-01-35.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0490-01-35.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0139-01-35.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0643-01-35.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0143-01-35.webp
RB-12V4000M40A-000777;;60;FLANGE;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5240981040;4730123857263;;;111;;111;0.525 KGM;0.525 KGM;;;126, 131, 138, 139, 477, 478, 630;X00023232;12V4000M40A-0130-01.webp, 12V4000M40A-0130-02.webp, 12V4000M40A-0131-01.webp, 12V4000M70-0137-01.webp, 12V4000M70-0137-02.webp, 12V4000M70-0138-01.webp, 12V4000M70-0476-01.webp, 12V4000M70-0476-02.webp, 12V4000M70-0477-01.webp, 16V4000M61-0125-01.webp, 16V4000M61-0125-02.webp, 16V4000M61-0126-01.webp, 16V4000M61-0629-01.webp, 16V4000M61-0629-02.webp, 16V4000M61-0630-01.webp, 16V4000M90-0137-01.webp, 16V4000M90-0137-02.webp, 16V4000M90-0138-01.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-111, 12VM70-110, 16VM61-110, 16VM90-111;;New;5240981040;5240980740;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0137-01-600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0138-01-2900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0476-01-600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0477-01-2900.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0125-01-600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0629-01-600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0137-01-60.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0138-01-285.webp
RB-12V4000M40A-000795;;185;TUBE FLOATING 159.4 DIA X 140 ID;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5240981053;4730123856943;;;111;;111;0.565 KGM;0.565 KGM;;;126, 131, 139, 478, 630;X00023232;12V4000M40A-0130-01.webp, 12V4000M40A-0130-02.webp, 12V4000M40A-0131-01.webp, 12V4000M70-0137-01.webp, 12V4000M70-0137-02.webp, 12V4000M70-0138-01.webp, 12V4000M70-0476-01.webp, 12V4000M70-0476-02.webp, 12V4000M70-0477-01.webp, 16V4000M61-0125-01.webp, 16V4000M61-0125-02.webp, 16V4000M61-0126-01.webp, 16V4000M61-0629-01.webp, 16V4000M61-0629-02.webp, 16V4000M61-0630-01.webp, 16V4000M90-0137-01.webp, 16V4000M90-0137-02.webp, 16V4000M90-0138-01.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-111, 12VM70-110, 16VM61-110, 16VM90-111;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0137-02-1950.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0476-02-1950.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0125-02-1950.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0629-02-1950.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0137-02-185.webp
RB-12V4000M40A-000838;;155;FLANGE;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5240981140;4730123856833;;;124;;124;0.541 KGM;0.541 KGM;;;143, 149, 153, 161, 500, 653;120.00227;12V4000M40A-0142-01.webp, 12V4000M40A-0142-02.webp, 12V4000M40A-0143-01.webp, 12V4000M70-0160-01.webp, 12V4000M70-0160-02.webp, 12V4000M70-0161-01.webp, 12V4000M70-0499-01.webp, 12V4000M70-0499-02.webp, 12V4000M70-0500-01.webp, 16V4000M61-0148-01.webp, 16V4000M61-0148-02.webp, 16V4000M61-0149-01.webp, 16V4000M61-0652-01.webp, 16V4000M61-0652-02.webp, 16V4000M61-0653-01.webp, 16V4000M90-0152-01.webp, 16V4000M90-0152-02.webp, 16V4000M90-0153-01.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-124, 12VM70-124, 16VM61-124, 16VM90-124;;New;5240981140;5240980640;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0161-01-155.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0500-01-155.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0149-01-155.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0653-01-155.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0153-01-155.webp
RB-12V4000M40A-000789;;130;TUBE FLOATING;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5240981153;4730123856685;;;111;;111;1.5 KGM;1.5 KGM;;;126, 131, 138, 477, 630;X00023232;12V4000M40A-0130-01.webp, 12V4000M40A-0130-02.webp, 12V4000M40A-0131-01.webp, 12V4000M70-0137-01.webp, 12V4000M70-0137-02.webp, 12V4000M70-0138-01.webp, 12V4000M70-0476-01.webp, 12V4000M70-0476-02.webp, 12V4000M70-0477-01.webp, 16V4000M61-0125-01.webp, 16V4000M61-0125-02.webp, 16V4000M61-0126-01.webp, 16V4000M61-0629-01.webp, 16V4000M61-0629-02.webp, 16V4000M61-0630-01.webp, 16V4000M90-0137-01.webp, 16V4000M90-0137-02.webp, 16V4000M90-0138-01.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-111, 12VM70-110, 16VM61-110, 16VM90-111;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0137-02-1400.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0476-02-1400.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0125-02-1400.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0629-02-1400.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0137-02-130.webp
RB-12V4000M40A-000677;;600;TUBE FLOATING 77.4 ID TURBO/CAC;12V4000M40A, 12V4000M70, 16V4000M61;12VM40A, 12VM70, 16VM61;;5240981753;4730123814539;;;101;;101;0.547 KGM;0.547 KGM;;;115, 120, 121, 126, 129, 468, 619, 625;X00039534;12V4000M40A-0119-01.webp, 12V4000M40A-0119-02.webp, 12V4000M40A-0125-01.webp, 12V4000M40A-0125-02.webp, 12V4000M70-0128-01.webp, 12V4000M70-0128-02.webp, 12V4000M70-0467-01.webp, 12V4000M70-0467-02.webp, 16V4000M61-0114-01.webp, 16V4000M61-0114-02.webp, 16V4000M61-0120-01.webp, 16V4000M61-0120-02.webp, 16V4000M61-0618-01.webp, 16V4000M61-0618-02.webp, 16V4000M61-0624-01.webp, 16V4000M61-0624-02.webp;12V4000M40A, 12V4000M70, 16V4000M61;12VM40A-101, 12VM70-100, 16VM61-100;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0128-01-700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0467-01-700.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0114-01-600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0120-01-550.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0618-01-600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0624-01-550.webp
RB-16V4000M90-000773;;600;TUBE FLOATING 84 ID TURBO/CAC;16V4000M90;16VM90;;5240981853;4730123856422;;;101;EXHAUST TURBOCHARGER, GENERAL OR HP TURBOCHARGER;101 EXHAUST TURBOCHARGER, GENERAL OR HP TURBOCHARGER;0.468 KGM;0.468 KGM;;;127, 133;X00039541;16V4000M90-0126-01.webp, 16V4000M90-0126-02.webp, 16V4000M90-0132-01.webp, 16V4000M90-0132-02.webp;16V4000M90;16VM90-101;;New;5240981853;524SK0484;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0126-01-600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0132-01-600.webp
RB-12V4000M40A-000820;;50;HOUSING INTAKE LB;12V4000M40A;12VM40A;;5240982037;;;;;;;;;;;136;X52612300008;12V4000M40A-0136-01.webp;12V4000M40A;;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-000994;;1150;ELBOW;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53, 16VM73, 16VM73L, 20VM93, 20VM93L;;5240983015;4730123938247;;;111;;111;5.83 KGM;5.83 KGM;KRÜMMER LINKE SEITE;;136, 138, 151, 156, 493, 505, 552, 621, 859, 948, 966, 1214, 1254, 1308, 1344, 1631;XS594110.00042;12V4000M53-0138-01.webp, 12V4000M53-0493-01.webp, 16V4000M73-0151-01.webp, 16V4000M73-0505-01.webp, 16V4000M73-0859-01.webp, 16V4000M73-1214-01.webp, 16V4000M73L-0136-01.webp, 16V4000M73L-0621-01.webp, 16V4000M73L-0966-01.webp, 16V4000M73L-1308-01.webp, 20V4000M93-0156-01.webp, 20V4000M93-0552-01.webp, 20V4000M93-0948-01.webp, 20V4000M93-1344-01.webp, 20V4000M93L-1254-01.webp, 20V4000M93L-1631-01.webp;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53-111, 16VM73-110, 16VM73L-110, 20VM93-114, 20VM93L-110;;New;5240983015;5260980015, X59511100008;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0138-01-1150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0493-01-1150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0151-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0505-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0859-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1214-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0136-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0621-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0966-01-200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1308-01-200.webp
RB-12V4000M53-000997;;1300;ELBOW F/INTERCOOLER, RIGH;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53, 16VM73, 16VM73L, 20VM93, 20VM93L;;5240983115;4730123938450;;;111;;111;4.42 KGM;4.42 KGM;KRÜMMER RECHTE SEITE;;136, 138, 151, 156, 493, 505, 552, 621, 859, 948, 966, 1214, 1254, 1308, 1344, 1631;XS594110.00042;12V4000M53-0138-01.webp, 12V4000M53-0493-01.webp, 16V4000M73-0151-01.webp, 16V4000M73-0505-01.webp, 16V4000M73-0859-01.webp, 16V4000M73-1214-01.webp, 16V4000M73L-0136-01.webp, 16V4000M73L-0621-01.webp, 16V4000M73L-0966-01.webp, 16V4000M73L-1308-01.webp, 20V4000M93-0156-01.webp, 20V4000M93-0552-01.webp, 20V4000M93-0948-01.webp, 20V4000M93-1344-01.webp, 20V4000M93L-1254-01.webp, 20V4000M93L-1631-01.webp;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53-111, 16VM73-110, 16VM73L-110, 20VM93-114, 20VM93L-110;;New;5240983115;5260980115, X59511300006;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0138-01-1300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0493-01-1300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0151-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0505-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0859-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1214-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0136-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0621-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0966-01-230.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1308-01-230.webp
RB-12V4000M40A-000805;;500;BRACKET TURBO SPEED SENSOR;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5240983439;6680123858562;;;120;;120;0.098 KGM;0.098 KGM;;;135, 139, 141, 143, 145, 151, 153, 490, 492, 643, 645;XS526120.00007;12V4000M40A-0134-01.webp, 12V4000M40A-0134-02.webp, 12V4000M70-0151-01.webp, 12V4000M70-0152-01.webp, 12V4000M70-0152-02.webp, 12V4000M70-0490-01.webp, 12V4000M70-0491-01.webp, 12V4000M70-0491-02.webp, 16V4000M61-0139-01.webp, 16V4000M61-0140-01.webp, 16V4000M61-0140-02.webp, 16V4000M61-0643-01.webp, 16V4000M61-0644-01.webp, 16V4000M61-0644-02.webp, 16V4000M90-0143-01.webp, 16V4000M90-0144-01.webp, 16V4000M90-0144-02.webp, 16V4000M90-0145-01.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-120, 12VM70-123, 16VM61-123, 16VM90-123;;New;5240983439;5240980739;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0151-01-60.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0152-01-80.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0490-01-60.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0491-01-80.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0139-01-60.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0140-01-80.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0643-01-60.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0644-01-80.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0143-01-60.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0144-01-80.webp
RB-12V4000M40A-001654;;115;GASKET;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5241420280;5330123782088;;;202;;202;0.02 KGM;0.02 KGM;;;228, 247, 251, 264, 601, 748;200.00605;12V4000M40A-0250-01.webp, 12V4000M40A-0250-02.webp, 12V4000M70-0263-01.webp, 12V4000M70-0263-02.webp, 12V4000M70-0600-01.webp, 12V4000M70-0600-02.webp, 16V4000M61-0246-01.webp, 16V4000M61-0246-02.webp, 16V4000M61-0747-01.webp, 16V4000M61-0747-02.webp, 16V4000M90-0227-01.webp, 16V4000M90-0227-02.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-202, 12VM70-202, 16VM61-203, 16VM90-203;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0263-02-115.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0600-02-115.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0246-02-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0747-02-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0227-02-150.webp
RB-12V4000M40A-000938;;130;LINER EXHAUST MANIFOLD CROSSOVER;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5241421504;;;;143;;143;4.6 KGM;4.6 KGM;;;157, 159, 168, 183, 522, 663;140.00233;12V4000M40A-0157-01.webp, 12V4000M70-0183-01.webp, 12V4000M70-0522-01.webp, 16V4000M61-0159-01.webp, 16V4000M61-0663-01.webp, 16V4000M90-0167-01.webp, 16V4000M90-0167-02.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-143, 12VM70-143, 16VM61-143, 16VM90-143;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0183-01-1450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0522-01-1450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0159-01-1450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0663-01-1450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0167-01-130.webp
RB-12V4000M40A-000939;;135;LINER EXHAUST MANIFOLD CARRIER HSG;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5241421604;;;;143;;143;5.34 KGM;5.34 KGM;;;157, 159, 168, 183, 522, 663;140.00233;12V4000M40A-0157-01.webp, 12V4000M70-0183-01.webp, 12V4000M70-0522-01.webp, 16V4000M61-0159-01.webp, 16V4000M61-0663-01.webp, 16V4000M90-0167-01.webp, 16V4000M90-0167-02.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-143, 12VM70-143, 16VM61-143, 16VM90-143;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0183-01-1500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0183-01-1750.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0522-01-1500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0522-01-1750.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0159-01-1500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0663-01-1500.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0167-01-135.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0167-01-160.webp
RB-12V4000M40A-000942;;185;LINER EXHAUST CARRIER COVER;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A, 12VM70, 16VM61, 16VM90;;5241421704;2990123861753;;;143;;143;4.11 KGM;4.11 KGM;;;157, 159, 168, 184, 523, 663;140.00233;12V4000M40A-0157-01.webp, 12V4000M70-0183-01.webp, 12V4000M70-0522-01.webp, 16V4000M61-0159-01.webp, 16V4000M61-0663-01.webp, 16V4000M90-0167-01.webp, 16V4000M90-0167-02.webp;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90;12VM40A-143, 12VM70-143, 16VM61-143, 16VM90-143;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0183-01-2000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M70-0522-01-2000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0159-01-2000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M61-0663-01-2000.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0167-01-185.webp
RB-12V4000M53-002332;;20;SHAFT;12V4000M53, 16V4000M90;12VM53, 16VM90;;5241500009;;;;;;;0.932 KGM;0.932 KGM;;;268, 284, 641;5241500152;12V4000M53-0284-01.webp, 12V4000M53-0641-01.webp, 16V4000M90-0268-01.webp;12V4000M53, 16V4000M90;;;New;5241500009;5241510133;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0284-01-20.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0641-01-20.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0268-01-20.webp
RB-12V4000M53-002317;;30;ALTERNATOR DRIVE;12V4000M53, 16V4000M90;12VM53, 16VM90;;5241500152;6115124075808;;;213;;213;23.26 KGM;23.26 KGM;M;;266, 283, 640;XS594210.00001;12V4000M53-0283-01.webp, 12V4000M53-0640-01.webp, 16V4000M90-0266-01.webp;12V4000M53, 16V4000M90;12VM53-213, 16VM90-213;;New;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0283-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0640-01-30.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0266-01-75.webp
