sku;designation_final;measurement_final;weight_final;decision;reason;qa_validated;occurrences;engines;source_ids;source_pages;qa_summary_json;import_decision;import_reason
10 5242032022;ELBOW 4000 1;nan;nan;import;qa_ok_importar_found;true;2;12V4000M70;1902019, 1904406;275, 612;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
15 5240100266;CONNECTOR THREADED 1;nan;nan;import;qa_ok_importar_found;true;2;12V4000M70;1900047, 1902482;29, 367;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
25 0175311083;IDENTIFICATION PLATE;GR.6 EMV M25 G;6,000 g;import;qa_ok_importar_found;true;2;12V4000M70;1905139, 1905146;767, 769;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
35 0055351531;PRESSURE SENSOR 50 BAR RELATIV;nan;nan;import;qa_ok_importar_found;true;2;12V4000M70;1902439, 1904826;348, 685;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
100 B00E50203275;CONNECTING CABLE FOR GEARBOX;;;import;qa_ok_importar_found;true;1;12V4000M53;1206546;800;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
135M27020/1;UNION;;0.051 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102391;301;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
135M55009/1;STRAP 75 X20;;0.06 KGM;import;qa_ok_importar_found;true;6;12V4000M53, 16V4000M73;1200710, 1203849, 1400791, 1403960, 1407129, 1410307;111, 466, 131, 485, 839, 1194;"{""total_rows"":6,""count_ok_importar"":6,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
136M52010/1;BRACKET L H:100;;0.048 KGM;import;qa_ok_importar_found;true;8;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M90, 20V4000M93L;1102392, 1901776, 1904163, 1301446, 1304359, 1601595, 1803276, 1806958;257, 252, 589, 231, 733, 221, 1460, 1844;"{""total_rows"":8,""count_ok_importar"":8,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
137M13001/1;BRACKET;;0.13 KGM;import;qa_ok_importar_found;true;4;12V4000M40A, 16V4000M61, 16V4000M90;1102393, 1301517, 1304430, 1601689;258, 233, 735, 223;"{""total_rows"":4,""count_ok_importar"":4,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
00000000332;HEX SCREW;;27,400 g;import;qa_ok_importar_found;true;2;12V4000M70;1900545, 1902985;113, 452;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000000359;HEX SCREW;M 16 X280;0.4 KGM;import;qa_ok_importar_found;true;5;12V4000M40A, 12V4000M70, 16V4000M61;1100049, 1901666, 1904053, 1301397, 1304310;231, 240, 577, 220, 722;"{""total_rows"":5,""count_ok_importar"":5,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000000360;HEX SCREW;M 16 X180;274.000 g M 16 X180 ISO4017;import;qa_ok_importar_found;true;5;12V4000M40A, 12V4000M70, 20V4000M93L;1100050, 1901521, 1903908, 1802765, 1806424;208, 222, 559, 1400, 1780;"{""total_rows"":5,""count_ok_importar"":5,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
00000000364;SLOT PAN-HEAD SCREW;;;import;qa_ok_importar_found;true;2;16V4000M73L;1502679, 1510906;385, 1582;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000000403;NUT ADEC;M 16 X 1,5;0.018 KGM;import;qa_ok_importar_found;true;16;12V4000M53, 12V4000M70, 20V4000M93;1200523, 1200529, 1203666, 1203671, 1900450, 1900456, 1902890, 1902896, 1700531, 1700537, 1704281, 1704286, 1708021, 1708026, 1711761, 1711766;89, 90, 444, 445, 92, 93, 431, 432, 94, 489, 490, 885, 886, 1281, 1282;"{""total_rows"":16,""count_ok_importar"":16,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
524SK0789;CLAMP CHARGED AIR CO OLANT TUBE;;0.506 KGM;import;qa_ok_importar_found;true;3;16V4000M61, 16V4000M90;1301595, 1304507, 1601705;247, 748, 228;"{""total_rows"":3,""count_ok_importar"":3,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
535D01022/1;SIGHT GLASS;;0.257 KGM;import;qa_ok_importar_found;true;3;20V4000M93;1702917, 1706657, 1710397;318, 714, 1110;"{""total_rows"":3,""count_ok_importar"":3,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
535D01023/1;GASKET;;0.007 KGM;import;qa_ok_importar_found;true;3;20V4000M93;1702919, 1706659, 1710399;318, 714, 1110;"{""total_rows"":3,""count_ok_importar"":3,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
535D01508/1;COOL LEVEL DISPLAY UPPER PART;;0.463 KGM;import;qa_ok_importar_found;true;3;20V4000M93;1702918, 1706658, 1710398;318, 714, 1110;"{""total_rows"":3,""count_ok_importar"":3,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000000611;OVAL-HEAD SCREW;M 3 X 6;0.006 KGM;import;qa_ok_importar_found;true;2;12V4000M40A;1100051, 1100052;359, 388;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
635A16700/2;VALVE BALL ASM;;0.207 KGM;import;qa_ok_importar_found;true;2;20V4000M93L;1802275, 1805934;1374, 1754;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
635D16007/1;THREADED BUSHING;;0.182 KGM;import;qa_ok_importar_found;true;4;16V4000M73L;1501797, 1505004, 1507467, 1509955;252, 738, 1083, 1419;"{""total_rows"":4,""count_ok_importar"":4,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
635H22706/2;SWITCH;;148,900 g;import;qa_ok_importar_found;true;13;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M73L;1102423, 1902363, 1902364, 1904750, 1904751, 1302007, 1302008, 1304778, 1304779, 1502316, 1505353, 1507846, 1510335;346, 334, 671, 338, 807, 337, 799, 1142, 1477;"{""total_rows"":13,""count_ok_importar"":13,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000000668;CLAMP;25- 40X12-SW8-W3;0.026 KGM;import;qa_ok_importar_found;true;32;12V4000M40A, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;1100053, 1900140, 1902580, 1300134, 1303056, 1400210, 1403380, 1406549, 1409727, 1500158, 1503364, 1505827, 1508314, 1600146, 1700163, 1700165, 1700242, 1703908, 1703910, 1703986, 1707648, 1707650, 1707726, 1711388, 1711390, 1711466, 1800161, 1800163, 1800239, 1803732, 1803734, 1803811;29, 41, 380, 28, 535, 43, 397, 751, 1106, 32, 517, 862, 1205, 34, 40, 436, 437, 832, 833, 1228, 1229, 1142, 1143, 1515, 1516;"{""total_rows"":32,""count_ok_importar"":32,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000000670;CLAMP;35- 50X12-SW8-W3;0.029 KGM;import;qa_ok_importar_found;true;14;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1400282, 1403450, 1406619, 1409797, 1500186, 1503392, 1505855, 1508342, 1700245, 1703989, 1707729, 1711469, 1800242, 1803814;45, 399, 753, 1108, 33, 518, 863, 1206, 41, 437, 833, 1229, 1143, 1516;"{""total_rows"":14,""count_ok_importar"":14,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000000671;CLAMP;40- 60X12-SW8-W3;0.032 KGM;import;qa_ok_importar_found;true;20;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1400284, 1403452, 1406621, 1409799, 1500188, 1503394, 1505857, 1508344, 1700249, 1700255, 1703993, 1703999, 1707733, 1707739, 1711473, 1711479, 1800246, 1800251, 1803818, 1803823;45, 399, 753, 1108, 33, 518, 863, 1206, 41, 437, 833, 1229, 1143, 1516;"{""total_rows"":20,""count_ok_importar"":20,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000000897;HEX SCREW;M 10 X 40;29.800 g M 10 X 40 ISO4017;import;qa_ok_importar_found;true;10;16V4000M73, 20V4000M93, 20V4000M93L;1400041, 1403213, 1406382, 1409560, 1700035, 1703779, 1707519, 1711259, 1800037, 1803610;26, 380, 734, 1089, 23, 419, 815, 1211, 1125, 1498;"{""total_rows"":10,""count_ok_importar"":10,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000000904;HEX SCREW;M 12 X 80;0.075 KGM;import;qa_ok_importar_found;true;8;12V4000M53, 20V4000M93;1200291, 1200725, 1203435, 1203864, 1700296, 1704041, 1707781, 1711521;48, 111, 403, 466, 52, 448, 844, 1240;"{""total_rows"":8,""count_ok_importar"":8,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000000905;HEX SCREW;M 12 X 40;0.044 KGM;import;qa_ok_importar_found;true;14;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1402481, 1405650, 1408828, 1412029, 1501899, 1505106, 1507569, 1510058, 1702898, 1706638, 1710378, 1714119, 1802960, 1806619;294, 648, 1003, 1357, 256, 742, 1087, 1423, 310, 706, 1102, 1498, 1419, 1799;"{""total_rows"":14,""count_ok_importar"":14,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000000906;HEX SCREW;M 10 X 80;49.400 g M 10 X 80 ISO4017;import;qa_ok_importar_found;true;52;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1201243, 1204382, 1400722, 1401296, 1401608, 1402069, 1403891, 1404465, 1404777, 1405238, 1407060, 1407634, 1407955, 1408416, 1410238, 1410812, 1411134, 1411596, 1500568, 1501065, 1501412, 1501597, 1503774, 1504272, 1504619, 1504804, 1506237, 1506735, 1507082, 1507267, 1508725, 1509218, 1509570, 1509752, 1700719, 1701476, 1701783, 1704465, 1705216, 1705523, 1708205, 1708956, 1709263, 1711945, 1712702, 1713008, 1800686, 1801512, 1801941, 1804292, 1805118, 1805600;170, 525, 123, 185, 219, 257, 477, 539, 573, 611, 831, 893, 928, 966, 1186, 1248, 1283, 1320, 111, 173, 217, 234, 596, 659, 703, 720, 941, 1004, 1048, 1065, 1284, 1344, 1385, 1401, 195, 236, 519, 591, 632, 915, 987, 1028, 1311, 1383, 1424, 1222, 1297, 1346, 1599, 1674, 1726;"{""total_rows"":52,""count_ok_importar"":52,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000001039;HEX SCREW;M 10 X 40;0.03 KGM;import;qa_ok_importar_found;true;169;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;1100054, 1100055, 1200630, 1201012, 1201106, 1201341, 1201367, 1201560, 1201813, 1202067, 1202243, 1203770, 1204151, 1204245, 1204480, 1204506, 1204699, 1204952, 1205206, 1205382, 1901710, 1901729, 1904097, 1904116, 1301434, 1302162, 1304347, 1304933, 1400764, 1400814, 1401054, 1401115, 1401126, 1401900, 1402387, 1402394, 1402407, 1402412, 1402415, 1402929, 1403933, 1403983, 1404223, 1404284, 1404295, 1405069, 1405556, 1405563, 1405576, 1405581, 1405584, 1406098, 1407102, 1407152, 1407392, 1407453, 1407464, 1408247, 1408734, 1408741, 1408754, 1408759, 1408762, 1409276, 1410280, 1410330, 1410570, 1410631, 1410642, 1411428, 1411933, 1411941, 1411954, 1411959, 1411962, 1412479, 1500606, 1500634, 1500860, 1500924, 1501000, 1501682, 1501924, 1502411, 1503812, 1503840, 1504067, 1504131, 1504207, 1504889, 1505131, 1505448, 1506275, 1506303, 1506530, 1506594, 1506670, 1507352, 1507594, 1507941, 1508763, 1508791, 1509014, 1509078, 1509154, 1509840, 1510083, 1510431, 1601529, 1601549, 1602306, 1700761, 1700799, 1701255, 1701321, 1701328, 1702230, 1702801, 1702809, 1702827, 1702830, 1704507, 1704545, 1704995, 1705061, 1705068, 1705970, 1706541, 1706549, 1706567, 1706570, 1708247, 1708285, 1708735, 1708801, 1708808, 1709710, 1710281, 1710289, 1710307, 1710310, 1711989, 1712028, 1712483, 1712548, 1712555, 1713454, 1714024, 1714031, 1714049, 1714052, 1800729, 1801220, 1801285, 1801292, 1802232, 1802860, 1802868, 1802886, 1802889, 1804335, 1804826, 1804891, 1804898, 1805891, 1806519, 1806527, 1806545, 1806548;257, 332, 108, 145, 152, 184, 191, 213, 234, 247, 265, 463, 500, 507, 539, 546, 568, 589, 602, 620, 251, 588, 231, 349, 733, 818, 126, 132, 159, 167, 248, 287, 288, 480, 486, 513, 521, 641, 642, 686, 834, 840, 867, 875, 957, 996, 997, 1041, 1189, 1195, 1222, 1230, 1311, 1350, 1351, 1395, 114, 117, 146, 153, 166, 243, 260, 344, 599, 632, 639, 652, 729, 746, 806, 944, 947, 977, 984, 1074, 1091, 1149, 1287, 1290, 1318, 1325, 1337, 1410, 1427, 1484, 220, 318, 131, 175, 185, 268, 302, 303, 522, 527, 571, 581, 664, 698, 699, 918, 923, 967, 1060, 1094, 1095, 1314, 1319, 1363, 1373, 1456, 1490, 1491, 1225, 1273, 1282, 1371, 1411, 1412, 1602, 1650, 1659, 1751, 1791, 1792;"{""total_rows"":169,""count_ok_importar"":169,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000001040;HEX SCREW;M 12 X 60;0.057 KGM;import;qa_ok_importar_found;true;17;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90;1100056, 1100057, 1202412, 1205572, 1901739, 1904126, 1301429, 1304342, 1402072, 1405241, 1408419, 1411600, 1501583, 1504790, 1507253, 1509740, 1601558;258, 303, 666, 252, 589, 231, 733, 612, 967, 1321, 234, 720, 1065, 1401, 221;"{""total_rows"":17,""count_ok_importar"":17,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000001041;HEX SCREW;M 10 X140;0.091 KGM;import;qa_ok_importar_found;true;28;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1201122, 1201133, 1204261, 1204272, 1401161, 1401173, 1404330, 1404342, 1407499, 1407511, 1410677, 1410689, 1500966, 1504173, 1506636, 1509120, 1701288, 1701299, 1705028, 1705039, 1708768, 1708779, 1712515, 1712526, 1801252, 1801263, 1804858, 1804869;158, 513, 173, 527, 881, 1236, 159, 645, 990, 1331, 182, 578, 974, 1370, 1279, 1656;"{""total_rows"":28,""count_ok_importar"":28,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000001042;HEX SCREW;M 10 X 50;34.600 g M 10 X 50 ISO4017;import;qa_ok_importar_found;true;140;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M61, 16V4000M73, 16V4000M73L, 16V4000M90, 20V4000M93, 20V4000M93L;1100058, 1201241, 1202017, 1202165, 1202232, 1202284, 1202291, 1202409, 1202448, 1202472, 1202583, 1204380, 1205156, 1205304, 1205371, 1205425, 1205432, 1205569, 1205608, 1205632, 1205743, 1900582, 1903023, 1300547, 1303470, 1400721, 1401294, 1401609, 1402068, 1402117, 1402122, 1402377, 1402396, 1402404, 1402490, 1403890, 1404463, 1404778, 1405237, 1405286, 1405291, 1405546, 1405565, 1405573, 1405659, 1407059, 1407632, 1407956, 1408415, 1408464, 1408469, 1408724, 1408743, 1408751, 1408837, 1410237, 1410810, 1411135, 1411595, 1411643, 1411648, 1411923, 1411943, 1411951, 1412038, 1500567, 1501063, 1501413, 1501670, 1501746, 1501939, 1501952, 1503773, 1504270, 1504620, 1504877, 1504953, 1505146, 1505159, 1506236, 1506733, 1507083, 1507340, 1507416, 1507609, 1507622, 1508724, 1509216, 1509571, 1509828, 1509904, 1510098, 1510111, 1600640, 1700718, 1701474, 1701544, 1702333, 1702791, 1702811, 1702819, 1704464, 1705214, 1705284, 1706073, 1706531, 1706551, 1706559, 1708204, 1708954, 1709024, 1709813, 1710271, 1710291, 1710299, 1711944, 1712700, 1712769, 1713557, 1714014, 1714033, 1714041, 1800685, 1801510, 1801568, 1802285, 1802382, 1802850, 1802870, 1802878, 1803188, 1804291, 1805116, 1805174, 1805944, 1806041, 1806509, 1806529, 1806537, 1806870;105, 170, 241, 259, 265, 276, 303, 304, 306, 525, 596, 614, 620, 633, 666, 667, 669, 114, 453, 96, 603, 123, 185, 219, 257, 267, 287, 288, 298, 477, 539, 573, 611, 621, 641, 642, 652, 831, 893, 928, 966, 976, 996, 997, 1007, 1186, 1248, 1283, 1320, 1330, 1350, 1351, 1361, 111, 173, 217, 243, 250, 263, 659, 703, 729, 736, 749, 751, 941, 1004, 1048, 1074, 1081, 1094, 1096, 1284, 1344, 1385, 1410, 1417, 1430, 1432, 120, 195, 202, 277, 302, 519, 591, 598, 673, 698, 699, 915, 987, 994, 1069, 1095, 1311, 1383, 1390, 1465, 1490, 1491, 1222, 1297, 1302, 1374, 1411, 1412, 1458, 1599, 1674, 1679, 1754, 1765, 1791, 1792, 1842;"{""total_rows"":140,""count_ok_importar"":140,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000001076;HEX SCREW;M 10 X 70;0.045 KGM;import;qa_ok_importar_found;true;9;12V4000M40A, 12V4000M53, 16V4000M61, 16V4000M90;1100059, 1202212, 1205351, 1301476, 1302191, 1304389, 1304962, 1601605, 1602349;332, 264, 619, 232, 349, 734, 818, 222, 319;"{""total_rows"":9,""count_ok_importar"":9,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000001077;HEX SCREW;M 12 X110;104.600 g M 12 X110 ISO4014;import;qa_ok_importar_found;true;33;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1201767, 1204906, 1401001, 1404170, 1407339, 1410517, 1411864, 1500810, 1501643, 1504016, 1504850, 1506479, 1507313, 1508964, 1509800, 1700399, 1701116, 1702734, 1704144, 1704856, 1706474, 1707884, 1708596, 1710214, 1711624, 1712345, 1713958, 1800388, 1801075, 1802782, 1803962, 1804681, 1806441;228, 583, 151, 505, 859, 1214, 1340, 136, 238, 621, 724, 966, 1069, 1308, 1405, 66, 156, 292, 462, 552, 688, 858, 948, 1084, 1254, 1344, 1480, 1166, 1400, 1539, 1631, 1780;"{""total_rows"":33,""count_ok_importar"":33,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000001078;HEX SCREW;M 12 X 60;0.058 KGM;import;qa_ok_importar_found;true;30;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1202359, 1205500, 1402429, 1402547, 1405598, 1405716, 1408776, 1408894, 1411977, 1412097, 1501987, 1502016, 1505194, 1505223, 1507657, 1507680, 1510146, 1510169, 1702846, 1702957, 1706586, 1706697, 1710326, 1710437, 1714067, 1714180, 1802904, 1803050, 1806563, 1806708;287, 644, 291, 303, 645, 657, 1000, 1012, 1354, 1366, 273, 284, 759, 770, 1103, 1112, 1438, 1447, 307, 322, 703, 718, 1099, 1114, 1495, 1510, 1416, 1434, 1796, 1814;"{""total_rows"":30,""count_ok_importar"":30,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000001270;BUSHING;C 32 X 36 X 20;36.900 g C 32 X 36 X 20 ISO4379;import;qa_ok_importar_found;true;32;12V4000M53, 12V4000M70, 16V4000M73, 16V4000M73L, 20V4000M93;1200501, 1200505, 1203644, 1203648, 1900427, 1900431, 1902867, 1902871, 1400515, 1400520, 1403684, 1403688, 1406853, 1406857, 1410031, 1410035, 1500393, 1500399, 1503599, 1503605, 1506062, 1506068, 1508550, 1508556, 1700509, 1700513, 1704259, 1704263, 1707999, 1708003, 1711739, 1711743;85, 86, 440, 441, 88, 89, 427, 428, 91, 92, 445, 446, 799, 800, 1154, 1155, 78, 79, 563, 564, 908, 909, 1251, 1252, 90, 485, 486, 881, 882, 1277, 1278;"{""total_rows"":32,""count_ok_importar"":32,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000001393;COUNTERSUNK HD SCREW;M 4 X 8;0.001 KGM;import;qa_ok_importar_found;true;5;12V4000M53, 12V4000M70, 16V4000M73L, 16V4000M90;1206680, 1905317, 1503161, 1511391, 1602817;827, 799, 477, 1674, 405;"{""total_rows"":5,""count_ok_importar"":5,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000001444;HEX SCREW;M 6 X 20;0.006 KGM;import;qa_ok_importar_found;true;35;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1100060, 1201093, 1204232, 1900166, 1902606, 1401090, 1402808, 1404259, 1405977, 1407428, 1409155, 1410606, 1412358, 1500897, 1502334, 1504104, 1505371, 1506567, 1507864, 1509051, 1510354, 1701223, 1703336, 1704963, 1707076, 1708703, 1710816, 1712452, 1714556, 1801185, 1801542, 1801552, 1804791, 1805148, 1805158;31, 151, 506, 43, 382, 162, 330, 516, 684, 870, 1039, 1225, 1393, 149, 342, 635, 804, 980, 1147, 1321, 1482, 170, 367, 566, 763, 962, 1159, 1358, 1555, 1267, 1298, 1644, 1675;"{""total_rows"":35,""count_ok_importar"":35,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000001463;HEX SCREW;M 8 X 80;0.03 KGM;import;qa_ok_importar_found;true;30;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1200267, 1200765, 1203411, 1203903, 1400270, 1402197, 1403439, 1405366, 1406608, 1408544, 1409786, 1411722, 1500178, 1501818, 1503384, 1505025, 1505847, 1507488, 1508334, 1509976, 1700171, 1703916, 1707656, 1711396, 1800169, 1802107, 1802116, 1803740, 1805766, 1805775;42, 112, 397, 467, 44, 271, 398, 625, 752, 980, 1107, 1334, 33, 252, 518, 738, 863, 1083, 1206, 1419, 40, 436, 832, 1228, 1142, 1358, 1515, 1738;"{""total_rows"":30,""count_ok_importar"":30,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000001464;HEX SCREW;M 10 X 30;0.025 KGM;import;qa_ok_importar_found;true;153;12V4000M40A, 12V4000M53, 12V4000M70, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1100061, 1200083, 1200160, 1201015, 1201054, 1201521, 1201541, 1201566, 1201694, 1201701, 1202426, 1202466, 1202475, 1203226, 1203302, 1204154, 1204193, 1204660, 1204680, 1204705, 1204833, 1204840, 1205586, 1205626, 1205635, 1901593, 1901601, 1903980, 1903988, 1400086, 1400175, 1400792, 1401122, 1401127, 1401845, 1401852, 1402339, 1402859, 1402874, 1402891, 1403121, 1403258, 1403345, 1403961, 1404291, 1404296, 1405014, 1405021, 1405508, 1406028, 1406043, 1406060, 1406290, 1406427, 1406514, 1407130, 1407460, 1407465, 1408192, 1408199, 1408686, 1409206, 1409221, 1409238, 1409468, 1409605, 1409692, 1410308, 1410638, 1410643, 1411371, 1411379, 1411885, 1412409, 1412424, 1412441, 1412671, 1500054, 1500123, 1500620, 1500930, 1501546, 1502380, 1502587, 1503260, 1503329, 1503826, 1504137, 1504753, 1505417, 1505624, 1505723, 1505792, 1506289, 1506600, 1507216, 1507910, 1508117, 1508210, 1508279, 1508777, 1509084, 1509704, 1510400, 1510606, 1700777, 1701157, 1701165, 1701186, 1701259, 1702339, 1702757, 1703403, 1703614, 1703659, 1704523, 1704897, 1704905, 1704926, 1704999, 1706079, 1706497, 1707143, 1707354, 1707399, 1708263, 1708637, 1708645, 1708666, 1708739, 1709819, 1710237, 1710883, 1711094, 1711139, 1712006, 1712386, 1712394, 1712415, 1712487, 1713563, 1713980, 1714623, 1714834, 1714879, 1800750, 1801152, 1801223, 1802391, 1804356, 1804758, 1804829, 1806050;98, 30, 40, 145, 149, 213, 223, 304, 385, 395, 500, 504, 568, 578, 667, 236, 573, 32, 43, 131, 167, 241, 282, 331, 355, 386, 397, 485, 521, 595, 636, 685, 709, 740, 751, 839, 875, 950, 991, 1040, 1064, 1095, 1106, 1194, 1230, 1304, 1345, 1394, 1418, 21, 117, 153, 229, 343, 363, 506, 517, 602, 639, 715, 805, 825, 851, 862, 947, 984, 1060, 1148, 1168, 1205, 1290, 1325, 1397, 1483, 1503, 130, 175, 279, 298, 368, 391, 392, 526, 563, 571, 675, 694, 764, 787, 788, 922, 959, 967, 1071, 1090, 1160, 1183, 1184, 1318, 1355, 1363, 1467, 1486, 1556, 1579, 1580, 1265, 1273, 1387, 1607, 1642, 1650, 1767;"{""total_rows"":153,""count_ok_importar"":153,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
000000001465;HEX SCREW;M 10 X120;78.200 g M 10 X120 ISO4014;import;qa_ok_importar_found;true;22;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;1202198, 1205337, 1402121, 1405290, 1408468, 1411647, 1501938, 1505145, 1507608, 1510097, 1700181, 1702320, 1703925, 1706060, 1707665, 1709800, 1711405, 1713544, 1800178, 1802369, 1803749, 1806028;264, 619, 267, 621, 976, 1330, 263, 749, 1094, 1430, 40, 276, 436, 672, 832, 1068, 1228, 1464, 1142, 1384, 1515, 1764;"{""total_rows"":22,""count_ok_importar"":22,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
