Id;fecha_version;POS;designation;engine;model_type;type;pn;nsn;GESA_NORM;GESA_NORMALIZADO;fg_code;fg_description;fg_code_description;weight;weight_txt;measurement;TIPOARTICULO;PAG;BOM_no;esquema_general;exp_motor;exp_categorias;atributo;SUST_TIPO;new_pn_relacionado;old_pn_relacionados;EN_EXCEL_SUSTITUCION;ruta_foto;exp_imagenes
RB-16V4000M73-001695;;30;O-RING;16V4000M73;16VM73;;11.03487-0004;5331123075319;;;183;OIL FILTRATION/COOLING;183 OIL FILTRATION/COOLING;0.011 KGM;0.011 KGM;A 120 X 4;;227;180.00189;16V4000M73-0227-01.webp;16V4000M73;16VM73-183;;Superseded;700429120000;8699970334, 000N13190/1, 11.03487-0004, 700294120001;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0227-01-30.webp
RB-12V4000M53-001973;;3420;WASHER A COP;12V4000M53;12VM53;;11.20087-2025;5330121564520;;;200;COOLANT SYSTEM;200 COOLANT SYSTEM;0.001 KGM;0.001 KGM;A 12 X 16;;240;XS594200.00156;;12V4000M53;12VM53-200;;Superseded;007603012102;000N05155/1, 0009970344, 11.20087-2025, 06.56190-0703, 06561900703;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000353;;55;SEAL RING;12V4000M40A;12VM40A;;11.20087-2026;5330121564522;;;;;;0.001 KGM;0.001 KGM;A 14 X 18;;65;5240106920;12V4000M40A-0065-01.webp;12V4000M40A;;;Superseded;007603014102;06.56190-0705, 11.20087-2026, 007603014101, XP57220200108, 0019977040, 005001;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-001092;;400;O-RING;12V4000M53;12VM53;;11.20087-2037;5331123096344;;;;;;0.001 KGM;0.001 KGM;A 25 X 2,5;;151;X59412300090;12V4000M53-0151-01.webp;12V4000M53;;;Superseded;700429025001;0634306024, 0079976045, 000N23101/1, 000N05113/1, 000N05120/1, 0019976540, 0019979340, 11.20087-2037, 700294025001;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0151-01-400.webp
RB-12V4000M53-002300;;500;SEALING RING;12V4000M53;12VM53;;11.20087-2070;5330121564783;;;;;;0.002 KGM;0.002 KGM;A 24 X 29;;278;X59320800004;12V4000M53-0278-01.webp;12V4000M53;;;Superseded;007603024106;007603024110, 06.56190-0722, 11.20087-2070;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0278-01-500.webp
RB-12V4000M40A-000648;;50;WASHER A COP;12V4000M40A;12VM40A;;11.20087-2902;5330121564523;;;86;LEAK-OFF FUEL LINE / FUEL RETURN;86 LEAK-OFF FUEL LINE / FUEL RETURN;0.002 KGM;0.002 KGM;A 14 X 20;;115;080.00270;12V4000M40A-0115-01.webp;12V4000M40A;12VM40A-86;;Superseded;007603014106;007603014401, 2916710610, 007603014403, 06.56190-1706, 06.56190-0706, 06.56504-0127, 11.20087-2902, 06561900706;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000814;;1050;SCREWED PLUG;12V4000M40A;12VM40A;;11.20095-2024;5365121463984;;;120;AIR SYSTEM / AIR DUCTING;120 AIR SYSTEM / AIR DUCTING;0.006 KGM;0.006 KGM;M 10 X 1;;135;XS526120.00007;12V4000M40A-0134-01.webp, 12V4000M40A-0134-02.webp;12V4000M40A;12VM40A-120;;Superseded;000908010002;0009971632, 06.08040-0101, 11.20095-2024, X00032037, 000908010000;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-16V4000M73-002448;;150;GASKET;16V4000M73;16VM73;;11.32087-0004;5330123866826;;;207;RAW WATER PUMP WITH CONNECTIONS;207 RAW WATER PUMP WITH CONNECTIONS;0.012 KGM;0.012 KGM;;;293;XS596200.00008;16V4000M73-0292-01.webp, 16V4000M73-0292-02.webp;16V4000M73;16VM73-207;;Superseded;5929975449;11.32087-0004;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0292-02-150.webp
RB-12V4000M40A-001474;;1800;O-RING;12V4000M40A;12VM40A;;11.32287-2006;5331121879885;;;200;COOLANT SYSTEM;200 COOLANT SYSTEM;0.014 KGM;0.014 KGM;A 100 X 5;;231;X00030235;12V4000M40A-0229-01.webp, 12V4000M40A-0229-02.webp, 12V4000M40A-0230-01.webp;12V4000M40A;12VM40A-200;;Superseded;700429100000;614D15702/1, 11.32287-2006, 700294100000;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-000457;;50;O-RING;12V4000M53;12VM53;;11.35002-2046;5331124000741;;;;;;0.001 KGM;0.001 KGM;D 39,2 X 3;;76;X52404100208;12V4000M53-0076-01.webp;12V4000M53;;;Superseded;735252039000;11.35002-2046, 700294039000, 0009973045, 0009975748, 0029972545, 0019970548, 700429039000;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0076-01-50.webp
RB-12V4000M40A-000659;;115;CLAMP HALF TUBE;12V4000M40A;12VM40A;;11.44086-0055;5340121329079;;;86;LEAK-OFF FUEL LINE / FUEL RETURN;86 LEAK-OFF FUEL LINE / FUEL RETURN;0.023 KGM;0.023 KGM;1/1 D 9 - 10;;115;080.00270;12V4000M40A-0115-01.webp;12V4000M40A;12VM40A-86;;Superseded;700325010100;11.44086-0055;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000662;;130;CLAMP HALF TUBE 2/1 D9-10;12V4000M40A;12VM40A;;11.44086-0077;5340123768089;;;86;LEAK-OFF FUEL LINE / FUEL RETURN;86 LEAK-OFF FUEL LINE / FUEL RETURN;0.033 KGM;0.033 KGM;2/1 D 9 - 10;;115;080.00270;12V4000M40A-0115-01.webp;12V4000M40A;12VM40A-86;;Superseded;700325010103;11.44086-0077;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-001119;;10;HOSE;12V4000M40A;12VM40A;;11.44708-0003;4720123437734;;;180;LUBRICATING OIL SYSTEM;180 LUBRICATING OIL SYSTEM;1.025 KGM;1.025 KGM;1SC 25 CC 400;;185;XS527180.00014;12V4000M40A-0185-01.webp;12V4000M40A;12VM40A-180;;Superseded;735038025102;11.44708-0003, 700160025801, 700160025700, 700160025800, 700160025200, 700160025107, 735038025200;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-002028;;200;DISC SPRING;12V4000M40A;12VM40A;;22X11X1.2;5310123894462;;;;;;0.003 KGM;0.003 KGM;22 X 11 X 1,2;;308;0202500001/30;12V4000M40A-0308-01.webp;12V4000M40A;;;Superseded;8699930063;22X11X1.2;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-002504;;110;BATTERY;12V4000M40A;12VM40A;;93.27051-0502;6135995737965;;;;;;0.009 KGM;0.009 KGM;D=25,4X7,7, KNOPFZELLE_3V,;;370;X00E50203600;12V4000M40A-0370-01.webp;12V4000M40A;;;Superseded;0005325752;93.27051-0502, 93270510502;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000469;;185;O-RING;12V4000M40A;12VM40A;;111A80001/1;5331123642268;;;77;INJECTION LINE / HP FUEL LINE;77 INJECTION LINE / HP FUEL LINE;0.001 KGM;0.001 KGM;A 16 X 3;;92;070.00058;12V4000M40A-0091-01.webp, 12V4000M40A-0091-02.webp;12V4000M40A;12VM40A-77;;Superseded;700429016003;111A80001/1, 700294016000;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000212;;5;O-RING;12V4000M40A;12VM40A;;111C62003/1;5331123360827;;;;;;0.003 KGM;0.003 KGM;A 37,7 X 3,53;;40;0001800015;12V4000M40A-0040-01.webp;12V4000M40A;;;Superseded;700429037000;111C62003/1, 111L62003/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-001061;;1470;O-RING;12V4000M53;12VM53;;111C62006/1;5331123756325;;;123;AIR SYSTEM;123 AIR SYSTEM;0.001 KGM;0.001 KGM;A 15,5 X 4,5;;149;XS526120.00050;12V4000M53-0148-01.webp, 12V4000M53-0148-02.webp;12V4000M53;12VM53-123;;Superseded;700429015001;111C62006/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0148-02-1470.webp
RB-12V4000M40A-001663;;65;FITTING TEE;12V4000M40A;12VM40A;;111L01009/1;4730121315858;;;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;0.252 KGM;0.252 KGM;DN 20 / M30X1,5;;252;200.00597;12V4000M40A-0252-01.webp;12V4000M40A;12VM40A-202;;Superseded;5569970974;111L01009/1, 007619020001, 007619020000;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000009;;80;VALVE DRAIN;12V4000M40A;12VM40A;;111L37701/1;4820123372715;;;11;CRANKCASE;11 CRANKCASE;0.125 KGM;0.125 KGM;;;13;010.00475;12V4000M40A-0012-01.webp, 12V4000M40A-0012-02.webp;12V4000M40A;12VM40A-11;;Superseded;0049976736;06.93160-0120, 071401018200, 111L37701/1, 5509970036, 0009970436;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/0049976736.jpeg;0049976736.jpeg, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/0049976736.jpeg
RB-12V4000M40A-002725;;265;LEAD SEAL;12V4000M40A;12VM40A;;111L61005/1;5340121322748;;;;;;0.001 KGM;0.001 KGM;;;404;5275307654;12V4000M40A-0404-01.webp;12V4000M40A;;;Superseded;0009880270;115L61005/1, 0009880370, 111L61005/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000212;;5;O-RING;12V4000M40A;12VM40A;;111L62003/1;5331123360827;;;;;;0.003 KGM;0.003 KGM;A 37,7 X 3,53;;40;0001800015;12V4000M40A-0040-01.webp;12V4000M40A;;;Superseded;700429037000;111C62003/1, 111L62003/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000496;;220;PLUG;12V4000M40A;12VM40A;;111M03001/1;5365012542336;;;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";0.049 KGM;0.049 KGM;M 18 X 1,5;;97;XS527080.00011;12V4000M40A-0097-01.webp;12V4000M40A;12VM40A-80;;Superseded;000910018003;28209972130/0, 06.08062-0105, 000910018002, 111M03001/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-20V4000M93-014767;;420;CLAMP;20V4000M93;20VM93;;111M68002/1;5340121452132;;;;;;0.01 KGM;0.01 KGM;BRSGU 12/15;;1586;B00E50201528/S0002;20V4000M93-1585-01.webp;20V4000M93;;;Superseded;916016012200;111M68002/1, 0009952101;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-1585-01-420.webp
RB-12V4000M40A-001348;;670;SCREW-FITTING UNION;12V4000M40A;12VM40A;;111P14001/1;4730121580957;;;188;CONNECTING HARDWARE FOR ENGINE OIL SUPPLY;188 CONNECTING HARDWARE FOR ENGINE OIL SUPPLY;0.157 KGM;0.157 KGM;28 G 1 A;;220;X00024195;12V4000M40A-0220-01.webp;12V4000M40A;12VM40A-188;;Superseded;700419999018;8209970071, 28209970071/0, 111P14001/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-003110;;410;CLAMP;12V4000M53;12VM53;;111P50009/1;5340121430054;;;;;;0.009 KGM;0.009 KGM;BRSGU 10/15;;362;B00E50201528/S0002;12V4000M53-0362-01.webp;12V4000M53;;;Superseded;916016010201;111P50009/1, 0009951201;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0362-01-410.webp
RB-12V4000M40A-000472;;205;CLAMP HALF TUBE 1/1 D9-22;12V4000M40A;12VM40A;;112M82005/1;5340121440735;;;77;INJECTION LINE / HP FUEL LINE;77 INJECTION LINE / HP FUEL LINE;0.048 KGM;0.048 KGM;1/1 D 9 - 22;;92;070.00058;12V4000M40A-0091-01.webp, 12V4000M40A-0091-02.webp;12V4000M40A;12VM40A-77;;Superseded;700325022100;124M82008/1, 112M82005/1, 114M47006/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-001999;;400;NUT HEX;12V4000M40A;12VM40A;;114A11002/1;5310121658684;;;;;;0.015 KGM;0.015 KGM;M 12;;304;X00025824;12V4000M40A-0304-01.webp;12V4000M40A;;;Superseded;000934012010;114A11002/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-002232;;3150;WASHER;12V4000M53;12VM53;;114K73004/1;5310121457274;;;206;COOLANT PIPEWORK WITH THERMOSTAT;206 COOLANT PIPEWORK WITH THERMOSTAT;0.011 KGM;0.011 KGM;10,5;;265;XS594200.00073;12V4000M53-0263-01.webp, 12V4000M53-0263-02.webp, 12V4000M53-0264-01.webp;12V4000M53;12VM53-206;;Superseded;007349010001;114K73004/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0264-01-3150.webp
RB-12V4000M40A-000472;;205;CLAMP HALF TUBE 1/1 D9-22;12V4000M40A;12VM40A;;114M47006/1;5340121440735;;;77;INJECTION LINE / HP FUEL LINE;77 INJECTION LINE / HP FUEL LINE;0.048 KGM;0.048 KGM;1/1 D 9 - 22;;92;070.00058;12V4000M40A-0091-01.webp, 12V4000M40A-0091-02.webp;12V4000M40A;12VM40A-77;;Superseded;700325022100;124M82008/1, 112M82005/1, 114M47006/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-001974;;3440;CONNECTOR 8/4;12V4000M53;12VM53;;114M68014/1;4730123116521;;;200;COOLANT SYSTEM;200 COOLANT SYSTEM;0.03 KGM;0.03 KGM;8 / 4;;240;XS594200.00156;;12V4000M53;12VM53-200;;Superseded;915007008003;915007008000, 114M68014/1, 28391870237/0;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-16V4000M90-000760;;60;PLUG;16V4000M90;16VM90;;115A09060/1;5365123376633;;;;;;0.009 KGM;0.009 KGM;A M 10 X 1;;124;X00039852;16V4000M90-0124-01.webp;16V4000M90;;;Superseded;007604010102;06.08092-0102, 115A09060/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0124-01-60.webp
RB-12V4000M53-001288;;150;WASHER A COP;12V4000M53;12VM53;;115C55003/1;5330121564521;;;;;;0.001 KGM;0.001 KGM;A 12 X 18;;172;X59414300006;12V4000M53-0172-01.webp;12V4000M53;;;Superseded;007603012106;06.56190-0704, 115C55003/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0172-01-150.webp
RB-12V4000M40A-001757;;815;WASHER A COP;12V4000M40A;12VM40A;;115C63010/1;5330121564530;;;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;0.003 KGM;0.003 KGM;A 22 X 29;;258;200.00600;12V4000M40A-0256-01.webp, 12V4000M40A-0256-02.webp, 12V4000M40A-0257-01.webp;12V4000M40A;12VM40A-202;;Superseded;007603022105;06.56190-0719, 115C63010/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-002725;;265;LEAD SEAL;12V4000M40A;12VM40A;;115L61005/1;5340121322748;;;;;;0.001 KGM;0.001 KGM;;;404;5275307654;12V4000M40A-0404-01.webp;12V4000M40A;;;Superseded;0009880270;115L61005/1, 0009880370, 111L61005/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-001477;;15;O-RING;12V4000M53;12VM53;;115L63014/1;5331123197009;;;183;OIL FILTRATION/COOLING;183 OIL FILTRATION/COOLING;0.005 KGM;0.005 KGM;A 42 X 4;;204;180.00268;12V4000M53-0204-01.webp;12V4000M53;12VM53-183;;Superseded;700429042002;115L63014/1, 700294042004;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0204-01-15.webp
RB-12V4000M40A-000279;;35;O-RING;12V4000M40A;12VM40A;;121M01007/1;5331123625458;;;35;CRANKSHAFT, PTO ON AUX PTO END;35 CRANKSHAFT, PTO ON AUX PTO END;0.001 KGM;0.001 KGM;A 21 X 3;;50;030.00387;12V4000M40A-0050-01.webp;12V4000M40A;12VM40A-35;;Superseded;700429021002;121M01007/1, 20029972145/0;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000472;;205;CLAMP HALF TUBE 1/1 D9-22;12V4000M40A;12VM40A;;124M82008/1;5340121440735;;;77;INJECTION LINE / HP FUEL LINE;77 INJECTION LINE / HP FUEL LINE;0.048 KGM;0.048 KGM;1/1 D 9 - 22;;92;070.00058;12V4000M40A-0091-01.webp, 12V4000M40A-0091-02.webp;12V4000M40A;12VM40A-77;;Superseded;700325022100;124M82008/1, 112M82005/1, 114M47006/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000506;;430;CLAMP HALF TUBE 1/1 D11-22;12V4000M40A;12VM40A;;132M19002/1;5340123570286;;;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";0.044 KGM;0.044 KGM;1/1 D11 - 22;;97;XS527080.00011;12V4000M40A-0097-01.webp;12V4000M40A;12VM40A-80;;Superseded;700325022114;5909954268, 132M19002/1, 135M19028/1, 5909958186;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000928;;70;O-RING;12V4000M40A;12VM40A;;135A31007/1;5331121786404;;;143;CARRIER HOUSING;143 CARRIER HOUSING;0.003 KGM;0.003 KGM;A 35,5 X 4;;157;140.00233;12V4000M40A-0157-01.webp;12V4000M40A;12VM40A-143;;Superseded;700429035000;135A31007/1, 0079971345, 0079975445;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000077;;15;GASKET;12V4000M40A;12VM40A;;135C06003/1;5330123248743;;;14;OIL PAN;14 OIL PAN;0.003 KGM;0.003 KGM;;;22;180.00057;12V4000M40A-0021-01.webp, 12V4000M40A-0021-02.webp;12V4000M40A;12VM40A-14;;Superseded;5602030280;136M25002/1, 135C06003/1, 5602030080, 8469970479, X599010-108968;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000515;;550;CLAMP HALF TUBE 1/1 D9-15;12V4000M40A;12VM40A;;135D06014/1;5340121329080;;;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";0.034 KGM;0.034 KGM;1/1 D 9 - 15;;98;XS527080.00011;12V4000M40A-0097-01.webp;12V4000M40A;12VM40A-80;;Superseded;700325015100;135D06014/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-002272;;300;PIPE CLAMP HALF;12V4000M53;12VM53;;135M19025/1;5340121467164;;;208;COOLANT EXPANSION TANK;208 COOLANT EXPANSION TANK;0.052 KGM;0.052 KGM;1/1 D11 - 28;;276;XS593200.00015;12V4000M53-0276-01.webp;12V4000M53;12VM53-208;;Superseded;700325028105;135M19025/1, 5509950668;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0276-01-300.webp
RB-12V4000M53-001845;;280;CLAMP HALF TUBE 1/1 D11-12;12V4000M53;12VM53;;135M19026/1;5340123639933;;;200;COOLANT SYSTEM;200 COOLANT SYSTEM;0.022 KGM;0.022 KGM;1/1 D11 - 12;;238;XS594200.00156;;12V4000M53;12VM53-200;;Superseded;700325012111;5909952468, 135M19026/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-001854;;480;CLAMP HALF TUBE 1/1 D11-15;12V4000M53;12VM53;;135M19027/1;5340121923418;;;200;COOLANT SYSTEM;200 COOLANT SYSTEM;0.031 KGM;0.031 KGM;1/1 D11 - 15;;238;XS594200.00156;;12V4000M53;12VM53-200;;Superseded;700325015110;5909953268, 135M19027/1, 5849954868;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000506;;430;CLAMP HALF TUBE 1/1 D11-22;12V4000M40A;12VM40A;;135M19028/1;5340123570286;;;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";0.044 KGM;0.044 KGM;1/1 D11 - 22;;97;XS527080.00011;12V4000M40A-0097-01.webp;12V4000M40A;12VM40A-80;;Superseded;700325022114;5909954268, 132M19002/1, 135M19028/1, 5909958186;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-000732;;360;STRAP 75 X20;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53, 16VM73, 16VM73L, 20VM93, 20VM93L;;135M55009/1;5340124002863;;;80;;80;0.06 KGM;0.06 KGM;;;111, 117, 130, 131, 466, 485, 526, 602, 839, 922, 947, 1194, 1230, 1290, 1318, 1607;XS594080.00041;12V4000M53-0110-01.webp, 12V4000M53-0110-02.webp, 12V4000M53-0465-01.webp, 12V4000M53-0465-02.webp, 16V4000M73-0131-01.webp, 16V4000M73-0485-01.webp, 16V4000M73-0839-01.webp, 16V4000M73-1194-01.webp, 16V4000M73L-0117-01.webp, 16V4000M73L-0602-01.webp, 16V4000M73L-0947-01.webp, 16V4000M73L-1290-01.webp, 20V4000M93-0130-01.webp, 20V4000M93-0526-01.webp, 20V4000M93-0922-01.webp, 20V4000M93-1318-01.webp, 20V4000M93L-1230-01.webp, 20V4000M93L-1607-01.webp;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53-80, 16VM73-86, 16VM73L-86, 20VM93-86, 20VM93L-86;;Superseded;136M55056/1;135M55009/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0110-01-360.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0465-01-360.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0131-01-190.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0485-01-190.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0839-01-190.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-1194-01-190.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0117-01-190.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0602-01-190.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-0947-01-190.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73L-1290-01-190.webp
RB-12V4000M40A-000502;;280;UNION 20G 3/4 A;12V4000M40A;12VM40A;;136L79002/1;4730121327144;;;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";0.08 KGM;0.08 KGM;22 G 3/4 A;;97;XS527080.00011;12V4000M40A-0097-01.webp;12V4000M40A;12VM40A-80;;Superseded;700419999001;636C05011/1, 636C05003/1, 136L79002/1;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000077;;15;GASKET;12V4000M40A;12VM40A;;136M25002/1;5330123248743;;;14;OIL PAN;14 OIL PAN;0.003 KGM;0.003 KGM;;;22;180.00057;12V4000M40A-0021-01.webp, 12V4000M40A-0021-02.webp;12V4000M40A;12VM40A-14;;Superseded;5602030280;136M25002/1, 135C06003/1, 5602030080, 8469970479, X599010-108968;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-001180;;155;HEX SCREW;12V4000M40A;12VM40A;;197Y00001/1;5305123465213;;;181;LUBE OIL PUMP AND DRIVE;181 LUBE OIL PUMP AND DRIVE;0.033 KGM;0.033 KGM;M 8 X 80;;195;X00010483;12V4000M40A-0194-01.webp, 12V4000M40A-0194-02.webp;12V4000M40A;12VM40A-181;;Superseded;304014008032;197Y00001/1, 000931008116, 000931008228;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000507;;440;HEX SCREW;12V4000M40A;12VM40A;;197Y00004/1;5305123545430;;;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";0.039 KGM;0.039 KGM;M 10 X 60;;97;XS527080.00011;12V4000M40A-0097-01.webp;12V4000M40A;12VM40A-80;;Superseded;304017010051;197Y00004/1, 000931010212, 000931010102, 000933010193, 000931010271, 9909903417;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M40A-000017;;140;HEX SCREW;12V4000M40A;12VM40A;;197Y00007/1;5305121428231;;;11;CRANKCASE;11 CRANKCASE;0.061 KGM;0.061 KGM;M 10 X 90;;13;010.00475;12V4000M40A-0012-01.webp, 12V4000M40A-0012-02.webp;12V4000M40A;12VM40A-11;;Superseded;000931010237;197Y00007/1, 000931010141;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
RB-12V4000M53-000094;;600;HEX SCREW;12V4000M53;12VM53;;197Y00008/1;5305121564940;;;14;OIL PAN;14 OIL PAN;0.064 KGM;0.064 KGM;M 10 X100;;31;X00027259;12V4000M53-0031-01.webp;12V4000M53;12VM53-14;;Superseded;000931010315;914007010031, 06010133225, 06.01013-3225, 197Y00008/1, 000931010348, 000931010146, 06.01013-1225;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0031-01-600.webp
RB-12V4000M40A-001799;;115;HEX SCREW;12V4000M40A;12VM40A;;197Y00009/1;5305123713818;;;206;COOLANT PIPEWORK WITH THERMOSTAT;206 COOLANT PIPEWORK WITH THERMOSTAT;0.081 KGM;0.081 KGM;M 10 X120;;267;200.00120;12V4000M40A-0267-01.webp;12V4000M40A;12VM40A-206;;Superseded;000931010247;197Y00009/1, 000931010161;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/01/sin_imagen.jpeg
