model,id,category,pn_final,pos_final,designation_final,source_page,fg_fgs_final,qa_revision_estado,qa_revision_accion
12V4000M40A,1100055,missing_uncategorized,3000 000000001039 BOLT HEX A3C,3000,,332,507-98,ok,importar
12V4000M40A,1100059,missing_uncategorized,5000 000000001076 BOLT A3C,5000,,332,507-98,ok,importar
12V4000M40A,1100067,missing_uncategorized,4450 000000003020 BOLT HEX A3C,4450,,332,507-98,ok,importar
12V4000M40A,1100071,missing_pending_revision,3950 000000003326 HEX SCREW,3950,,332,507-98,ok,copia
12V4000M40A,1100079,missing_uncategorized,7050 000000004390 BOLT A3C,7050,,333,507-98,ok,importar
12V4000M40A,1100080,missing_pending_revision,4800 000000004745 HEX SCREW,4800,,332,507-98,ok,copia
12V4000M40A,1100438,missing_pending_revision,1300 000084005196 SCREW,1300,,331,507-98,ok,copia
12V4000M40A,1100467,missing_pending_revision,1400 000125005322 WASHER,1400,,331,507-98,ok,copia
12V4000M40A,1100481,missing_pending_revision,1000 000125006431 WASHER,1000,,331,507-98,ok,copia
12V4000M40A,1100500,missing_pending_revision,5500 000125008427 WASHER,5500,,332,507-98,ok,copia
12V4000M40A,1100520,missing_pending_revision,3050 000125010524 WASHER,3050,,332,507-98,ok,copia
12V4000M40A,1100723,missing_uncategorized,1500 000933010035 HEX BOLT,1500,,331,507-98,ok,importar
12V4000M40A,1100727,missing_uncategorized,3850 000933010092 BOLT HEX,3850,,332,507-98,ok,importar
12V4000M40A,1100793,missing_pending_revision,1450 000934005004 NUT HEX,1450,,331,507-98,ok,copia
12V4000M40A,1100809,missing_pending_revision,4600 000934006006 NUT HEX,4600,,332,507-98,ok,copia
12V4000M40A,1100824,missing_pending_revision,3250 000934008008 NUT HEX,3250,,332,507-98,ok,copia
12V4000M40A,1100828,missing_pending_revision,6850 000934010005 NUT HEX,6850,,333,507-98,ok,copia
12V4000M40A,1100942,missing_pending_revision,5119950048,145,CLAMP,121,101-01,ok,copia
12V4000M40A,1100943,missing_pending_revision,5119950048,145,CLAMP,127,101-89,ok,copia
12V4000M40A,1101554,missing_pending_revision,1350 007349005002 WASHER,1350,,331,507-98,ok,copia
12V4000M40A,1101563,missing_pending_revision,2750 007349008002 WASHER,2750,,332,507-98,ok,copia
12V4000M40A,1101566,missing_pending_revision,1550 007349010002 WASHER,1550,,331,507-98,ok,copia
12V4000M40A,1101734,missing_pending_revision,1600 009021010201 WASHER,1600,,332,507-98,ok,copia
12V4000M40A,1101779,missing_pending_revision,4550 204017006007 HEX SCREW,4550,,332,507-98,ok,copia
12V4000M40A,1101780,missing_uncategorized,3550 204017008009 BOLT,3550,,332,507-98,ok,importar
12V4000M40A,1101781,missing_uncategorized,6300 204017010021 BOLT A3C,6300,,333,507-98,ok,importar
12V4000M40A,1101828,missing_uncategorized,2400 304017008077 BOLT HEX A3C S2000/4000,2400,,332,507-98,ok,importar
12V4000M40A,1101859,missing_uncategorized,2700 304017008083 BOLT HEX A3C,2700,,332,507-98,ok,importar
12V4000M40A,1101866,missing_uncategorized,4700 304017008084 BOLT HEX A3C,4700,,332,507-98,ok,importar
12V4000M40A,1101895,missing_uncategorized,5100 304017008087 BOLT HEX,5100,,332,507-98,ok,importar
12V4000M40A,1102354,missing_pending_revision,5400 916016008202 CLAMP,5400,,332,507-98,ok,copia
12V4000M40A,1102617,missing_pending_revision,2600 X52450700014 RETAINER F. WIRING HARNESS,2600,,332,507-98,ok,copia
12V4000M40A,1102619,missing_pending_revision,2450 X52450700017 RETAINER F. WIRING HARNESS,2450,,332,507-98,ok,copia
12V4000M40A,1102620,missing_pending_revision,2650 X52450700020 RETAINER F. WIRING HARNESS,2650,,332,507-98,ok,copia
12V4000M40A,1102621,missing_pending_revision,2350 X52450700024 RETAINER F. WIRING HARNESS,2350,,332,507-98,ok,copia
12V4000M40A,1102622,missing_pending_revision,6700 X52450700025 RETAINER F. WIRING HARNESS,6700,,333,507-98,ok,copia
12V4000M40A,1102623,missing_pending_revision,7000 X52450700026 RETAINER F. WIRING HARNESS,7000,,333,507-98,ok,copia
12V4000M40A,1102624,missing_pending_revision,6350 X52450700027 RETAINER F. WIRING HARNESS,6350,,333,507-98,ok,copia
12V4000M40A,1102625,missing_pending_revision,X52450700028,6200,RETAINER             F. WIRING HARNESS,333,507-98,ok,copia
12V4000M40A,1102626,missing_pending_revision,2950 X52450700029 RETAINER F. WIRING HARNESS,2950,,332,507-98,ok,copia
12V4000M40A,1102627,missing_pending_revision,4200 X52450700030 RETAINER F. WIRING HARNESS,4200,,332,507-98,ok,copia
12V4000M40A,1102628,missing_pending_revision,3150 X52450700032 RETAINER F. WIRING HARNESS,3150,,332,507-98,ok,copia
12V4000M40A,1102643,missing_uncategorized,4150 X59450700011 BRACKET WIRING HARNESS,4150,,332,507-98,ok,importar
12V4000M53,1200172,missing_with_errors,XP57518300057,2150,RETAINER,40,018-00,pendiente,revisar
12V4000M53,1200172,missing_pending_revision,XP57518300057,2150,RETAINER,40,018-00,pendiente,revisar
12V4000M53,1200176,missing_with_errors,XP57518300057,2350,RETAINER,40,018-00,pendiente,revisar
12V4000M53,1200176,missing_pending_revision,XP57518300057,2350,RETAINER,40,018-00,pendiente,revisar
12V4000M53,1200195,missing_uncategorized,3000 700429043000,3350,,40,018-00,ok,importar
12V4000M53,1200459,missing_pending_revision,X52404100208,10,"50,000 kg EM",74,041-05,ok,copia
12V4000M53,1200459,missing_probably_merged,X52404100208,10,"50,000 kg EM",74,041-05,ok,copia
12V4000M53,1201293,missing_without_assets,204017010024,180,HEX SCREW,176,145-05,ok,importar
12V4000M53,1201293,missing_probably_merged,204017010024,180,HEX SCREW,176,145-05,ok,importar
12V4000M53,1201301,missing_pending_revision,204017010024,180,HEX SCREW,176,145-05,ok,copia
12V4000M53,1201301,missing_without_assets,204017010024,180,HEX SCREW,176,145-05,ok,copia
12V4000M53,1201301,missing_probably_merged,204017010024,180,HEX SCREW,176,145-05,ok,copia
12V4000M53,1201342,missing_probably_merged,0021804101,100,OIL PUMP,186,181-05,ok,importar
12V4000M53,1201347,missing_pending_revision,0021804101,100,OIL PUMP,186,181-05,ok,copia
12V4000M53,1201347,missing_probably_merged,0021804101,100,OIL PUMP,186,181-05,ok,copia
12V4000M53,1201516,missing_with_errors,37303170,3360,0 150 4100 370 0,212,185-05,pendiente,revisar
12V4000M53,1201516,missing_pending_revision,37303170,3360,0 150 4100 370 0,212,185-05,pendiente,revisar
12V4000M53,1201843,missing_without_assets,1020 X52899100028 NIPPLE,1020,,238,200-00,ok,importar
12V4000M53,1201844,missing_without_assets,700325015100 CLAMP HALF TUBE 1/1 D9-15,1060,,238,200-00,ok,importar
12V4000M53,1201845,missing_without_assets,700327010000 GROMMET,1080,,238,200-00,ok,importar
12V4000M53,1201846,missing_without_assets,1100 304017008084 HEX SCREW,1100,,238,200-00,ok,importar
12V4000M53,1201847,missing_without_assets,1120 304017008089 HEX SCREW,1120,,238,200-00,ok,importar
12V4000M53,1201849,missing_without_assets,1180 000000003924 HEX SCREW,1180,,238,200-00,ok,importar
12V4000M53,1201851,missing_pending_revision,700325015100 CLAMP HALF TUBE 1/1 D9-15,1200,,238,200-00,ok,copia
12V4000M53,1201851,missing_without_assets,700325015100 CLAMP HALF TUBE 1/1 D9-15,1200,,238,200-00,ok,copia
12V4000M53,1201852,missing_pending_revision,700327010000 GROMMET,1220,,238,200-00,ok,copia
12V4000M53,1201852,missing_without_assets,700327010000 GROMMET,1220,,238,200-00,ok,copia
12V4000M53,1201853,missing_without_assets,304017008083 HEX SCREW,1240,,238,200-00,ok,importar
12V4000M53,1201854,missing_without_assets,1280 007603018101 COPPER SEALING RING,1280,,238,200-00,ok,importar
12V4000M53,1201855,missing_without_assets,1300 X59499100499 UNION,1300,,238,200-00,ok,importar
12V4000M53,1201856,missing_without_assets,1302 700223010000 BOLT BANJO A12,1302,,238,200-00,ok,importar
12V4000M53,1201857,missing_without_assets,1305 007603016105 COPPER SEALING RING,1305,,238,200-00,ok,importar
12V4000M53,1201896,missing_without_assets,1310 915006008002 UNION,1310,,239,200-00,ok,importar
12V4000M53,1201897,missing_without_assets,1315 X52899100028 NIPPLE,1315,,239,200-00,ok,importar
12V4000M53,1201898,missing_without_assets,1320 X59420200230 VENT LINE,1320,,239,200-00,ok,importar
12V4000M53,1201900,missing_without_assets,1400 700325015100 CLAMP HALF TUBE 1/1 D9-15,1400,,239,200-00,ok,importar
12V4000M53,1201901,missing_without_assets,1420 700327010000 GROMMET,1420,,239,200-00,ok,importar
12V4000M53,1201902,missing_without_assets,1440 304017008083 HEX SCREW,1440,,239,200-00,ok,importar
12V4000M53,1201903,missing_without_assets,1520 X59520300014 DISTRIBUTOR,1520,,239,200-00,ok,importar
12V4000M53,1201904,missing_without_assets,1540 304017008088 HEX SCREW,1540,,239,200-00,ok,importar
12V4000M53,1201906,missing_without_assets,1570 007349008002 WASHER,1570,,239,200-00,ok,importar
12V4000M53,1201907,missing_without_assets,1580 204017008032 HEX SCREW,1580,,239,200-00,ok,importar
12V4000M53,1201908,missing_without_assets,1600 X59520200139 VENT LINE,1600,,239,200-00,ok,importar
12V4000M53,1201909,missing_without_assets,1620 X59420200175 VENT LINE,1620,,239,200-00,ok,importar
12V4000M53,1201911,missing_without_assets,1680 700325012111 CLAMP HALF TUBE 1/1 D11-12,1680,,239,200-00,ok,importar
12V4000M53,1201912,missing_without_assets,1700 700327008000 GROMMET,1700,,239,200-00,ok,importar
12V4000M53,1201913,missing_without_assets,1720 700325015110 CLAMP HALF TUBE 1/1 D11-15,1720,,239,200-00,ok,importar
12V4000M53,1201914,missing_pending_revision,1420 700327010000 GROMMET,1740,,239,200-00,ok,copia
12V4000M53,1201914,missing_without_assets,1420 700327010000 GROMMET,1740,,239,200-00,ok,copia
12V4000M53,1201915,missing_without_assets,1760 000000003322 HEX SCREW,1760,,239,200-00,ok,importar
12V4000M53,1201916,missing_without_assets,1780 X59420200083 VENT LINE,1780,,239,200-00,ok,importar
12V4000M53,1201917,missing_without_assets,1820 X59599100079 RETAINER,1820,,239,200-00,ok,importar
12V4000M53,1201918,missing_pending_revision,1570 007349008002 WASHER,1840,,239,200-00,ok,copia
12V4000M53,1201918,missing_without_assets,1570 007349008002 WASHER,1840,,239,200-00,ok,copia
12V4000M53,1201919,missing_without_assets,1860 204014008009 HEX SCREW,1860,,239,200-00,ok,importar
12V4000M53,1201920,missing_without_assets,1880 700325012104 CLAMP HALF TUBE 2/1 D9-12,1880,,239,200-00,ok,importar
12V4000M53,1201921,missing_pending_revision,1400 700325015100 CLAMP HALF TUBE 1/1 D9-15,1900,,239,200-00,ok,copia
12V4000M53,1201921,missing_without_assets,1400 700325015100 CLAMP HALF TUBE 1/1 D9-15,1900,,239,200-00,ok,copia
12V4000M53,1201922,missing_pending_revision,1700 700327008000 GROMMET,1920,,239,200-00,ok,copia
12V4000M53,1201922,missing_without_assets,1700 700327008000 GROMMET,1920,,239,200-00,ok,copia
12V4000M53,1201923,missing_pending_revision,1420 700327010000 GROMMET,1940,,239,200-00,ok,copia
12V4000M53,1201923,missing_without_assets,1420 700327010000 GROMMET,1940,,239,200-00,ok,copia
12V4000M53,1201924,missing_pending_revision,1440 304017008083 HEX SCREW,1960,,239,200-00,ok,copia
12V4000M53,1201924,missing_without_assets,1440 304017008083 HEX SCREW,1960,,239,200-00,ok,copia
12V4000M53,1201925,missing_without_assets,2000 007603014102 COPPER SEALING RING,2000,,239,200-00,ok,importar
12V4000M53,1201926,missing_without_assets,2020 915006006000 UNION,2020,,239,200-00,ok,importar
12V4000M53,1201927,missing_pending_revision,2000 007603014102 COPPER SEALING RING,2060,,239,200-00,ok,copia
12V4000M53,1201927,missing_without_assets,2000 007603014102 COPPER SEALING RING,2060,,239,200-00,ok,copia
12V4000M53,1201928,missing_pending_revision,2020 915006006000 UNION,2080,,239,200-00,ok,copia
12V4000M53,1201928,missing_without_assets,2020 915006006000 UNION,2080,,239,200-00,ok,copia
12V4000M53,1201929,missing_without_assets,2100 X59520200052 VENT LINE,2100,,239,200-00,ok,importar
12V4000M53,1201931,missing_pending_revision,1570 007349008002 WASHER,2160,,239,200-00,ok,copia
12V4000M53,1201931,missing_without_assets,1570 007349008002 WASHER,2160,,239,200-00,ok,copia
12V4000M53,1201932,missing_without_assets,2180 304017008079 HEX SCREW,2180,,239,200-00,ok,importar
12V4000M53,1201933,missing_without_assets,2200 700325012100 CLAMP HALF TUBE 1/1 D9-12,2200,,239,200-00,ok,importar
12V4000M53,1201934,missing_pending_revision,1700 700327008000 GROMMET,2220,,239,200-00,ok,copia
12V4000M53,1201934,missing_without_assets,1700 700327008000 GROMMET,2220,,239,200-00,ok,copia
12V4000M53,1201935,missing_pending_revision,1440 304017008083 HEX SCREW,2240,,239,200-00,ok,copia
12V4000M53,1201935,missing_without_assets,1440 304017008083 HEX SCREW,2240,,239,200-00,ok,copia
12V4000M53,1201936,missing_without_assets,2260 X59420200022 VENT LINE,2260,,239,200-00,ok,importar
12V4000M53,1201937,missing_without_assets,2280 X59520200131 VENT LINE TO DISTRIBUTOR PCE,2280,,239,200-00,ok,importar
12V4000M53,1201938,missing_without_assets,2300 915013010001 UNION,2300,,239,200-00,ok,importar
12V4000M53,1201939,missing_without_assets,2340 700325018100 CLAMP HALF TUBE 1/1 D9-18,2340,,239,200-00,ok,importar
12V4000M53,1201940,missing_without_assets,2360 700327012000 GROMMET,2360,,239,200-00,ok,importar
12V4000M53,1201941,missing_without_assets,2380 304017008084 HEX SCREW,2380,,239,200-00,ok,importar
12V4000M53,1201942,missing_without_assets,2420 X59599100095 RETAINER,2420,,239,200-00,ok,importar
12V4000M53,1201943,missing_pending_revision,1570 007349008002 WASHER,2440,,239,200-00,ok,copia
12V4000M53,1201943,missing_without_assets,1570 007349008002 WASHER,2440,,239,200-00,ok,copia
12V4000M53,1201944,missing_pending_revision,2180 304017008079 HEX SCREW,2460,,239,200-00,ok,copia
12V4000M53,1201944,missing_without_assets,2180 304017008079 HEX SCREW,2460,,239,200-00,ok,copia
12V4000M53,1201945,missing_pending_revision,2340 700325018100 CLAMP HALF TUBE 1/1 D9-18,2480,,239,200-00,ok,copia
12V4000M53,1201945,missing_without_assets,2340 700325018100 CLAMP HALF TUBE 1/1 D9-18,2480,,239,200-00,ok,copia
12V4000M53,1201946,missing_pending_revision,2360 700327012000 GROMMET,2500,,239,200-00,ok,copia
12V4000M53,1201946,missing_without_assets,2360 700327012000 GROMMET,2500,,239,200-00,ok,copia
12V4000M53,1201947,missing_pending_revision,2380 304017008084 HEX SCREW,2520,,239,200-00,ok,copia
12V4000M53,1201947,missing_without_assets,2380 304017008084 HEX SCREW,2520,,239,200-00,ok,copia
12V4000M53,1201948,missing_without_assets,2560 X59599100072 RETAINER,2560,,239,200-00,ok,importar
12V4000M53,1201949,missing_pending_revision,1440 304017008083 HEX SCREW,2580,,239,200-00,ok,copia
12V4000M53,1201949,missing_without_assets,1440 304017008083 HEX SCREW,2580,,239,200-00,ok,copia
12V4000M53,1201950,missing_with_errors,X59420200182,3300,DISTRIBUTOR,240,200-00,pendiente,revisar
12V4000M53,1201950,missing_pending_revision,X59420200182,3300,DISTRIBUTOR,240,200-00,pendiente,revisar
12V4000M53,1201950,missing_without_assets,X59420200182,3300,DISTRIBUTOR,240,200-00,pendiente,revisar
12V4000M53,1201951,missing_without_assets,2600 007349008002 WASHER,2600,,240,200-00,ok,importar
12V4000M53,1201952,missing_without_assets,2620 304032008014 NUT HEX 8 A3C,2620,,240,200-00,ok,importar
12V4000M53,1201953,missing_without_assets,2660 700325012100 CLAMP HALF TUBE 1/1 D9-12,2660,,240,200-00,ok,importar
12V4000M53,1201954,missing_without_assets,2680 700327008000 GROMMET,2680,,240,200-00,ok,importar
12V4000M53,1201955,missing_without_assets,2700 700325012104 CLAMP HALF TUBE 2/1 D9-12,2700,,240,200-00,ok,importar
12V4000M53,1201956,missing_without_assets,2720 700325012202 CLAMP HALF TUBE 2/1 G8-12,2720,,240,200-00,ok,importar
12V4000M53,1201957,missing_pending_revision,2680 700327008000 GROMMET,2740,,240,200-00,ok,copia
12V4000M53,1201957,missing_without_assets,2680 700327008000 GROMMET,2740,,240,200-00,ok,copia
12V4000M53,1201958,missing_without_assets,2760 304017008086 HEX SCREW,2760,,240,200-00,ok,importar
12V4000M53,1201959,missing_without_assets,2800 007603012111 COPPER SEALING RING,2800,,240,200-00,ok,importar
12V4000M53,1201960,missing_without_assets,2820 915013006002 UNION,2820,,240,200-00,ok,importar
12V4000M53,1201961,missing_without_assets,2840 700160000006 ELBOW 90 DEG KR 6,2840,,240,200-00,ok,importar
12V4000M53,1201962,missing_without_assets,2860 735038006103 HOSE,2860,,240,200-00,ok,importar
12V4000M53,1201963,missing_without_assets,2900 X52620200097 VENT LINE,2900,,240,200-00,ok,importar
12V4000M53,1201964,missing_without_assets,2920 X59499100091 RETAINER,2920,,240,200-00,ok,importar
12V4000M53,1201965,missing_without_assets,2940 000000003020 HEX SCREW,2940,,240,200-00,ok,importar
12V4000M53,1201966,missing_pending_revision,2660 700325012100 CLAMP HALF TUBE 1/1 D9-12,2960,,240,200-00,ok,copia
12V4000M53,1201966,missing_without_assets,2660 700325012100 CLAMP HALF TUBE 1/1 D9-12,2960,,240,200-00,ok,copia
12V4000M53,1201967,missing_pending_revision,2680 700327008000 GROMMET,2980,,240,200-00,ok,copia
12V4000M53,1201967,missing_without_assets,2680 700327008000 GROMMET,2980,,240,200-00,ok,copia
12V4000M53,1201968,missing_without_assets,3000 304017008085 HEX SCREW,3000,,240,200-00,ok,importar
12V4000M53,1201969,missing_pending_revision,2600 007349008002 WASHER,3020,,240,200-00,ok,copia
12V4000M53,1201969,missing_without_assets,2600 007349008002 WASHER,3020,,240,200-00,ok,copia
12V4000M53,1201970,missing_pending_revision,2620 304032008014 NUT HEX 8 A3C,3040,,240,200-00,ok,copia
12V4000M53,1201970,missing_without_assets,2620 304032008014 NUT HEX 8 A3C,3040,,240,200-00,ok,copia
12V4000M53,1201971,missing_without_assets,3060 007603014102 COPPER SEALING RING,3060,,240,200-00,ok,importar
12V4000M53,1201972,missing_without_assets,3080 915013008002 SCREW NECK,3080,,240,200-00,ok,importar
12V4000M53,1201973,missing_without_assets,3100 X52820200068 VENT LINE,3100,,240,200-00,ok,importar
12V4000M53,1201974,missing_without_assets,3140 X52899100028 NIPPLE,3140,,240,200-00,ok,importar
12V4000M53,1201975,missing_without_assets,3200 X59499100118 RETAINER,3200,,240,200-00,ok,importar
12V4000M53,1201976,missing_pending_revision,2940 000000003020 HEX SCREW,3220,,240,200-00,ok,copia
12V4000M53,1201976,missing_without_assets,2940 000000003020 HEX SCREW,3220,,240,200-00,ok,copia
12V4000M53,1201977,missing_without_assets,3240 X59499100119 RETAINER,3240,,240,200-00,ok,importar
12V4000M53,1201978,missing_pending_revision,2940 000000003020 HEX SCREW,3260,,240,200-00,ok,copia
12V4000M53,1201978,missing_without_assets,2940 000000003020 HEX SCREW,3260,,240,200-00,ok,copia
12V4000M53,1201979,missing_without_assets,3300 X59420200182 DISTRIBUTOR,3300,,240,200-00,ok,importar
12V4000M53,1201980,missing_without_assets,3320 000912008022 SCREW,3320,,240,200-00,ok,importar
12V4000M53,1201981,missing_without_assets,3360 X59520200123 VENT LINE,3360,,240,200-00,ok,importar
12V4000M53,1201982,missing_without_assets,3420 007603012102 WASHER A COP,3420,,240,200-00,ok,importar
12V4000M53,1201983,missing_without_assets,3440 915007008003 CONNECTOR 8/4,3440,,240,200-00,ok,importar
12V4000M53,1201984,missing_without_assets,3460 X59420200178 VENT LINE,3460,,240,200-00,ok,importar
12V4000M53,1201985,missing_without_assets,3480 700325015104 CLAMP HALF TUBE 2/1 D9-15,3480,,240,200-00,ok,importar
12V4000M53,1201986,missing_without_assets,3500 700327010000 GROMMET,3500,,240,200-00,ok,importar
12V4000M53,1201987,missing_without_assets,3520 304017008083 HEX SCREW,3520,,240,200-00,ok,importar
12V4000M53,1201988,missing_pending_revision,3420 007603012102 WASHER A COP,3560,,240,200-00,ok,copia
12V4000M53,1201988,missing_without_assets,3420 007603012102 WASHER A COP,3560,,240,200-00,ok,copia
12V4000M53,1201989,missing_pending_revision,3440 915007008003 CONNECTOR 8/4,3580,,240,200-00,ok,copia
12V4000M53,1201989,missing_without_assets,3440 915007008003 CONNECTOR 8/4,3580,,240,200-00,ok,copia
12V4000M53,1201990,missing_without_assets,3600 X59420200179 VENT LINE,3600,,240,200-00,ok,importar
12V4000M53,1201991,missing_without_assets,3660 007603030101 COPPER SEALING RING,3660,,240,200-00,ok,importar
12V4000M53,1201993,missing_without_assets,3700 007603022102 COPPER SEALING RING,3700,,240,200-00,ok,importar
12V4000M53,1201994,missing_without_assets,3720 915007013000 CONNECTOR 13/8,3720,,240,200-00,ok,importar
12V4000M53,1201995,missing_without_assets,3740 X59420200193 VENT LINE,3740,,240,200-00,ok,importar
12V4000M53,1201996,missing_without_assets,3780 X59499100120 RETAINER,3780,,240,200-00,ok,importar
12V4000M53,1201997,missing_without_assets,3800 700325015100 CLAMP HALF TUBE 1/1 D9-15,3800,,240,200-00,ok,importar
12V4000M53,1201998,missing_pending_revision,3500 700327010000 GROMMET,3820,,240,200-00,ok,copia
12V4000M53,1201998,missing_without_assets,3500 700327010000 GROMMET,3820,,240,200-00,ok,copia
12V4000M53,1201999,missing_pending_revision,2760 304017008086 HEX SCREW,3840,,240,200-00,ok,copia
12V4000M53,1201999,missing_without_assets,2760 304017008086 HEX SCREW,3840,,240,200-00,ok,copia
12V4000M53,1202000,missing_pending_revision,2600 007349008002 WASHER,3860,,240,200-00,ok,copia
12V4000M53,1202000,missing_without_assets,2600 007349008002 WASHER,3860,,240,200-00,ok,copia
12V4000M53,1202001,missing_pending_revision,2620 304032008014 NUT HEX 8 A3C,3880,,240,200-00,ok,copia
12V4000M53,1202001,missing_without_assets,2620 304032008014 NUT HEX 8 A3C,3880,,240,200-00,ok,copia
12V4000M53,1202002,missing_without_assets,3900 007349010002 WASHER,3900,,240,200-00,ok,importar
12V4000M53,1202003,missing_without_assets,3920 000000003510 HEX SCREW,3920,,241,200-00,ok,importar
12V4000M53,1202004,missing_without_assets,3960 700325015104 CLAMP HALF TUBE 2/1 D9-15,3960,,241,200-00,ok,importar
12V4000M53,1202005,missing_without_assets,3980 700325015202 CLAMP HALF TUBE 2/1 G8-15,3980,,241,200-00,ok,importar
12V4000M53,1202006,missing_without_assets,4000 700327010000 GROMMET,4000,,241,200-00,ok,importar
12V4000M53,1202007,missing_without_assets,4020 007349008002 WASHER,4020,,241,200-00,ok,importar
12V4000M53,1202008,missing_without_assets,4040 304017008083 HEX SCREW,4040,,241,200-00,ok,importar
12V4000M53,1202009,missing_without_assets,4080 007603030101 COPPER SEALING RING,4080,,241,200-00,ok,importar
12V4000M53,1202011,missing_without_assets,4120 007603022102 COPPER SEALING RING,4120,,241,200-00,ok,importar
12V4000M53,1202012,missing_without_assets,4140 915007013000 CONNECTOR 13/8,4140,,241,200-00,ok,importar
12V4000M53,1202013,missing_without_assets,4160 X59420200183 VENT LINE,4160,,241,200-00,ok,importar
12V4000M53,1202015,missing_without_assets,4220 700325015110 CLAMP HALF TUBE 1/1 D11-15,4220,,241,200-00,ok,importar
12V4000M53,1202016,missing_pending_revision,4000 700327010000 GROMMET,4240,,241,200-00,ok,copia
12V4000M53,1202016,missing_without_assets,4000 700327010000 GROMMET,4240,,241,200-00,ok,copia
12V4000M53,1202017,missing_without_assets,4260 000000001042 HEX SCREW,4260,,241,200-00,ok,importar
12V4000M53,1202018,missing_without_assets,4300 X52899100028 NIPPLE,4300,,241,200-00,ok,importar
12V4000M53,1202398,missing_with_errors,50005000,1550,330 5050 6720 96 98 40 20,300,500-00,pendiente,revisar
12V4000M53,1202398,missing_pending_revision,50005000,1550,330 5050 6720 96 98 40 20,300,500-00,pendiente,revisar
12V4000M53,1202399,missing_with_errors,33008700,5020,,300,500-00,pendiente,revisar
12V4000M53,1202399,missing_pending_revision,33008700,5020,,300,500-00,pendiente,revisar
12V4000M53,1202400,missing_with_errors,79505250,6700,,300,500-00,pendiente,revisar
12V4000M53,1202400,missing_pending_revision,79505250,6700,,300,500-00,pendiente,revisar
12V4000M53,1202401,missing_with_errors,45505400,6750,,300,500-00,pendiente,revisar
12V4000M53,1202401,missing_pending_revision,45505400,6750,,300,500-00,pendiente,revisar
12V4000M53,1202403,missing_uncategorized,1100 X59450700031 RETAINER F. WIRING HARNESS,1100,,303,500-00,ok,importar
12V4000M53,1202404,missing_uncategorized,1150 X59699100058 PLUG,1150,,303,500-00,ok,importar
12V4000M53,1202425,missing_uncategorized,1700 X59399100095 RETAINER,1700,,304,500-00,ok,importar
12V4000M53,1202428,missing_uncategorized,1950 X57509600008 DAMPER ELEMENT,1950,,304,500-00,ok,importar
12V4000M53,1202429,missing_with_errors,X00E50201048,2050,GROUND/EARTH LINE,304,500-00,ok,copia
12V4000M53,1202429,missing_pending_revision,X00E50201048,2050,GROUND/EARTH LINE,304,500-00,ok,copia
12V4000M53,1202429,missing_probably_merged,X00E50201048,2050,GROUND/EARTH LINE,304,500-00,ok,copia
12V4000M53,1202431,missing_uncategorized,2300 X59450700030 STRIP F. WIRING HARNESS,2300,,304,500-00,ok,importar
12V4000M53,1202435,missing_uncategorized,2550 X52650700046 STRIP F. WIRING HARNESS,2550,,304,500-00,ok,importar
12V4000M53,1202444,missing_uncategorized,3050 X59550700026 RETAINER F. WIRING HARNESS,3050,,304,500-00,ok,importar
12V4000M53,1202447,missing_uncategorized,3150 X59450700034 RETAINER F. WIRING HARNESS,3150,,304,500-00,ok,importar
12V4000M53,1202453,missing_uncategorized,3300 X59654100002 BRACKET WIRING HARNESS ADEC,3300,,304,500-00,ok,importar
12V4000M53,1202463,missing_uncategorized,4021 X52450700063 RETAINER F. WIRING HARNESS,4021,,304,500-00,ok,importar
12V4000M53,1202470,missing_uncategorized,4032 X52450700069 RETAINER,4032,,304,500-00,ok,importar
12V4000M53,1202486,missing_uncategorized,4550 X59450700037 RETAINER F. WIRING HARNESS,4550,,305,500-00,ok,importar
12V4000M53,1202497,missing_uncategorized,5250 X59450700038 RETAINER F. WIRING HARNESS,5250,,305,500-00,ok,importar
12V4000M53,1202500,missing_uncategorized,5400 X59499100047 PLUG,5400,,305,500-00,ok,importar
12V4000M53,1202502,missing_uncategorized,5900 X52650700039 CABLE CLAMP,5900,,305,500-00,ok,importar
12V4000M53,1202513,missing_uncategorized,6400 X59550700026 RETAINER F. WIRING HARNESS,6400,,305,500-00,ok,importar
12V4000M53,1202514,missing_uncategorized,6450 X59550700027 RETAINER F. WIRING HARNESS,6450,,305,500-00,ok,importar
12V4000M53,1202516,missing_pending_revision,6450 X59550700027 RETAINER F. WIRING HARNESS,6600,,305,500-00,ok,copia
12V4000M53,1202517,missing_uncategorized,6620 X59550700025 RETAINER F. WIRING HARNESS,6620,,305,500-00,ok,importar
12V4000M53,1202518,missing_uncategorized,6700 X59450700039 RETAINER F. WIRING HARNESS,6700,,305,500-00,ok,importar
12V4000M53,1202521,missing_uncategorized,6740 X59450700148 RETAINER F. WIRING HARNESS,6740,,305,500-00,ok,importar
12V4000M53,1202535,missing_uncategorized,7250 X59450700011 BRACKET WIRING HARNESS,7250,,306,500-00,ok,importar
12V4000M53,1202556,missing_uncategorized,8400 X59650700018 RETAINER F. WIRING HARNESS,8400,,306,500-00,ok,importar
12V4000M53,1202561,missing_uncategorized,8570 X54750700009 CABLE CLAMP,8570,,306,500-00,ok,importar
12V4000M53,1202567,missing_pending_revision,7250 X59450700011 BRACKET WIRING HARNESS,8800,,306,500-00,ok,copia
