model,id,category,pn_final,pos_final,designation_final,source_page,fg_fgs_final,qa_revision_estado,qa_revision_accion
12V4000M70,1901857,missing_probably_merged,,3900 3,BOLT HEX,254,200-00,pendiente,revisar
12V4000M70,1901858,missing_with_empty_pn,,3920 3,HEX BOLT,254,200-00,pendiente,revisar
12V4000M70,1901858,missing_with_errors,,3920 3,HEX BOLT,254,200-00,pendiente,revisar
12V4000M70,1901858,missing_pending_revision,,3920 3,HEX BOLT,254,200-00,pendiente,revisar
12V4000M70,1901858,missing_without_assets,,3920 3,HEX BOLT,254,200-00,pendiente,revisar
12V4000M70,1901858,missing_probably_merged,,3920 3,HEX BOLT,254,200-00,pendiente,revisar
12V4000M70,1901859,missing_with_empty_pn,,3940 0,WASHER,254,200-00,pendiente,revisar
12V4000M70,1901859,missing_with_errors,,3940 0,WASHER,254,200-00,pendiente,revisar
12V4000M70,1901859,missing_pending_revision,,3940 0,WASHER,254,200-00,pendiente,revisar
12V4000M70,1901859,missing_without_assets,,3940 0,WASHER,254,200-00,pendiente,revisar
12V4000M70,1901859,missing_probably_merged,,3940 0,WASHER,254,200-00,pendiente,revisar
12V4000M70,1901860,missing_with_empty_pn,,3960 3,NUT HEX 8 A3C,254,200-00,pendiente,revisar
12V4000M70,1901860,missing_with_errors,,3960 3,NUT HEX 8 A3C,254,200-00,pendiente,revisar
12V4000M70,1901860,missing_pending_revision,,3960 3,NUT HEX 8 A3C,254,200-00,pendiente,revisar
12V4000M70,1901860,missing_without_assets,,3960 3,NUT HEX 8 A3C,254,200-00,pendiente,revisar
12V4000M70,1901860,missing_probably_noise,,3960 3,NUT HEX 8 A3C,254,200-00,pendiente,revisar
12V4000M70,1901860,missing_probably_merged,,3960 3,NUT HEX 8 A3C,254,200-00,pendiente,revisar
12V4000M70,1901861,missing_with_empty_pn,,4000 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901861,missing_with_errors,,4000 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901861,missing_pending_revision,,4000 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901861,missing_without_assets,,4000 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901861,missing_probably_noise,,4000 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901862,missing_with_empty_pn,,4020 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901862,missing_with_errors,,4020 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901862,missing_pending_revision,,4020 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901862,missing_without_assets,,4020 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901862,missing_probably_noise,,4020 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901863,missing_with_empty_pn,,4040 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901863,missing_with_errors,,4040 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901863,missing_pending_revision,,4040 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901863,missing_without_assets,,4040 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901863,missing_probably_merged,,4040 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901864,missing_with_empty_pn,,4060 3,BOLT HEX,254,200-00,pendiente,revisar
12V4000M70,1901864,missing_with_errors,,4060 3,BOLT HEX,254,200-00,pendiente,revisar
12V4000M70,1901864,missing_pending_revision,,4060 3,BOLT HEX,254,200-00,pendiente,revisar
12V4000M70,1901864,missing_without_assets,,4060 3,BOLT HEX,254,200-00,pendiente,revisar
12V4000M70,1901864,missing_probably_noise,,4060 3,BOLT HEX,254,200-00,pendiente,revisar
12V4000M70,1901864,missing_probably_merged,,4060 3,BOLT HEX,254,200-00,pendiente,revisar
12V4000M70,1901865,missing_with_empty_pn,,4100 5,BRACKET 40X6 M12,254,200-00,pendiente,revisar
12V4000M70,1901865,missing_with_errors,,4100 5,BRACKET 40X6 M12,254,200-00,pendiente,revisar
12V4000M70,1901865,missing_pending_revision,,4100 5,BRACKET 40X6 M12,254,200-00,pendiente,revisar
12V4000M70,1901865,missing_without_assets,,4100 5,BRACKET 40X6 M12,254,200-00,pendiente,revisar
12V4000M70,1901865,missing_probably_noise,,4100 5,BRACKET 40X6 M12,254,200-00,pendiente,revisar
12V4000M70,1901866,missing_with_empty_pn,,4120 0,BOLT A3C,254,200-00,pendiente,revisar
12V4000M70,1901866,missing_with_errors,,4120 0,BOLT A3C,254,200-00,pendiente,revisar
12V4000M70,1901866,missing_pending_revision,,4120 0,BOLT A3C,254,200-00,pendiente,revisar
12V4000M70,1901866,missing_without_assets,,4120 0,BOLT A3C,254,200-00,pendiente,revisar
12V4000M70,1901866,missing_probably_noise,,4120 0,BOLT A3C,254,200-00,pendiente,revisar
12V4000M70,1901866,missing_probably_merged,,4120 0,BOLT A3C,254,200-00,pendiente,revisar
12V4000M70,1901867,missing_with_empty_pn,,4140 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901867,missing_with_errors,,4140 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901867,missing_pending_revision,,4140 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901867,missing_without_assets,,4140 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901868,missing_with_empty_pn,,4160 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901868,missing_with_errors,,4160 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901868,missing_pending_revision,,4160 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901868,missing_without_assets,,4160 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901868,missing_probably_merged,,4160 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901869,missing_with_empty_pn,,4180 2,HEX SCREW,254,200-00,pendiente,revisar
12V4000M70,1901869,missing_with_errors,,4180 2,HEX SCREW,254,200-00,pendiente,revisar
12V4000M70,1901869,missing_pending_revision,,4180 2,HEX SCREW,254,200-00,pendiente,revisar
12V4000M70,1901869,missing_without_assets,,4180 2,HEX SCREW,254,200-00,pendiente,revisar
12V4000M70,1901869,missing_probably_noise,,4180 2,HEX SCREW,254,200-00,pendiente,revisar
12V4000M70,1901869,missing_probably_merged,,4180 2,HEX SCREW,254,200-00,pendiente,revisar
12V4000M70,1901870,missing_with_empty_pn,,4200 1,BRACKET,254,200-00,pendiente,revisar
12V4000M70,1901870,missing_with_errors,,4200 1,BRACKET,254,200-00,pendiente,revisar
12V4000M70,1901870,missing_pending_revision,,4200 1,BRACKET,254,200-00,pendiente,revisar
12V4000M70,1901870,missing_without_assets,,4200 1,BRACKET,254,200-00,pendiente,revisar
12V4000M70,1901870,missing_probably_noise,,4200 1,BRACKET,254,200-00,pendiente,revisar
12V4000M70,1901870,missing_probably_merged,,4200 1,BRACKET,254,200-00,pendiente,revisar
12V4000M70,1901871,missing_with_empty_pn,,4220 0,BOLT A3C,254,200-00,pendiente,revisar
12V4000M70,1901871,missing_with_errors,,4220 0,BOLT A3C,254,200-00,pendiente,revisar
12V4000M70,1901871,missing_pending_revision,,4220 0,BOLT A3C,254,200-00,pendiente,revisar
12V4000M70,1901871,missing_without_assets,,4220 0,BOLT A3C,254,200-00,pendiente,revisar
12V4000M70,1901871,missing_probably_noise,,4220 0,BOLT A3C,254,200-00,pendiente,revisar
12V4000M70,1901871,missing_probably_merged,,4220 0,BOLT A3C,254,200-00,pendiente,revisar
12V4000M70,1901872,missing_with_empty_pn,,4240 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901872,missing_with_errors,,4240 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901872,missing_pending_revision,,4240 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901872,missing_without_assets,,4240 7,CLAMP HALF TUBE,254,200-00,pendiente,revisar
12V4000M70,1901873,missing_with_empty_pn,,4260 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901873,missing_with_errors,,4260 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901873,missing_pending_revision,,4260 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901873,missing_without_assets,,4260 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901873,missing_probably_merged,,4260 7,GROMMET,254,200-00,pendiente,revisar
12V4000M70,1901874,missing_with_empty_pn,,4280 3,BOLT HEX A3C,254,200-00,pendiente,revisar
12V4000M70,1901874,missing_with_errors,,4280 3,BOLT HEX A3C,254,200-00,pendiente,revisar
12V4000M70,1901874,missing_pending_revision,,4280 3,BOLT HEX A3C,254,200-00,pendiente,revisar
12V4000M70,1901874,missing_without_assets,,4280 3,BOLT HEX A3C,254,200-00,pendiente,revisar
12V4000M70,1901874,missing_probably_noise,,4280 3,BOLT HEX A3C,254,200-00,pendiente,revisar
12V4000M70,1901874,missing_probably_merged,,4280 3,BOLT HEX A3C,254,200-00,pendiente,revisar
12V4000M70,1901875,missing_with_empty_pn,,© 201,drichshafen Gm,254,200-00,pendiente,revisar
12V4000M70,1901875,missing_with_errors,,© 201,drichshafen Gm,254,200-00,pendiente,revisar
12V4000M70,1901875,missing_pending_revision,,© 201,drichshafen Gm,254,200-00,pendiente,revisar
12V4000M70,1901875,missing_without_assets,,© 201,drichshafen Gm,254,200-00,pendiente,revisar
12V4000M70,1901932,missing_with_errors,5242032122 000908018002 007603018101 000908030002 007603030101,5 10 15 20 25,ELBOW PLUG COPPER SEAL THREAD PLUG COPPER SEAL,261,202-05,pendiente,revisar
12V4000M70,1901932,missing_pending_revision,5242032122 000908018002 007603018101 000908030002 007603030101,5 10 15 20 25,ELBOW PLUG COPPER SEAL THREAD PLUG COPPER SEAL,261,202-05,pendiente,revisar
12V4000M70,1901932,missing_without_assets,5242032122 000908018002 007603018101 000908030002 007603030101,5 10 15 20 25,ELBOW PLUG COPPER SEAL THREAD PLUG COPPER SEAL,261,202-05,pendiente,revisar
12V4000M70,1901975,missing_with_errors,007603045101 915013040002 X00041623 735189042001 915001040002,100 150 200 350 400,,267,204-15,pendiente,revisar
12V4000M70,1901975,missing_pending_revision,007603045101 915013040002 X00041623 735189042001 915001040002,100 150 200 350 400,,267,204-15,pendiente,revisar
12V4000M70,1901975,missing_without_assets,007603045101 915013040002 X00041623 735189042001 915001040002,100 150 200 350 400,,267,204-15,pendiente,revisar
12V4000M70,1902001,missing_with_errors,000908038000 007603038101 5249970020 5370160233,5 10 15 20 25,,270,206-05,pendiente,revisar
12V4000M70,1902001,missing_pending_revision,000908038000 007603038101 5249970020 5370160233,5 10 15 20 25,,270,206-05,pendiente,revisar
12V4000M70,1902001,missing_without_assets,000908038000 007603038101 5249970020 5370160233,5 10 15 20 25,,270,206-05,pendiente,revisar
12V4000M70,1902004,missing_with_errors,0002034480 8692030147,5 10,,271,206-05,pendiente,revisar
12V4000M70,1902004,missing_pending_revision,0002034480 8692030147,5 10,,271,206-05,pendiente,revisar
12V4000M70,1902004,missing_without_assets,0002034480 8692030147,5 10,,271,206-05,pendiente,revisar
12V4000M70,1902019,missing_with_empty_pos,10 5242032022,,ELBOW 4000 1,275,207-10,pendiente,revisar
12V4000M70,1902019,missing_with_errors,10 5242032022,,ELBOW 4000 1,275,207-10,pendiente,revisar
12V4000M70,1902019,missing_pending_revision,10 5242032022,,ELBOW 4000 1,275,207-10,pendiente,revisar
12V4000M70,1902019,missing_without_assets,10 5242032022,,ELBOW 4000 1,275,207-10,pendiente,revisar
12V4000M70,1902021,missing_with_errors,735038006102 718363206002,20 25,,276,207-10,pendiente,revisar
12V4000M70,1902021,missing_pending_revision,735038006102 718363206002,20 25,,276,207-10,pendiente,revisar
12V4000M70,1902021,missing_without_assets,735038006102 718363206002,20 25,,276,207-10,pendiente,revisar
12V4000M70,1902056,missing_with_errors,5272010505 X00012168 5272010110 5272010158 5272010401 5272010153 X00021750 200628103006 705100502035 000472080000 700386048001 0012010119 700429190001 700429135000 000931008241 000125008427 000933012051 000125013012 000933012071,10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190,SHAFT WAT PUM IMPELLER FOR S BEARING HOUSI SEAL CARRIER F SPIRAL HOUSING SPACER SLEEVE GEAR BEARING ANGUL BEARING CYLIND RING SNAP SEAL OIL 48 X 72 ROTARY SEAL O-RING O-RING BOLT HEX WASHER BOLT HEX S2000 WASHER BOLT HEX,280,207-10,pendiente,revisar
12V4000M70,1902056,missing_pending_revision,5272010505 X00012168 5272010110 5272010158 5272010401 5272010153 X00021750 200628103006 705100502035 000472080000 700386048001 0012010119 700429190001 700429135000 000931008241 000125008427 000933012051 000125013012 000933012071,10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190,SHAFT WAT PUM IMPELLER FOR S BEARING HOUSI SEAL CARRIER F SPIRAL HOUSING SPACER SLEEVE GEAR BEARING ANGUL BEARING CYLIND RING SNAP SEAL OIL 48 X 72 ROTARY SEAL O-RING O-RING BOLT HEX WASHER BOLT HEX S2000 WASHER BOLT HEX,280,207-10,pendiente,revisar
12V4000M70,1902056,missing_without_assets,5272010505 X00012168 5272010110 5272010158 5272010401 5272010153 X00021750 200628103006 705100502035 000472080000 700386048001 0012010119 700429190001 700429135000 000931008241 000125008427 000933012051 000125013012 000933012071,10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190,SHAFT WAT PUM IMPELLER FOR S BEARING HOUSI SEAL CARRIER F SPIRAL HOUSING SPACER SLEEVE GEAR BEARING ANGUL BEARING CYLIND RING SNAP SEAL OIL 48 X 72 ROTARY SEAL O-RING O-RING BOLT HEX WASHER BOLT HEX S2000 WASHER BOLT HEX,280,207-10,pendiente,revisar
12V4000M70,1902075,missing_with_errors,000908038003 007603038101 5249970032,10 20 30,PLUG COPPER SEAL PLUG WITH O-,281,207-10,pendiente,revisar
12V4000M70,1902075,missing_pending_revision,000908038003 007603038101 5249970032,10 20 30,PLUG COPPER SEAL PLUG WITH O-,281,207-10,pendiente,revisar
12V4000M70,1902075,missing_without_assets,000908038003 007603038101 5249970032,10 20 30,PLUG COPPER SEAL PLUG WITH O-,281,207-10,pendiente,revisar
12V4000M70,1902079,missing_with_errors,700368042004 900288054005,20 25,,284,208-05,pendiente,revisar
12V4000M70,1902079,missing_pending_revision,700368042004 900288054005,20 25,,284,208-05,pendiente,revisar
12V4000M70,1902079,missing_without_assets,700368042004 900288054005,20 25,,284,208-05,pendiente,revisar
12V4000M70,1902091,missing_with_errors,5242000585 5242030044 000933010095 000931010322 000125013012 000931012148 5242000753 5242008251 915013025001 007603030101 735078025012 700429028002 5242031540 000934012008 000933012035 000125013012 700325028100 304017008086 304017008087,15 25 35 40 50 55 65 70 80 85 90 95 105 110 115 120 125 130 135,,286,208-05,pendiente,revisar
12V4000M70,1902091,missing_pending_revision,5242000585 5242030044 000933010095 000931010322 000125013012 000931012148 5242000753 5242008251 915013025001 007603030101 735078025012 700429028002 5242031540 000934012008 000933012035 000125013012 700325028100 304017008086 304017008087,15 25 35 40 50 55 65 70 80 85 90 95 105 110 115 120 125 130 135,,286,208-05,pendiente,revisar
12V4000M70,1902091,missing_without_assets,5242000585 5242030044 000933010095 000931010322 000125013012 000931012148 5242000753 5242008251 915013025001 007603030101 735078025012 700429028002 5242031540 000934012008 000933012035 000125013012 700325028100 304017008086 304017008087,15 25 35 40 50 55 65 70 80 85 90 95 105 110 115 120 125 130 135,,286,208-05,pendiente,revisar
12V4000M70,1902119,missing_with_errors,X54823100002 304017020007 000934020000 000912016004,10 15 20 30,,293,231-05,pendiente,revisar
12V4000M70,1902119,missing_pending_revision,X54823100002 304017020007 000934020000 000912016004,10 15 20 30,,293,231-05,pendiente,revisar
12V4000M70,1902119,missing_without_assets,X54823100002 304017020007 000934020000 000912016004,10 15 20 30,,293,231-05,pendiente,revisar
12V4000M70,1902128,missing_with_errors,0002351530 304017016023 206796016000 304017016029 000934016019,5 15 20 30 35,BASE PLATE BOLT HEX A3C CONICAL SPR BOLT NUT HEX 8,294,231-10,pendiente,revisar
12V4000M70,1902128,missing_pending_revision,0002351530 304017016023 206796016000 304017016029 000934016019,5 15 20 30 35,BASE PLATE BOLT HEX A3C CONICAL SPR BOLT NUT HEX 8,294,231-10,pendiente,revisar
12V4000M70,1902128,missing_without_assets,0002351530 304017016023 206796016000 304017016029 000934016019,5 15 20 30 35,BASE PLATE BOLT HEX A3C CONICAL SPR BOLT NUT HEX 8,294,231-10,pendiente,revisar
12V4000M70,1902175,missing_with_errors,Z=2.201 028 Z=2.201 029 Z=152003 Z=2.201 031 8691810014 Z=2.261 074 Z=2.201 033 8691810007 Z=2.201 035 8691810008 8699970175 8699970176 Z=152007 Z=152007 304017008081 000934008008 304017008084 000934008008 Z=151009 40201 000934010005,10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110,,306,241-05,pendiente,revisar
12V4000M70,1902175,missing_pending_revision,Z=2.201 028 Z=2.201 029 Z=152003 Z=2.201 031 8691810014 Z=2.261 074 Z=2.201 033 8691810007 Z=2.201 035 8691810008 8699970175 8699970176 Z=152007 Z=152007 304017008081 000934008008 304017008084 000934008008 Z=151009 40201 000934010005,10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110,,306,241-05,pendiente,revisar
12V4000M70,1902175,missing_without_assets,Z=2.201 028 Z=2.201 029 Z=152003 Z=2.201 031 8691810014 Z=2.261 074 Z=2.201 033 8691810007 Z=2.201 035 8691810008 8699970175 8699970176 Z=152007 Z=152007 304017008081 000934008008 304017008084 000934008008 Z=151009 40201 000934010005,10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110,,306,241-05,pendiente,revisar
12V4000M70,1902253,missing_with_errors,200084005107 007349005002 000934005004 0015331840 0005334743,5 10 15 20 25,,322,507-98,pendiente,revisar
12V4000M70,1902253,missing_pending_revision,200084005107 007349005002 000934005004 0015331840 0005334743,5 10 15 20 25,,322,507-98,pendiente,revisar
12V4000M70,1902253,missing_without_assets,200084005107 007349005002 000934005004 0015331840 0005334743,5 10 15 20 25,,322,507-98,pendiente,revisar
12V4000M70,1902268,missing_with_errors,5241533040 0015331840 000084005196 000125005322 000934005004 0015331940 000933006207 000125006431 000934006006,50 100 150 200 250 300 350 400 450,,324,507-98,pendiente,revisar
12V4000M70,1902268,missing_pending_revision,5241533040 0015331840 000084005196 000125005322 000934005004 0015331940 000933006207 000125006431 000934006006,50 100 150 200 250 300 350 400 450,,324,507-98,pendiente,revisar
12V4000M70,1902268,missing_without_assets,5241533040 0015331840 000084005196 000125005322 000934005004 0015331940 000933006207 000125006431 000934006006,50 100 150 200 250 300 350 400 450,,324,507-98,pendiente,revisar
12V4000M70,1902289,missing_with_errors,5241531740 0015331940 0005334743 000933006207 000125006431 000934006006,50 100 150 200 250 300,,326,507-98,pendiente,revisar
12V4000M70,1902289,missing_pending_revision,5241531740 0015331940 0005334743 000933006207 000125006431 000934006006,50 100 150 200 250 300,,326,507-98,pendiente,revisar
12V4000M70,1902289,missing_without_assets,5241531740 0015331940 0005334743 000933006207 000125006431 000934006006,50 100 150 200 250 300,,326,507-98,pendiente,revisar
12V4000M70,1902304,missing_with_errors,5241531340 0015331840 000084005196 000125005322 000934005004 0015331940 000933006207 000125006431 000934006006,50 100 150 200 250 300 350 400 450,,328,507-98,pendiente,revisar
12V4000M70,1902304,missing_pending_revision,5241531340 0015331840 000084005196 000125005322 000934005004 0015331940 000933006207 000125006431 000934006006,50 100 150 200 250 300 350 400 450,,328,507-98,pendiente,revisar
12V4000M70,1902304,missing_without_assets,5241531340 0015331840 000084005196 000125005322 000934005004 0015331940 000933006207 000125006431 000934006006,50 100 150 200 250 300 350 400 450,,328,507-98,pendiente,revisar
12V4000M70,1902311,missing_with_errors,5500784541 0015331840 0015331940 000084005196 000125005322 000934005004,50 100 150 200 250 300,,329,507-98,pendiente,revisar
12V4000M70,1902311,missing_pending_revision,5500784541 0015331840 0015331940 000084005196 000125005322 000934005004,50 100 150 200 250 300,,329,507-98,pendiente,revisar
12V4000M70,1902311,missing_without_assets,5500784541 0015331840 0015331940 000084005196 000125005322 000934005004,50 100 150 200 250 300,,329,507-98,pendiente,revisar
12V4000M70,1902317,missing_with_errors,5361531040 0015331840 000084005196 000125005322 000934005004,50 100 150 200 250,,330,507-98,pendiente,revisar
12V4000M70,1902317,missing_pending_revision,5361531040 0015331840 000084005196 000125005322 000934005004,50 100 150 200 250,,330,507-98,pendiente,revisar
12V4000M70,1902317,missing_without_assets,5361531040 0015331840 000084005196 000125005322 000934005004,50 100 150 200 250,,330,507-98,pendiente,revisar
12V4000M70,1902327,missing_with_errors,5361531040 0015331840 000084005196 000125005322 000934005004 0015331940 000933006207 000125006431 000934006006,50 100 150 200 250 300 350 400 450,,331,507-98,pendiente,revisar
12V4000M70,1902327,missing_pending_revision,5361531040 0015331840 000084005196 000125005322 000934005004 0015331940 000933006207 000125006431 000934006006,50 100 150 200 250 300 350 400 450,,331,507-98,pendiente,revisar
12V4000M70,1902327,missing_without_assets,5361531040 0015331840 000084005196 000125005322 000934005004 0015331940 000933006207 000125006431 000934006006,50 100 150 200 250 300 350 400 450,,331,507-98,pendiente,revisar
12V4000M70,1902348,missing_pending_revision,5205304069,350,SPEED TRANSMITTER,333,507-99,ok,copia
12V4000M70,1902428,missing_with_errors,5275308412 5275334889,10 15,,344,507-99,pendiente,revisar
12V4000M70,1902428,missing_pending_revision,5275308412 5275334889,10 15,,344,507-99,pendiente,revisar
12V4000M70,1902428,missing_without_assets,5275308412 5275334889,10 15,,344,507-99,pendiente,revisar
12V4000M70,1902430,missing_with_empty_pn,,"40 SOFTWARE FOR GOVERNOR ECU_APS 1 pc 0,100 g KE EM KONFIGURATION DATENSATZ",,345,508-95,pendiente,revisar
12V4000M70,1902430,missing_with_errors,,"40 SOFTWARE FOR GOVERNOR ECU_APS 1 pc 0,100 g KE EM KONFIGURATION DATENSATZ",,345,508-95,pendiente,revisar
12V4000M70,1902430,missing_pending_revision,,"40 SOFTWARE FOR GOVERNOR ECU_APS 1 pc 0,100 g KE EM KONFIGURATION DATENSATZ",,345,508-95,pendiente,revisar
12V4000M70,1902430,missing_without_assets,,"40 SOFTWARE FOR GOVERNOR ECU_APS 1 pc 0,100 g KE EM KONFIGURATION DATENSATZ",,345,508-95,pendiente,revisar
12V4000M70,1902434,missing_with_errors,X00E50209351/S0001 X00E50201048 200912006001,95 105 115,,346,508-99,pendiente,revisar
12V4000M70,1902434,missing_pending_revision,X00E50209351/S0001 X00E50201048 200912006001,95 105 115,,346,508-99,pendiente,revisar
12V4000M70,1902434,missing_without_assets,X00E50209351/S0001 X00E50201048 200912006001,95 105 115,,346,508-99,pendiente,revisar
12V4000M70,1902439,missing_with_empty_pos,35 0055351531,,PRESSURE SENSOR 50 BAR RELATIV,348,515-10,pendiente,revisar
12V4000M70,1902439,missing_with_errors,35 0055351531,,PRESSURE SENSOR 50 BAR RELATIV,348,515-10,pendiente,revisar
12V4000M70,1902439,missing_pending_revision,35 0055351531,,PRESSURE SENSOR 50 BAR RELATIV,348,515-10,pendiente,revisar
12V4000M70,1902439,missing_without_assets,35 0055351531,,PRESSURE SENSOR 50 BAR RELATIV,348,515-10,pendiente,revisar
12V4000M70,1902482,missing_with_empty_pos,15 5240100266,,CONNECTOR THREADED 1,367,011-40,pendiente,revisar
12V4000M70,1902482,missing_with_errors,15 5240100266,,CONNECTOR THREADED 1,367,011-40,pendiente,revisar
12V4000M70,1902482,missing_pending_revision,15 5240100266,,CONNECTOR THREADED 1,367,011-40,pendiente,revisar
12V4000M70,1902482,missing_without_assets,15 5240100266,,CONNECTOR THREADED 1,367,011-40,pendiente,revisar
12V4000M70,1902487,missing_with_errors,X52601100055 0000181802 5240111380 000933010035,5 15 25 30,,368,011-40,pendiente,revisar
12V4000M70,1902487,missing_pending_revision,X52601100055 0000181802 5240111380 000933010035,5 15 25 30,,368,011-40,pendiente,revisar
12V4000M70,1902487,missing_without_assets,X52601100055 0000181802 5240111380 000933010035,5 15 25 30,,368,011-40,pendiente,revisar
12V4000M70,1902504,missing_with_errors,X59401400015 5269870535 700209010208 5240140253 000931010105 735151010100 700209010208 5240140253 000931010105 735151010100 700209010208 5240140153 000908012003 007603012111 000931012176 007349013002 5241800155 304017008087 007349008002 5241871053 700429070000 5241870087 700429075002 304017008087 000125008427,250 350 450 500 550 600 700 750 850 900 1000 1050 1150 1200 1300 1350 1400 1500 1550 1600 1650 1700 1750 1850 1900,OIL PAN SEAL RUBBER STRI STRESS BOLT SPACER SLEEVE BOLT HEX SPACER STRESS BOLT SPACER SLEEVE BOLT HEX SPACER STRESS BOLT SPACER SLEEVE THREAD PLUG COPPER SEALING R BOLT HEX WASHER BASKET OIL PICKUP BOLT HEX WASHER TUBE ASM FLOATIN O-RING TUBE CONNECTOR O-RING BOLT HEX WASHER,370,014-05,pendiente,revisar
12V4000M70,1902504,missing_pending_revision,X59401400015 5269870535 700209010208 5240140253 000931010105 735151010100 700209010208 5240140253 000931010105 735151010100 700209010208 5240140153 000908012003 007603012111 000931012176 007349013002 5241800155 304017008087 007349008002 5241871053 700429070000 5241870087 700429075002 304017008087 000125008427,250 350 450 500 550 600 700 750 850 900 1000 1050 1150 1200 1300 1350 1400 1500 1550 1600 1650 1700 1750 1850 1900,OIL PAN SEAL RUBBER STRI STRESS BOLT SPACER SLEEVE BOLT HEX SPACER STRESS BOLT SPACER SLEEVE BOLT HEX SPACER STRESS BOLT SPACER SLEEVE THREAD PLUG COPPER SEALING R BOLT HEX WASHER BASKET OIL PICKUP BOLT HEX WASHER TUBE ASM FLOATIN O-RING TUBE CONNECTOR O-RING BOLT HEX WASHER,370,014-05,pendiente,revisar
12V4000M70,1902504,missing_without_assets,X59401400015 5269870535 700209010208 5240140253 000931010105 735151010100 700209010208 5240140253 000931010105 735151010100 700209010208 5240140153 000908012003 007603012111 000931012176 007349013002 5241800155 304017008087 007349008002 5241871053 700429070000 5241870087 700429075002 304017008087 000125008427,250 350 450 500 550 600 700 750 850 900 1000 1050 1150 1200 1300 1350 1400 1500 1550 1600 1650 1700 1750 1850 1900,OIL PAN SEAL RUBBER STRI STRESS BOLT SPACER SLEEVE BOLT HEX SPACER STRESS BOLT SPACER SLEEVE BOLT HEX SPACER STRESS BOLT SPACER SLEEVE THREAD PLUG COPPER SEALING R BOLT HEX WASHER BASKET OIL PICKUP BOLT HEX WASHER TUBE ASM FLOATIN O-RING TUBE CONNECTOR O-RING BOLT HEX WASHER,370,014-05,pendiente,revisar
12V4000M70,1902533,missing_with_empty_pos,X52801500003,,LIFTING EYE,374,015-05,ok,copia
12V4000M70,1902533,missing_with_errors,X52801500003,,LIFTING EYE,374,015-05,ok,copia
12V4000M70,1902533,missing_pending_revision,X52801500003,,LIFTING EYE,374,015-05,ok,copia
12V4000M70,1902533,missing_without_assets,X52801500003,,LIFTING EYE,374,015-05,ok,copia
12V4000M70,1902612,missing_with_errors,5241880080 5241880102 000000003925,15 20 25,,385,024-05,pendiente,revisar
12V4000M70,1902612,missing_pending_revision,5241880080 5241880102 000000003925,15 20 25,,385,024-05,pendiente,revisar
12V4000M70,1902612,missing_without_assets,5241880080 5241880102 000000003925,15 20 25,,385,024-05,pendiente,revisar
12V4000M70,1902616,missing_with_errors,5241880080 5241880102 000000003925,10 15 20,,386,024-05,pendiente,revisar
12V4000M70,1902616,missing_pending_revision,5241880080 5241880102 000000003925,10 15 20,,386,024-05,pendiente,revisar
