sku;pn_final;PART NO.;engine;model_type;fg_code;fg_description;fg_code_description;exp_categorias;exp_imagenes;designation_final;DESIGNATION;sust_hierarchie;hierarchie_final;sust_new_part_number;new_pn_final;sust_superseded_list;subst_pnlist_final;measurement_final;weight_final;synthetic_source;data_quality;synthetic_parent_id;synthetic_parent_pn;synthetic_parent_engine;synthetic_child_id;synthetic_child_pn;synthetic_child_engine;dedupe_trace;decision;reason;qa_validated;occurrences;engines;source_ids;source_pages;qa_summary_json;import_decision;import_reason
700325028201;700325028201;700325028201;12V4000M40A;12VM40A;188;CONNECTING HARDWARE FOR ENGINE OIL SUPPLY;188 CONNECTING HARDWARE FOR ENGINE OIL SUPPLY;12VM40A-188;;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;;;;;1/2 G 8 - 28;0.078 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001343;220;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325028202;700325028202;700325028202;12V4000M53;12VM53;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM53-200;;CLAMP HALF TUBE 2/1 G8-28;CLAMP HALF TUBE 2/1 G8-28;New;New;;;;;2/1 G 8 - 28;0.082 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002035;243;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325035100;700325035100;700325035100;12V4000M53;12VM53;185;TURBOCHARGER OIL SUPPLY;185 TURBOCHARGER OIL SUPPLY;12VM53-185;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0215-02-6100.webp;CLAMP HALF TUBE 1/1 D9-35;CLAMP HALF TUBE 1/1 D9-35;New;New;;;;;1/1 D 9 - 35;0.102 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001638;216;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325035101;700325035101;700325035101;12V4000M40A;12VM40A;173;AIR STARTER;173 AIR STARTER;12VM40A-173;;CLAMP HALF TUBE 1/2 D9-35;CLAMP HALF TUBE 1/2 D9-35;New;New;;;;;1/2 D 9 - 35;0.137 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001113;180;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325035102;700325035102;700325035102;16V4000M73;16VM73;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;16VM73-202;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0251-01-490.webp;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;;;;;2/1 D 9 - 35;0.148 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-001953;253;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325035200;700325035200;700325035200;12V4000M53;12VM53;185;TURBOCHARGER OIL SUPPLY;185 TURBOCHARGER OIL SUPPLY;12VM53-185;;CLAMP HALF TUBE 1/1 G8-35;CLAMP HALF TUBE 1/1 G8-35;New;New;;;;;1/1 G 8 - 35;0.105 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001639;216;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325035201;700325035201;700325035201;12V4000M40A;12VM40A;173;AIR STARTER;173 AIR STARTER;12VM40A-173;;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;;;;;1/2 G 8 - 35;0.14 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001114;180;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325035202;700325035202;700325035202;16V4000M73;16VM73;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;16VM73-202;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0251-01-500.webp;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;;;;;2/1 G 8 - 35;0.148 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-001954;253;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325038103;700325038103;700325038103;16V4000M73;16VM73;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;16VM73-202;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0251-01-310.webp;PIPE HALF-CLAMP;PIPE HALF-CLAMP;New;New;700325038103;700325038103;5770180240;5770180240;1/1 D 9 - 38;0.121 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-001939;252;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325042100;700325042100;700325042100;12V4000M40A;12VM40A;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;12VM40A-202;;CLAMP HALF TUBE 1/2 D9-42;CLAMP HALF TUBE 1/2 D9-42;New;New;700325042100;700325042100;23540145;23540145;1/2 D 9 - 42;0.164 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001589;244;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325042200;700325042200;700325042200;12V4000M40A;12VM40A;202;COOLANT CIRCUIT, GENERAL, HT CIRCUIT;202 COOLANT CIRCUIT, GENERAL, HT CIRCUIT;12VM40A-202;;CLAMP HALF TUBE 1/2 G8-42;CLAMP HALF TUBE 1/2 G8-42;New;New;700325042200;700325042200;23540148;23540148;1/2 G 8 - 42;0.169 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001590;244;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325045100;700325045100;700325045100;20V4000M93;20VM93;18;CRANKCASE BREATHER;18 CRANKCASE BREATHER;20VM93-18;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0039-02-1350.webp;CLAMP HALF TUBE 1/2 D9-45;CLAMP HALF TUBE 1/2 D9-45;New;New;;;;;1/2 D 9 - 45;0.19 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-000183;40;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325055100;700325055100;700325055100;12V4000M40A;12VM40A;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM40A-200;;CLAMP HALF TUBE 1/2 D9-55;CLAMP HALF TUBE 1/2 D9-55;New;New;700325055100;700325055100;23540147;23540147;1/2 D 9 - 55;0.235 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001495;238;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700325055200;700325055200;700325055200;12V4000M40A;12VM40A;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM40A-200;;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;;;;;1/2 G 8 - 55;0.24 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001496;238;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700327006000;700327006000;700327006000;12V4000M40A;12VM40A;86;LEAK-OFF FUEL LINE / FUEL RETURN;86 LEAK-OFF FUEL LINE / FUEL RETURN;12VM40A-86;;GROMMET;GROMMET;New;New;700327006000;700327006000;20029977382/0;20029977382/0;6;0.001 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000658;115;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700327008000;700327008000;700327008000;12V4000M40A;12VM40A;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM40A-80;;GROMMET;GROMMET;New;New;700327008000;700327008000;;;8;0.002 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000526;98;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700327010000;700327010000;700327010000;12V4000M40A;12VM40A;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM40A-80;;GROMMET;GROMMET;New;New;;;;;10;0.003 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000516;98;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700327012000;700327012000;700327012000;12V4000M40A;12VM40A;185;TURBOCHARGER OIL SUPPLY;185 TURBOCHARGER OIL SUPPLY;12VM40A-185;;GROMMET;GROMMET;New;New;700327012000;700327012000;815M27007/1;815M27007/1;12;0.005 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001294;213;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700327015000;700327015000;700327015000;12V4000M40A;12VM40A;188;CONNECTING HARDWARE FOR ENGINE OIL SUPPLY;188 CONNECTING HARDWARE FOR ENGINE OIL SUPPLY;12VM40A-188;;GROMMET;GROMMET;New;New;;;;;15;0.006 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001363;221;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700327018000;700327018000;700327018000;12V4000M40A;12VM40A;77;INJECTION LINE / HP FUEL LINE;77 INJECTION LINE / HP FUEL LINE;12VM40A-77;;GROMMET;GROMMET;New;New;;;;;18;0.005 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000478;92;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700327022000;700327022000;700327022000;12V4000M40A;12VM40A;14;OIL PAN;14 OIL PAN;12VM40A-14;;GROMMET;GROMMET;New;New;;;;;22;0.009 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000088;22;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700327028000;700327028000;700327028000;12V4000M40A;12VM40A;81;FUEL PIPEWORK BEFORE DELIVERY PUMP;81 FUEL PIPEWORK BEFORE DELIVERY PUMP;12VM40A-81;;GROMMET;GROMMET;New;New;;;;;28;0.014 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000571;105;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700327042000;700327042000;700327042000;12V4000M40A;12VM40A;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM40A-200;;GROMMET;GROMMET;New;New;;;;;42;0.024 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001497;238;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700346065100;700346065100;700346065100;20V4000M93;20VM93;123;AIR SYSTEM;123 AIR SYSTEM;20VM93-123;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0175-01-1160.webp;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;700346065100;700346065100;536D14006/1;536D14006/1;AD 9 - 65;0.28 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-001291;175;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700346065200;700346065200;700346065200;12V4000M53;12VM53;123;AIR SYSTEM;123 AIR SYSTEM;12VM53-123;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0145-01-1450.webp;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;;;;;BD 9 - 65;0.308 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001030;145;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700346065300;700346065300;700346065300;12V4000M53;12VM53;123;AIR SYSTEM;123 AIR SYSTEM;12VM53-123;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0145-01-2075.webp;PIPE CLAMP HALF;PIPE CLAMP HALF;New;New;;;;;BG 8 - 65;0.328 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001037;146;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700346133100;700346133100;700346133100;12V4000M40A;12VM40A;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM40A-200;;PIPE HALF-CLAMP;PIPE HALF-CLAMP;New;New;;;;;AD 11 - 133;0.695 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001513;238;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700346133200;700346133200;700346133200;12V4000M40A;12VM40A;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM40A-200;;PIPE HALF-CLAMP;PIPE HALF-CLAMP;New;New;;;;;BD 11 - 133;0.909 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001514;239;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700354014003;700354014003;700354014003;12V4000M40A;12VM40A;124;AIR SUPPLY TO CYLINDERS;124 AIR SUPPLY TO CYLINDERS;12VM40A-124;;THREADED BUSHING;THREADED BUSHING;New;New;700354014003;700354014003;700354014002;700354014002;M 14 X 1,5;0.045 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000834;143;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700354016004;700354016004;700354016004;12V4000M53;12VM53;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0278-01-550.webp;THREADED BUSHING;THREADED BUSHING;New;New;;;;;M 16 X 1,5;0.06 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-002301;278;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700354022003;700354022003;700354022003;12V4000M40A;12VM40A;;;;;;THREADED BUSHING;THREADED BUSHING;New;New;700354022003;700354022003;700354022000;700354022000;M 22 X 1,5;0.077 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001915;287;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700354038001;700354038001;700354038001;16V4000M73;16VM73;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0300-01-320.webp;THREADED BUSHING;THREADED BUSHING;New;New;;;;;M 38 X 1,5;0.171 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-002536;300;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700368042004;700368042004;700368042004;12V4000M40A;12VM40A;208;COOLANT EXPANSION TANK;208 COOLANT EXPANSION TANK;12VM40A-208;;SLEEVE RUBBER;SLEEVE RUBBER;New;New;700368042004;700368042004;635D16714/1;635D16714/1;42 X 400;0.448 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001882;284;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700368044001;700368044001;700368044001;16V4000M90;16VM90;202;COOLANT CIRCUIT GENERAL, IF APPLICABLE, HT CIRCUIT;202 COOLANT CIRCUIT GENERAL, IF APPLICABLE, HT CIRCUIT;16VM90-202;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M90-0209-01-15.webp;RUBBER BUSHING;RUBBER BUSHING;New;New;;;;;44,5X 400;0.534 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M90;RB-16V4000M90-001439;209;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700368045003;700368045003;700368045003;20V4000M93;20VM93;18;CRANKCASE BREATHER;18 CRANKCASE BREATHER;20VM93-18;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/20V4000M93-0039-02-5100.webp;RUBBER SLEEVE;RUBBER SLEEVE;New;New;700368045003;700368045003;900273045005, 900273045003;900273045005, 900273045003;45 X 100;0.115 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;20V4000M93;RB-20V4000M93-000244;41;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700368045010;700368045010;700368045010;16V4000M73;16VM73;18;CRANKCASE BREATHER;18 CRANKCASE BREATHER;16VM73-18;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/16V4000M73-0041-01-6400.webp;SLEEVE RUBBER;SLEEVE RUBBER;New;New;;;;;45 X 50;0.058 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;16V4000M73;RB-16V4000M73-000275;45;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700383018008;700383018008;700383018008;12V4000M40A;12VM40A;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM40A-80;;BOSS;BOSS;New;New;;;;;A M 18 X 1,5 X 17;0.031 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000494;97;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700383018101;700383018101;700383018101;12V4000M40A;12VM40A;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM40A-200;;BOSS;BOSS;New;New;700383018101;700383018101;900112018202, 900112018205;900112018202, 900112018205;B M 18 X 1,5;0.031 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001502;238;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700383030101;700383030101;700383030101;12V4000M40A;12VM40A;200;COOLANT SYSTEM;200 COOLANT SYSTEM;12VM40A-200;;BOSS;BOSS;New;New;;;;;B M 30 X 1,5;0,053 G;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001532;239;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700386048001;700386048001;700386048001;12V4000M40A;12VM40A;;;;;;SEAL OIL 48 X 72 X 8 MNN386;SEAL OIL 48 X 72 X 8 MNN386;New;New;;;;;A 48 X 72 X 8;0.04 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001869;280;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700419999001;700419999001;700419999001;12V4000M40A;12VM40A;80;"L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";"80 L.P. FUEL SYSTEM; (ALSO GAS ENGINES)";12VM40A-80;;UNION 20G 3/4 A;UNION 20G 3/4 A;New;New;700419999001;700419999001;636C05011/1, 636C05003/1, 136L79002/1;636C05011/1, 636C05003/1, 136L79002/1;22 G 3/4 A;0.08 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000502;97;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700419999002;700419999002;700419999002;12V4000M40A;12VM40A;181;LUBE OIL PUMP AND DRIVE;181 LUBE OIL PUMP AND DRIVE;12VM40A-181;;UNION 20G 1 A;UNION 20G 1 A;New;New;700419999002;700419999002;635B03001/1;635B03001/1;22 G 1 A;0.129 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001132;190;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700419999004;700419999004;700419999004;12V4000M53;12VM53;185;TURBOCHARGER OIL SUPPLY;185 TURBOCHARGER OIL SUPPLY;12VM53-185;https://milu-naval.mystagingwebsite.com/wp-content/uploads/2026/02/12V4000M53-0212-01-400.webp;UNION 8G 3/8 A;UNION 8G 3/8 A;New;New;700419999004;700419999004;514H13003/1;514H13003/1;10 G 3/8 A;0.033 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M53;RB-12V4000M53-001521;213;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700419999010;700419999010;700419999010;12V4000M40A;12VM40A;128;CONTROL BLOCK FOR AIR AND EXHAUST FLOW CONTROL FLAPS;128 CONTROL BLOCK FOR AIR AND EXHAUST FLOW CONTROL FLAPS;12VM40A-128;;UNION 10G 3/8 A;UNION 10G 3/8 A;New;New;700419999010;700419999010;28209972072/0, 635M17002/1;28209972072/0, 635M17002/1;12 G 3/8 A;0.031 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000879;152;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700419999018;700419999018;700419999018;12V4000M40A;12VM40A;188;CONNECTING HARDWARE FOR ENGINE OIL SUPPLY;188 CONNECTING HARDWARE FOR ENGINE OIL SUPPLY;12VM40A-188;;SCREW-FITTING UNION;SCREW-FITTING UNION;New;New;700419999018;700419999018;8209970071, 28209970071/0, 111P14001/1;8209970071, 28209970071/0, 111P14001/1;28 G 1 A;0.157 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-001348;220;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
700419999020;700419999020;700419999020;12V4000M40A;12VM40A;173;AIR STARTER;173 AIR STARTER;12VM40A-173;;SCREW-FITTING UNION;SCREW-FITTING UNION;New;New;;;;;35 G 1 1/4 A;0.184 KGM;;;;;;;;;;import;qa_ok_importar_found;true;1;12V4000M40A;RB-12V4000M40A-000980;169;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
