Id;fecha_version;POS;designation;engine;model_type;type;pn;nsn;GESA_NORM;GESA_NORMALIZADO;fg_code;fg_description;fg_code_description;weight;weight_txt;measurement;TIPOARTICULO;PAG;BOM_no;esquema_general;exp_motor;exp_categorias;atributo;SUST_TIPO;new_pn_relacionado;old_pn_relacionados;old_number_01;old_ruta_01;old_number_02;old_ruta_02;old_number_03;old_ruta_03;old_number_04;old_ruta_04;old_number_05;old_ruta_05;old_number_06;old_ruta_06;old_number_07;old_ruta_07;old_number_08;old_ruta_08;old_number_09;old_ruta_09;old_number_10;old_ruta_10;old_number_11;old_ruta_11;old_number_12;old_ruta_12;old_number_13;old_ruta_13;old_number_14;old_ruta_14;old_number_15;old_ruta_15;old_number_16;old_ruta_16;old_number_17;old_ruta_17;old_number_18;old_ruta_18;EN_EXCEL_SUSTITUCION;ruta_foto;exp_imagenes
RB-20V4000M93-001376;20260606.0305;2350;GUIDE TUBE;20V4000M93, 20V4000M93L;20VM93, 20VM93L;;X52812500015;;;NO;125-00;AIR ROUTING BETWEEN TURBOCHARGER AND CHARGE-AIR COOLER;125 AIR ROUTING BETWEEN TURBOCHARGER AND CHARGE-AIR COOLER;5.502 KGM;5.502 KGM;;piezas;20V4000M93-0185, 20V4000M93-0581, 20V4000M93-0977, 20V4000M93-1373, 20V4000M93L-1282, 20V4000M93L-1659;XS596120.00002;20V4000M93-0184-01.webp, 20V4000M93-0184-02.webp, 20V4000M93-0580-01.webp, 20V4000M93-0580-02.webp, 20V4000M93-0976-01.webp, 20V4000M93-0976-02.webp, 20V4000M93-1372-01.webp, 20V4000M93-1372-02.webp, 20V4000M93L-1281-01.webp, 20V4000M93L-1281-02.webp, 20V4000M93L-1658-01.webp, 20V4000M93L-1658-02.webp;20V4000M93, 20V4000M93L;20VM93-125, 20VM93L-125;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0184-01-2350.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0184-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0184-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0580-01-2350.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0580-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0580-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0976-01-2350.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0976-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0976-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1372-01-2350.webp
RB-12V4000M53-001211;20260606.0305;3400;EXHAUST PIPE TO TURBOCHARGER;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53, 16VM73, 16VM73L, 20VM93, 20VM93L;;X52814100016;2990123877615;;NO;140-00;EXHAUST SYSTEM;140 EXHAUST SYSTEM;4.14 KGM;4.14 KGM;;piezas;12V4000M53-0163, 12V4000M53-0518, 16V4000M73-0180, 16V4000M73-0534, 16V4000M73-0888, 16V4000M73-1243, 16V4000M73L-0169, 16V4000M73L-0655, 16V4000M73L-1000, 16V4000M73L-1340, 20V4000M93-0206, 20V4000M93-0602, 20V4000M93-0998, 20V4000M93-1394, 20V4000M93L-1294, 20V4000M93L-1671;XS594140.00085;12V4000M53-0162-01.webp, 12V4000M53-0162-02.webp, 12V4000M53-0517-01.webp, 12V4000M53-0517-02.webp, 16V4000M73-0178-01.webp, 16V4000M73-0178-02.webp, 16V4000M73-0179-01.webp, 16V4000M73-0179-02.webp, 16V4000M73-0532-01.webp, 16V4000M73-0532-02.webp, 16V4000M73-0533-01.webp, 16V4000M73-0533-02.webp, 16V4000M73-0886-01.webp, 16V4000M73-0886-02.webp, 16V4000M73-0887-01.webp, 16V4000M73-0887-02.webp, 16V4000M73-1241-01.webp, 16V4000M73-1241-02.webp, 16V4000M73-1242-01.webp, 16V4000M73-1242-02.webp, 16V4000M73L-0167-01.webp, 16V4000M73L-0167-02.webp, 16V4000M73L-0168-01.webp, 16V4000M73L-0168-02.webp, 16V4000M73L-0653-01.webp, 16V4000M73L-0653-02.webp, 16V4000M73L-0654-01.webp, 16V4000M73L-0654-02.webp, 16V4000M73L-0998-01.webp, 16V4000M73L-0998-02.webp, 16V4000M73L-0999-01.webp, 16V4000M73L-0999-02.webp, 16V4000M73L-1338-01.webp, 16V4000M73L-1338-02.webp, 16V4000M73L-1339-01.webp, 16V4000M73L-1339-02.webp, 20V4000M93-0204-01.webp, 20V4000M93-0204-02.webp, 20V4000M93-0205-01.webp, 20V4000M93-0205-02.webp, 20V4000M93-0600-01.webp, 20V4000M93-0600-02.webp, 20V4000M93-0601-01.webp, 20V4000M93-0601-02.webp, 20V4000M93-0996-01.webp, 20V4000M93-0996-02.webp, 20V4000M93-0997-01.webp, 20V4000M93-0997-02.webp, 20V4000M93-1392-01.webp, 20V4000M93-1392-02.webp, 20V4000M93-1393-01.webp, 20V4000M93-1393-02.webp, 20V4000M93L-1292-01.webp, 20V4000M93L-1292-02.webp, 20V4000M93L-1293-01.webp, 20V4000M93L-1293-02.webp, 20V4000M93L-1669-01.webp, 20V4000M93L-1669-02.webp, 20V4000M93L-1670-01.webp, 20V4000M93L-1670-02.webp;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53-140, 16VM73-141, 16VM73L-140, 20VM93-145, 20VM93L-142;;New;X52814100016;X00010000, X52814100013;X00010000;https://milu-naval.com/producto/X00010000;X52814100013;https://milu-naval.com/producto/X52814100013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0162-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0162-02-3400.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0162-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0517-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0517-02-3400.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0517-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0178-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0178-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0179-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0179-02-3400.webp
RB-12V4000M53-001248;20260606.0305;800;INTERMEDIATE FLANGE;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53, 16VM73, 16VM73L, 20VM93, 20VM93L;;X52814300005;5365124000743;;NO;143-05;CARRIER HOUSING;143 CARRIER HOUSING;8.01 KGM;8.01 KGM;;piezas;12V4000M53-0170, 12V4000M53-0525, 16V4000M73-0185, 16V4000M73-0539, 16V4000M73-0893, 16V4000M73-1248, 16V4000M73L-0173, 16V4000M73L-0659, 16V4000M73L-1004, 16V4000M73L-1344, 20V4000M93-0195, 20V4000M93-0591, 20V4000M93-0987, 20V4000M93-1383, 20V4000M93L-1297, 20V4000M93L-1674;XS594140.00040;12V4000M53-0170-01.webp, 12V4000M53-0525-01.webp, 16V4000M73-0185-01.webp, 16V4000M73-0539-01.webp, 16V4000M73-0893-01.webp, 16V4000M73-1248-01.webp, 16V4000M73L-0173-01.webp, 16V4000M73L-0659-01.webp, 16V4000M73L-1004-01.webp, 16V4000M73L-1344-01.webp, 20V4000M93-0195-01.webp, 20V4000M93-0591-01.webp, 20V4000M93-0987-01.webp, 20V4000M93-1383-01.webp, 20V4000M93L-1297-01.webp, 20V4000M93L-1674-01.webp;12V4000M53, 16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;12VM53-143, 16VM73-143, 16VM73L-143, 20VM93-143, 20VM93L-143;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0170-01-800.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0170-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0525-01-800.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/12V4000M53-POS/12V4000M53-0525-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0185-01-450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0185-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0539-01-450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0539-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0893-01-450.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0893-01.webp
RB-20V4000M93-001570;20260606.0305;50;INSULATION FOR EXHAUST ELBOW;20V4000M93, 20V4000M93L;20VM93, 20VM93L;;X52814500017;;;NO;145-05;EXHAUST SYSTEM AFTER TURBOCHARGER;145 EXHAUST SYSTEM AFTER TURBOCHARGER;3.915 KGM;3.915 KGM;;piezas;20V4000M93-0203, 20V4000M93-0599, 20V4000M93-0995, 20V4000M93-1391, 20V4000M93L-1303, 20V4000M93L-1680;XS596140.00006;20V4000M93-0203-01.webp, 20V4000M93-0599-01.webp, 20V4000M93-0995-01.webp, 20V4000M93-1391-01.webp, 20V4000M93L-1303-01.webp, 20V4000M93L-1680-01.webp;20V4000M93, 20V4000M93L;20VM93-145, 20VM93L-145;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0203-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0203-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0599-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0599-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0995-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0995-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1391-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1391-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1303-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1303-01.webp
RB-20V4000M93-001559;20260606.0305;50;EXHAUST ELBOW;20V4000M93, 20V4000M93L;20VM93, 20VM93L;;X52814500020;;;NO;145-05;EXHAUST SYSTEM AFTER TURBOCHARGER;145 EXHAUST SYSTEM AFTER TURBOCHARGER;22.000 kg;22.000 kg;;piezas;20V4000M93-0201, 20V4000M93-0597, 20V4000M93-0993, 20V4000M93-1389, 20V4000M93L-1301, 20V4000M93L-1678;XS596140.00004;20V4000M93-0201-01.webp, 20V4000M93-0597-01.webp, 20V4000M93-0993-01.webp, 20V4000M93-1389-01.webp, 20V4000M93L-1301-01.webp, 20V4000M93L-1678-01.webp;20V4000M93, 20V4000M93L;20VM93-145, 20VM93L-145;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0201-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0201-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0597-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0597-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0993-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0993-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1389-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1389-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1301-01-50.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93L-POS/20V4000M93L-1301-01.webp
RB-16V4000M73-001541;20260606.0305;150;OIL PUMP;16V4000M73, 16V4000M73L;16VM73, 16VM73L;;X52818100003;2815123880861;;NO;181-05;LUBE OIL PUMP AND DRIVE;181 LUBE OIL PUMP AND DRIVE;37.5 KGM;37.5 KGM;;piezas;16V4000M73-0213, 16V4000M73-0567, 16V4000M73-0922, 16V4000M73-1277, 16V4000M73L-0214, 16V4000M73L-0700, 16V4000M73L-1045, 16V4000M73L-1382;XS528180.00011;16V4000M73-0213-01.webp, 16V4000M73-0567-01.webp, 16V4000M73-0922-01.webp, 16V4000M73-1277-01.webp, 16V4000M73L-0214-01.webp, 16V4000M73L-0700-01.webp, 16V4000M73L-1045-01.webp, 16V4000M73L-1382-01.webp;16V4000M73, 16V4000M73L;16VM73-181, 16VM73L-181;;New;X52818100003;0021805001, 0021805701;0021805001;https://milu-naval.com/producto/0021805001;0021805701;https://milu-naval.com/producto/0021805701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0213-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0213-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0567-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0567-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0922-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0922-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1277-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1277-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0214-01-150.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0214-01.webp
RB-20V4000M93-002106;20260606.0305;7200;OIL SUPPLY LINE F/TURBO OIL SUPPLY;20V4000M93, 20V4000M93L;20VM93, 20VM93L;;X52818500005;;;NO;185-10;TURBOCHARGER OIL SUPPLY;185 TURBOCHARGER OIL SUPPLY;0.195 KGM;0.195 KGM;;piezas;20V4000M93-0253, 20V4000M93-0649, 20V4000M93-1045, 20V4000M93-1441, 20V4000M93L-1332, 20V4000M93L-1712;XS528180.00026;20V4000M93-0250-01.webp, 20V4000M93-0250-02.webp, 20V4000M93-0646-01.webp, 20V4000M93-0646-02.webp, 20V4000M93-1042-01.webp, 20V4000M93-1042-02.webp, 20V4000M93-1438-01.webp, 20V4000M93-1438-02.webp, 20V4000M93L-1330-01.webp, 20V4000M93L-1330-02.webp, 20V4000M93L-1710-01.webp, 20V4000M93L-1710-02.webp;20V4000M93, 20V4000M93L;20VM93-185, 20VM93L-180;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0250-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0250-02-7200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0250-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0646-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0646-02-7200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0646-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1042-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1042-02-7200.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1042-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1438-01.webp
RB-16V4000M73-001750;20260606.0305;300;OIL SUPPLY LINE F/TURBO OIL SUPPLY;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73, 16VM73L, 20VM93, 20VM93L;;X52818500006;4710124222181;;NO;185-12;TURBOCHARGER OIL SUPPLY;185 TURBOCHARGER OIL SUPPLY;0.169 KGM;0.169 KGM;;piezas;16V4000M73-0234, 16V4000M73-0588, 16V4000M73-0943, 16V4000M73-1297, 16V4000M73L-0195, 16V4000M73L-0681, 16V4000M73L-1026, 16V4000M73L-1364, 20V4000M93-0251, 20V4000M93-0647, 20V4000M93-1043, 20V4000M93-1439, 20V4000M93L-1331, 20V4000M93L-1711;XS526180.00035;16V4000M73-0234-01.webp, 16V4000M73-0588-01.webp, 16V4000M73-0943-01.webp, 16V4000M73-1297-01.webp, 16V4000M73L-0195-01.webp, 16V4000M73L-0681-01.webp, 16V4000M73L-1026-01.webp, 16V4000M73L-1364-01.webp, 20V4000M93-0250-01.webp, 20V4000M93-0250-02.webp, 20V4000M93-0646-01.webp, 20V4000M93-0646-02.webp, 20V4000M93-1042-01.webp, 20V4000M93-1042-02.webp, 20V4000M93-1438-01.webp, 20V4000M93-1438-02.webp, 20V4000M93L-1330-01.webp, 20V4000M93L-1330-02.webp, 20V4000M93L-1710-01.webp, 20V4000M93L-1710-02.webp;16V4000M73, 16V4000M73L, 20V4000M93, 20V4000M93L;16VM73-185, 16VM73L-180, 20VM93-185, 20VM93L-180;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0234-01-300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0234-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0588-01-300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0588-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0943-01-300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-0943-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1297-01-300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73-POS/16V4000M73-1297-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0195-01-300.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/16V4000M73L-POS/16V4000M73L-0195-01.webp
RB-20V4000M93-002055;20260606.0305;4350;OIL SUPPLY LINE F/TURBO OIL SUPPLY;20V4000M93, 20V4000M93L;20VM93, 20VM93L;;X52818500007;;;NO;185-10;TURBOCHARGER OIL SUPPLY;185 TURBOCHARGER OIL SUPPLY;0.166 KGM;0.166 KGM;;piezas;20V4000M93-0252, 20V4000M93-0648, 20V4000M93-1044, 20V4000M93-1440, 20V4000M93L-1332, 20V4000M93L-1712;XS528180.00026;20V4000M93-0250-01.webp, 20V4000M93-0250-02.webp, 20V4000M93-0646-01.webp, 20V4000M93-0646-02.webp, 20V4000M93-1042-01.webp, 20V4000M93-1042-02.webp, 20V4000M93-1438-01.webp, 20V4000M93-1438-02.webp, 20V4000M93L-1330-01.webp, 20V4000M93L-1330-02.webp, 20V4000M93L-1710-01.webp, 20V4000M93L-1710-02.webp;20V4000M93, 20V4000M93L;20VM93-185, 20VM93L-180;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0250-01-4350.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0250-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0250-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0646-01-4350.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0646-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0646-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1042-01-4350.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1042-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1042-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1438-01-4350.webp
RB-20V4000M93-001989;20260606.0305;600;OIL SUPPLY LINE F/TURBO OIL SUPPLY;20V4000M93, 20V4000M93L;20VM93, 20VM93L;;X52818500008;;;NO;185-10;TURBOCHARGER OIL SUPPLY;185 TURBOCHARGER OIL SUPPLY;0.172 KGM;0.172 KGM;;piezas;20V4000M93-0251, 20V4000M93-0647, 20V4000M93-1043, 20V4000M93-1439, 20V4000M93L-1331, 20V4000M93L-1711;XS528180.00026;20V4000M93-0250-01.webp, 20V4000M93-0250-02.webp, 20V4000M93-0646-01.webp, 20V4000M93-0646-02.webp, 20V4000M93-1042-01.webp, 20V4000M93-1042-02.webp, 20V4000M93-1438-01.webp, 20V4000M93-1438-02.webp, 20V4000M93L-1330-01.webp, 20V4000M93L-1330-02.webp, 20V4000M93L-1710-01.webp, 20V4000M93L-1710-02.webp;20V4000M93, 20V4000M93L;20VM93-185, 20VM93L-180;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0250-01-600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0250-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0250-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0646-01-600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0646-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0646-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1042-01-600.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1042-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1042-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-1438-01-600.webp
RB-20V4000M93-001389;20260606.0305;2740;OIL LINE;20V4000M93, 20V4000M93L;20VM93, 20VM93L;;X52818500020;;;NO;128-10;CONTROL BLOCK FOR AIR AND EXHAUST FLOW CONTROL FLAPS;128 CONTROL BLOCK FOR AIR AND EXHAUST FLOW CONTROL FLAPS;0.498 KGM;0.498 KGM;;piezas;20V4000M93-0189, 20V4000M93-0585, 20V4000M93-0981, 20V4000M93-1377, 20V4000M93L-1286, 20V4000M93L-1663;XS596180.00021;20V4000M93-0187-01.webp, 20V4000M93-0187-02.webp, 20V4000M93-0188-01.webp, 20V4000M93-0188-02.webp, 20V4000M93-0583-01.webp, 20V4000M93-0583-02.webp, 20V4000M93-0584-01.webp, 20V4000M93-0584-02.webp, 20V4000M93-0979-01.webp, 20V4000M93-0979-02.webp, 20V4000M93-0980-01.webp, 20V4000M93-0980-02.webp, 20V4000M93-1375-01.webp, 20V4000M93-1375-02.webp, 20V4000M93-1376-01.webp, 20V4000M93-1376-02.webp, 20V4000M93L-1284-01.webp, 20V4000M93L-1284-02.webp, 20V4000M93L-1285-01.webp, 20V4000M93L-1285-02.webp, 20V4000M93L-1661-01.webp, 20V4000M93L-1661-02.webp, 20V4000M93L-1662-01.webp, 20V4000M93L-1662-02.webp;20V4000M93, 20V4000M93L;20VM93-128, 20VM93L-128;;New;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0187-01-2740.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0187-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0187-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0188-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0188-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0583-01-2740.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0583-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0583-02.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0584-01.webp, https://milu-naval.mystagingwebsite.com/wp-content/uploads/20V4000M93-POS/20V4000M93-0584-02.webp
